club_name,age
AS Monaco,22.389830508474578
AS Saint-Étienne,23.566666666666666
EA Guingamp,24.357142857142858
ESTAC Troyes,25.08823529411765
FC Girondins Bordeaux,22.53846153846154
FC Lorient,24.103448275862068
FC Nantes,24.785714285714285
FC Toulouse,23.52173913043478
GFC Ajaccio,26.473684210526315
LOSC Lille,22.926829268292682
Montpellier HSC,23.894736842105264
OGC Nice,22.738095238095237
Olympique Lyon,23.625
Olympique Marseille,24.341463414634145
Paris Saint-Germain,23.45
SC Bastia,23.433333333333334
SCO Angers,26.333333333333332
SM Caen,24.62162162162162
Stade Reims,24.26086956521739
Stade Rennais FC,23.10810810810811
