club_name,age
AFC Bournemouth,24.318840579710145
Arsenal FC,23.296296296296298
Aston Villa,25.0327868852459
Chelsea FC,22.973684210526315
Crystal Palace,24.522727272727273
Everton FC,24.02857142857143
Leicester City,25.06896551724138
Liverpool FC,22.895833333333332
Manchester City,23.0
Manchester United,23.642857142857142
Newcastle United,23.163265306122447
Norwich City,24.61904761904762
Southampton FC,24.5
Stoke City,26.096774193548388
Sunderland AFC,25.666666666666668
Swansea City,23.65909090909091
Tottenham Hotspur,24.625
Watford FC,25.444444444444443
West Bromwich Albion,27.08
West Ham United,24.21818181818182
