club_name,age
FC Köln,23.13888888888889
FC Kaiserslautern,23.966666666666665
FC Nuremberg,23.09375
FSV Mainz 05,24.324324324324323
Bayer 04 Leverkusen,22.612903225806452
Bayern Munich,23.53846153846154
Borussia Dortmund,23.894736842105264
Borussia Mönchengladbach,23.342105263157894
FC Augsburg,23.72
FC Schalke 04,25.24137931034483
Hamburger SV,24.692307692307693
Hannover 96,22.6875
Hertha BSC,24.217391304347824
SC Freiburg,24.5
SV Werder Bremen,23.694444444444443
TSG 1899 Hoffenheim,22.033333333333335
VfB Stuttgart,23.954545454545453
VfL Wolfsburg,24.804347826086957
