Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:16:34;00:00:00;
TF1;Soutiens;00:00:00;00:00:07;00:00:00;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:07;00:16:34;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:00:31;00:18:05;00:00:00;
France2;Candidat;00:00:07;00:00:00;00:42:29;00:00:00;
France2;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France2;"Total temps de parole";00:00:07;00:00:00;00:42:29;00:00:00;
France2;"Total temps d'antenne";00:00:07;00:00:02;00:43:35;00:00:00;
France3;Candidat;00:00:00;00:09:27;00:00:24;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France3;"Total temps de parole";00:00:00;00:09:27;00:00:24;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:10:00;00:00:36;00:00:00;
France5;Candidat;00:00:00;00:00:20;00:01:24;00:00:59;
France5;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France5;"Total temps de parole";00:00:00;00:00:20;00:01:24;00:00:59;
France5;"Total temps d'antenne";00:00:00;00:00:20;00:01:44;00:01:19;
M6;Candidat;00:00:00;00:00:17;00:00:49;00:00:00;
M6;Soutiens;00:00:00;00:00:00;00:00:31;00:00:00;
M6;"Total temps de parole";00:00:00;00:00:17;00:01:20;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:01:06;00:02:59;00:00:00;
C8;Candidat;00:00:00;00:00:52;00:00:19;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
C8;"Total temps de parole";00:00:00;00:00:52;00:00:19;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:00:52;00:00:19;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:03:33;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:00:18;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:03:51;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:51;00:08:22;00:00:00;
BFMTV;Candidat;00:09:39;00:02:14;00:00:00;00:05:33;
BFMTV;Soutiens;00:00:00;00:17:18;00:07:18;00:00:00;
BFMTV;"Total temps de parole";00:09:39;00:19:32;00:07:18;00:05:33;
BFMTV;"Total temps d'antenne";00:10:16;00:21:30;00:07:18;00:05:33;
Cnews;Candidat;00:08:27;00:05:05;00:08:36;00:07:18;
Cnews;Soutiens;00:00:00;00:38:15;00:01:10;00:00:00;
Cnews;"Total temps de parole";00:08:27;00:43:20;00:09:46;00:07:18;
Cnews;"Total temps d'antenne";00:08:27;00:44:35;00:13:39;00:11:18;
LCI;Candidat;00:00:00;00:01:01;00:02:00;00:00:00;
LCI;Soutiens;00:12:49;00:16:32;00:00:00;00:00:00;
LCI;"Total temps de parole";00:12:49;00:17:33;00:02:00;00:00:00;
LCI;"Total temps d'antenne";00:13:12;00:20:50;00:02:05;00:00:00;
FranceinfoTV;Candidat;00:21:46;00:05:35;00:06:45;00:00:00;
FranceinfoTV;Soutiens;00:05:16;00:05:17;00:06:53;00:00:00;
FranceinfoTV;"Total temps de parole";00:27:02;00:10:52;00:13:38;00:00:00;
FranceinfoTV;"Total temps d'antenne";00:27:02;00:12:10;00:17:16;00:00:00;
FranceInter;Candidat;00:08:07;00:00:10;00:00:00;00:00:00;
FranceInter;Soutiens;00:00:00;00:01:39;00:00:10;00:00:41;
FranceInter;"Total temps de parole";00:08:07;00:01:49;00:00:10;00:00:41;
FranceInter;"Total temps d'antenne";00:08:22;00:01:49;00:00:18;00:01:28;
FranceInfo;Candidat;00:20:02;00:08:30;00:02:01;00:21:25;
FranceInfo;Soutiens;00:00:53;00:00:00;00:02:07;00:00:00;
FranceInfo;"Total temps de parole";00:20:55;00:08:30;00:04:08;00:21:25;
FranceInfo;"Total temps d'antenne";00:25:04;00:13:15;00:10:24;00:24:17;
FranceCulture;Candidat;00:00:22;00:00:00;00:00:56;00:00:00;
FranceCulture;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
FranceCulture;"Total temps de parole";00:00:22;00:00:00;00:00:56;00:00:00;
FranceCulture;"Total temps d'antenne";00:01:43;00:00:00;00:25:53;00:00:00;
RTL;Candidat;00:00:26;00:00:38;00:00:00;00:00:00;
RTL;Soutiens;00:01:00;00:31:57;00:04:11;00:01:00;
RTL;"Total temps de parole";00:01:26;00:32:35;00:04:11;00:01:00;
RTL;"Total temps d'antenne";00:07:15;00:40:53;00:04:27;00:01:00;
Europe1;Candidat;00:32:09;00:00:34;00:00:44;00:00:35;
Europe1;Soutiens;00:00:06;00:06:30;00:21:55;00:00:00;
Europe1;"Total temps de parole";00:32:15;00:07:04;00:22:39;00:00:35;
Europe1;"Total temps d'antenne";00:34:41;00:07:04;00:22:39;00:00:35;
RMC;Candidat;00:01:41;00:00:49;00:00:00;00:01:36;
RMC;Soutiens;00:00:57;00:04:39;00:00:00;00:04:39;
RMC;"Total temps de parole";00:02:38;00:05:28;00:00:00;00:06:15;
RMC;"Total temps d'antenne";00:02:41;00:06:22;00:00:00;00:07:09;
BFMBusiness;Candidat;00:00:00;00:00:00;00:01:16;00:00:43;
BFMBusiness;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMBusiness;"Total temps de parole";00:00:00;00:00:00;00:01:16;00:00:43;
BFMBusiness;"Total temps d'antenne";00:00:00;00:00:03;00:03:08;00:02:35;
RadioClassique;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps d'antenne";00:02:56;00:00:07;00:00:00;00:02:39;
SudRadio;Candidat;00:31:00;00:00:00;00:00:24;00:00:00;
SudRadio;Soutiens;00:00:00;00:05:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:31:00;00:05:00;00:00:24;00:00:00;
SudRadio;"Total temps d'antenne";00:31:50;00:08:00;00:00:24;00:00:00;
TV5Monde;Candidat;00:00:00;00:00:00;00:42:29;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:00:00;00:00:00;00:42:29;00:00:00;
TV5Monde;"Total temps d'antenne";00:00:00;00:00:03;00:43:57;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:00:00;00:00:00;00:04:20;
RFI;Candidat;00:01:36;00:00:00;00:00:00;00:00:00;
RFI;Soutiens;00:09:00;00:04:00;00:00:00;00:00:00;
RFI;"Total temps de parole";00:10:36;00:04:00;00:00:00;00:00:00;
RFI;"Total temps d'antenne";00:10:36;00:04:00;00:00:00;00:00:00;
France24;Candidat;00:01:03;00:00:25;00:00:58;00:00:00;
France24;Soutiens;00:00:00;00:00:00;00:00:43;00:00:00;
France24;"Total temps de parole";00:01:03;00:00:25;00:01:41;00:00:00;
France24;"Total temps d'antenne";00:01:13;00:00:49;00:05:23;00:01:52;
"RMC Story";Candidat;00:00:45;00:00:49;00:00:00;00:00:00;
"RMC Story";Soutiens;00:01:07;00:04:39;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:01:52;00:05:28;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:02:41;00:06:22;00:00:00;00:00:00;
