Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
SudRadio;Candidat;00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;"Total temps d'antenne";00:02:06;00:01:18;00:00:10;00:00:00;
TV5Monde;Candidat;00:00:00;00:00:00;00:00:25;00:00:00;
TV5Monde;Soutiens;00:09:47;00:00:00;00:00:39;00:00:00;
TV5Monde;"Total temps de parole";00:09:47;00:00:00;00:01:04;00:00:00;
TV5Monde;"Total temps d'antenne";00:09:54;00:01:20;00:03:50;00:00:00;
RFI;Candidat;00:03:50;00:02:03;00:01:19;00:02:43;
RFI;Soutiens;00:00:34;00:01:08;00:00:00;00:00:00;
RFI;"Total temps de parole";00:04:24;00:03:11;00:01:19;00:02:43;
RFI;"Total temps d'antenne";00:07:23;00:05:01;00:04:38;00:06:16;
France24;Candidat;00:02:20;00:04:42;00:02:09;00:01:31;
France24;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France24;"Total temps de parole";00:02:20;00:04:42;00:02:09;00:01:31;
France24;"Total temps d'antenne";00:06:56;00:17:03;00:15:15;00:03:10;
"RMC Story";Candidat;00:00:43;00:01:28;00:00:00;00:00:00;
"RMC Story";Soutiens;00:11:05;00:00:00;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:11:48;00:01:28;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:15:43;00:04:11;00:00:00;00:00:00;
