Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
SudRadio;"Total temps de parole";00:40:45;00:09:47;00:00:37;00:00:15;
SudRadio;"Total temps d'antenne";01:07:50;00:35:17;00:05:37;00:00:15;
TV5Monde;Candidat;00:00:06;00:00:00;00:01:08;00:00:00;
TV5Monde;Soutiens;00:16:55;00:00:00;00:23:56;00:00:00;
TV5Monde;"Total temps de parole";00:17:01;00:00:00;00:25:04;00:00:00;
TV5Monde;"Total temps d'antenne";00:32:27;00:02:26;00:40:49;00:00:44;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:01:50;00:00:50;00:01:15;
RFI;Candidat;00:00:53;00:00:31;00:03:06;00:00:45;
RFI;Soutiens;00:09:00;00:04:22;00:00:27;00:00:09;
RFI;"Total temps de parole";00:09:53;00:04:53;00:03:33;00:00:54;
RFI;"Total temps d'antenne";00:17:04;00:11:00;00:10:55;00:06:46;
France24;Candidat;00:00:26;00:06:31;00:02:56;00:07:54;
France24;Soutiens;00:01:14;00:00:55;00:00:18;00:05:33;
France24;"Total temps de parole";00:01:40;00:07:26;00:03:14;00:13:27;
France24;"Total temps d'antenne";00:09:16;00:59:02;00:28:02;00:49:18;
"RMC Story";Candidat;00:04:53;00:00:57;00:00:00;00:00:00;
"RMC Story";Soutiens;00:08:08;00:31:49;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:13:01;00:32:46;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:49:40;00:55:39;00:00:00;00:00:00;
