Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,452615,455017,450196,480725,469651,447504,499291,525236,530125,503144,490365,496497,348825,305282,298673,262754,201333,82755,43997,13299,7357284,232149,233279,230701,246187,237060,223742,249650,262514,262955,248323,239765,244690,170565,144548,132310,105979,73740,26451,10766,2306,3577680,220466,221738,219495,234538,232591,223762,249641,262722,267170,254821,250600,251807,178260,160734,166363,156775,127593,56304,33231,10993,3779604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,159931,164711,164270,178251,165227,154364,175692,188476,193928,194049,194507,199155,132462,127563,125488,112445,86338,36880,19512,6212,2779461,82260,84983,83803,91716,85081,77660,87782,94605,96757,95909,96632,99500,65310,60204,55604,46040,32235,11856,4881,1141,1353959,77671,79728,80467,86535,80146,76704,87910,93871,97171,98140,97875,99655,67152,67359,69884,66405,54103,25024,14631,5071,1425502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretagne,186146,189940,182848,198419,190302,174479,201316,210232,215534,215290,206343,213272,136850,145157,143551,125208,96787,39342,18727,4791,3094534,95010,97813,93597,101582,98263,89556,101917,106079,108601,107968,102482,104523,65367,66855,61778,49574,33531,11754,4252,792,1501294,91136,92127,89251,96837,92039,84923,99399,104153,106933,107322,103861,108749,71483,78302,81773,75634,63256,27588,14475,3999,1593240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre-Val-de-Loire,150543,151321,150596,161269,146248,139306,162973,172811,175180,175681,175056,177429,117133,112746,113653,100147,78453,34459,18619,5944,2519567,76891,77659,76791,81705,74045,69797,80988,86430,86899,87003,86367,87789,57714,53121,50902,42279,30015,11584,4994,1211,1224184,73652,73662,73805,79564,72203,69509,81985,86381,88281,88678,88689,89640,59419,59625,62751,57868,48438,22875,13625,4733,1295383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corse,14298,15089,16013,17876,15617,15860,18783,21401,22380,21181,20747,20398,16451,15599,14264,12189,8785,4359,2129,699,294118,7477,7820,8262,9303,8011,7933,9237,10449,10667,10492,10382,10221,7981,7741,6413,5350,3139,1440,551,215,143084,6821,7269,7751,8573,7606,7927,9546,10952,11713,10689,10365,10177,8470,7858,7851,6839,5646,2919,1578,484,151034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrandEst,322935,331934,335551,371484,364873,336331,369632,390680,404355,395606,387198,367828,231700,232872,225039,193756,139277,54291,26927,7823,5490092,164619,170069,172395,190131,185298,170124,185582,196342,201603,195041,191981,184735,114331,109316,98540,77324,47156,15969,6047,1377,2677980,158316,161865,163156,181353,179575,166207,184050,194338,202752,200565,195217,183093,117369,123556,126499,116432,92121,38322,20880,6446,2812112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauts-de-France,396016,396440,389780,434136,409338,368540,406358,408137,413880,407874,402616,392476,222012,223031,221986,192148,141679,53436,25595,7521,5912999,202686,203384,199665,221438,206008,182543,201598,203293,204924,200801,197194,193896,107336,100271,92196,73329,48287,15419,5565,1242,2861075,193330,193056,190115,212698,203330,185997,204760,204844,208956,207073,205422,198580,114676,122760,129790,118819,93392,38017,20030,6279,3051924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Île-de-France,800595,744853,710929,752080,819476,891438,924156,873732,853349,790532,746563,743516,462115,380967,346330,295700,224781,101012,52374,17900,11532398,408759,381752,362667,379720,397207,432370,460421,431272,417279,381379,357982,364211,228290,177585,148392,116219,77361,31114,12744,3517,5570241,391836,363101,348262,372360,422269,459068,463735,442460,436070,409153,388581,379305,233825,203382,197938,179481,147420,69898,39630,14383,5962157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normandie,202474,207151,206084,222618,205405,185792,212569,222311,228892,229652,228262,224374,141201,138687,138529,119427,90975,38897,18908,5640,3267848,103340,105841,104629,113538,103422,92384,105314,110546,113040,113196,113092,110863,68593,63532,59678,48386,32759,11842,4366,976,1579337,99134,101310,101455,109080,101983,93408,107255,111765,115852,116456,115170,113511,72608,75155,78851,71041,58216,27055,14542,4664,1688511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouvelle-Aquitaine,294213,308995,308879,338086,321459,299908,349408,375577,392275,392929,392520,402695,277449,264748,271678,245441,196563,82522,45321,14155,5574821,150790,158639,158630,172669,162740,150910,173167,185634,192965,192340,191904,196961,133394,124681,122391,102710,74486,27525,11488,2571,2686595,143423,150356,150249,165417,158719,148998,176241,189943,199310,200589,200616,205734,144055,140067,149287,142731,122077,54997,33833,11584,2888226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occitanie,291655,305063,306032,332212,323642,300452,335165,363952,380976,363550,358148,367151,269454,243540,248600,221451,174964,74254,39129,11576,5310966,149257,156452,156566,168884,162939,149958,164985,179175,186683,177339,175331,178205,129568,114451,113147,94179,66995,25587,10657,2376,2562734,142398,148611,149466,163328,160703,150494,170180,184777,194293,186211,182817,188946,139886,129089,135453,127272,107969,48667,28472,9200,2748232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaysdelaLoire,223672,221539,213601,228293,216517,204035,231535,237832,241847,235909,230856,231694,146850,146611,145165,126793,98559,40211,22178,6716,3450413,114038,113451,109270,116906,110249,103494,116424,119581,120686,117199,114030,114269,70624,67714,64468,52109,36552,12828,5508,1185,1680585,109634,108088,104331,111387,106268,100541,115111,118251,121161,118710,116826,117425,76226,78897,80697,74684,62007,27383,16670,5531,1769828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provence-Alpes-Côted'Azur,267394,280554,288874,306205,283324,267055,300824,332250,344267,327582,319427,328106,260357,225772,221310,194452,152452,69296,35486,10245,4815232,136354,143936,148124,157213,141985,131102,146001,160336,165346,157078,153439,156114,123740,105739,98449,80521,56239,22981,9019,1947,2295663,131040,136618,140750,148992,141339,135953,154823,171914,178921,170504,165988,171992,136617,120033,122861,113931,96213,46315,26467,8298,2519569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francemétropolitaine,3762487,3772607,3723653,4021654,3931079,3785064,4187702,4322627,4396988,4252979,4152608,4164591,2762859,2562575,2514266,2201911,1690946,711714,368902,112521,61399733,1923630,1935078,1905100,2050992,1972308,1881573,2083066,2146256,2168405,2084068,2030581,2045977,1342813,1195758,1104268,893999,612495,226350,90838,20856,29714411,1838857,1837529,1818553,1970662,1958771,1903491,2104636,2176371,2228583,2168911,2122027,2118614,1420046,1366817,1409998,1307912,1078451,485364,278064,91665,31685322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,28852,31436,32606,31156,21739,19831,28449,31480,33372,28891,24562,22296,17547,14440,12127,9213,6599,3712,1719,709,400736,14864,16065,16654,16018,10975,8731,12554,13727,15255,13625,11311,10266,8132,6582,5467,3756,2594,1421,569,206,188772,13988,15371,15952,15138,10764,11100,15895,17753,18117,15266,13251,12030,9415,7858,6660,5457,4005,2291,1150,503,211964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,25264,28002,30271,31272,22679,19125,26208,31409,33779,30219,25317,21948,17957,16174,13627,10574,7371,3921,1906,709,397732,12764,14301,15217,16006,11416,8599,11356,13939,15302,13981,11497,10131,8365,7448,6002,4448,2767,1352,550,178,185619,12500,13701,15054,15266,11263,10526,14852,17470,18477,16238,13820,11817,9592,8726,7625,6126,4604,2569,1356,531,212113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyane,26683,24868,22202,18775,14779,14732,15902,15235,13761,11241,9183,6693,4065,2788,2043,1287,894,525,196,102,205954,13610,12517,11166,9451,7103,6857,7469,7232,6835,5726,4711,3554,2146,1419,979,588,357,218,66,28,102032,13073,12351,11036,9324,7676,7875,8433,8003,6926,5515,4472,3139,1919,1369,1064,699,537,307,130,74,103922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaRéunion,67680,68472,70867,68946,54652,51594,56538,64249,63749,50879,44252,33855,25457,21705,15296,11222,7433,3429,1298,389,781962,34660,34986,35519,35118,26684,23981,26473,30762,30914,24754,21331,16845,11937,9972,6579,4610,2725,959,354,47,379210,33020,33486,35348,33828,27968,27613,30065,33487,32835,26125,22921,17010,13520,11733,8717,6612,4708,2470,944,342,402752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,148479,152778,155946,150149,113849,105282,127097,142373,144661,121230,103314,84792,65026,55107,43093,32296,22297,11587,5119,1909,1786384,75898,77869,78556,76593,56178,48168,57852,65660,68306,58086,48850,40796,30580,25421,19027,13402,8443,3950,1539,459,855633,72581,74909,77390,73556,57671,57114,69245,76713,76355,63144,54464,43996,34446,29686,24066,18894,13854,7637,3580,1450,930751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrancemétropolitaineetDOM,3910966,3925385,3879599,4171803,4044928,3890346,4314799,4465000,4541649,4374209,4255922,4249383,2827885,2617682,2557359,2234207,1713243,723301,374021,114430,63186117,1999528,2012947,1983656,2127585,2028486,1929741,2140918,2211916,2236711,2142154,2079431,2086773,1373393,1221179,1123295,907401,620938,230300,92377,21315,30570044,1911438,1912438,1895943,2044218,2016442,1960605,2173881,2253084,2304938,2232055,2176491,2162610,1454492,1396503,1434064,1326806,1092305,493001,281644,93115,32616073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:Insee-Estimationsdepopulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
