Regions,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,0à4ans,5à9ans,10à14ans,15à19ans,20à24ans,25à29ans,30à34ans,35à39ans,40à44ans,45à49ans,50à54ans,55à59ans,60à64ans,65à69ans,70à74ans,75à79ans,80à84ans,85à89ans,90à94ans,95ansetplus,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auvergne-Rhône-Alpes,470498,474377,463166,474162,470169,464083,459302,531025,535413,526338,495036,485906,456601,318481,288267,269854,210065,135542,33397,16396,7578078,240710,242540,237948,241856,238229,230860,229070,265780,267666,260682,242766,236951,222976,152569,131561,113123,78476,43557,8699,2944,3688963,229788,231837,225218,232306,231940,233223,230232,265245,267747,265656,252270,248955,233625,165912,156706,156731,131589,91985,24698,13452,3889115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bourgogne-Franche-Comté,162060,168073,166470,167936,161682,160610,155497,185739,191300,193150,192746,194838,185744,123502,120653,112645,90240,58482,14845,7666,2813878,82988,86474,85737,86605,83345,80869,78044,92921,95907,96051,94698,96017,91854,59544,54957,47318,33882,19162,3902,1380,1371655,79072,81599,80733,81331,78337,79741,77453,92818,95393,97099,98048,98821,93890,63958,65696,65327,56358,39320,10943,6286,1442223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bretagne,190102,199577,195250,192713,183564,179481,181612,218003,217069,219737,215885,211065,204697,132971,141132,129710,100561,63975,15359,6603,3199066,96971,102269,100456,99057,94894,90940,92108,110397,109296,110190,107250,103511,98435,62185,62310,52819,36269,19185,3609,1097,1553248,93131,97308,94794,93656,88670,88541,89504,107606,107773,109547,108635,107554,106262,70786,78822,76891,64292,44790,11750,5506,1645818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre-Val-de-Loire,151817,157177,152659,151606,141980,142549,141626,172413,174132,174299,174095,174703,164430,109481,107909,101955,80424,54091,13802,6917,2548065,77856,80292,78026,77769,71875,70936,70239,86190,86777,86209,85567,85542,80486,52650,49397,43540,31325,18681,3913,1403,1238673,73961,76885,74633,73837,70105,71613,71387,86223,87355,88090,88528,89161,83944,56831,58512,58415,49099,35410,9889,5514,1309392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corse,15262,15853,16298,17457,17061,17948,17842,21627,22708,22877,21366,21343,20001,16730,14513,12623,9509,5853,1962,860,309693,7942,8086,8598,9102,8797,9113,8851,10596,11107,11186,10729,10782,9692,8211,6883,5501,3830,1895,571,161,151633,7320,7767,7700,8355,8264,8835,8991,11031,11601,11691,10637,10561,10309,8519,7630,7122,5679,3958,1391,699,158060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrandEst,324775,332102,331471,344728,358540,349443,326952,380538,389904,400072,388551,378368,325408,217552,217467,198993,148061,90252,20299,9054,5532530,166395,169611,170023,177034,182814,175144,164043,190722,194999,198619,190793,187257,161401,104295,97473,81610,53433,26906,4858,1544,2698974,158380,162491,161448,167694,175726,174299,162909,189816,194905,201453,197758,191111,164007,113257,119994,117383,94628,63346,15441,7510,2833556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauts-de-France,399006,403288,390837,397656,402019,385146,364600,416254,403758,405662,397045,387521,342931,198593,206212,193046,144753,88108,18230,8336,5953001,204599,206208,200667,203742,202793,191537,180550,207687,201312,200797,194104,188319,165525,92417,88109,74676,49852,26005,4147,1340,2884386,194407,197080,190170,193914,199226,193609,184050,208567,202446,204865,202941,199202,177406,106176,118103,118370,94901,62103,14083,6996,3068615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Île-de-France,826031,770728,721069,738317,827495,897701,873135,904094,846797,823241,748777,706436,611540,392905,337217,306634,233662,153675,44101,22679,11786234,420383,394245,368013,373217,401265,431397,429548,450208,416706,400365,359715,338687,297262,186418,150546,125000,85205,47434,11341,4279,5691234,405648,376483,353056,365100,426230,466304,443587,453886,430091,422876,389062,367749,314278,206487,186671,181634,148457,106241,32760,18400,6095000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normandie,201828,209949,207575,208353,201070,195544,186628,221147,223327,228124,228286,225617,206265,131087,132287,124395,95543,61003,15219,7201,3310448,103401,107412,105696,106425,102023,96849,92552,110060,111015,112623,112174,110894,100183,61671,58124,50564,35340,19147,3633,1246,1601032,98427,102537,101879,101928,99047,98695,94076,111087,112312,115501,116112,114723,106082,69416,74163,73831,60203,41856,11586,5955,1709416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouvelle-Aquitaine,304885,322844,323768,328063,321904,312634,312845,383064,392308,398869,394842,402552,386992,265770,258592,248946,199091,135949,33968,17600,5745486,155769,165641,165675,168472,162776,156009,155040,189850,193666,195538,192569,194822,187164,126552,118823,106958,76725,45240,9101,3236,2769626,149116,157203,158093,159591,159128,156625,157805,193214,198642,203331,202273,207730,199828,139218,139769,141988,122366,90709,24867,14364,2975860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
