Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TMC;"Total temps de parole";00:00:00;00:00:00;00:04:01;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:23;00:07:30;00:00:00;
BFMTV;Candidat;00:00:20;00:06:07;00:06:49;00:13:00;
BFMTV;Soutiens;00:00:00;00:00:35;00:00:00;00:00:00;
BFMTV;"Total temps de parole";00:00:20;00:06:42;00:06:49;00:13:00;
BFMTV;"Total temps d'antenne";00:00:58;00:07:02;00:07:52;00:13:00;
Cnews;Candidat;00:02:27;00:01:02;01:29:49;00:09:33;
Cnews;Soutiens;00:00:00;00:07:53;00:02:12;00:00:00;
Cnews;"Total temps de parole";00:02:27;00:08:55;01:32:01;00:09:33;
Cnews;"Total temps d'antenne";00:02:52;00:09:28;01:40:55;00:11:21;
LCI;Candidat;00:07:26;00:08:03;00:00:07;00:00:00;
LCI;Soutiens;00:00:10;00:00:00;00:00:00;00:00:00;
LCI;"Total temps de parole";00:07:36;00:08:03;00:00:07;00:00:00;
LCI;"Total temps d'antenne";00:07:42;00:08:20;00:00:07;00:00:00;
FranceinfoTV;Candidat;00:21:54;00:08:33;00:02:04;00:00:34;
FranceinfoTV;Soutiens;00:08:07;00:07:59;00:07:55;00:00:00;
FranceinfoTV;"Total temps de parole";00:30:01;00:16:32;00:09:59;00:00:34;
FranceinfoTV;"Total temps d'antenne";00:30:19;00:18:33;00:20:40;00:00:34;
FranceInter;Candidat;00:00:07;00:06:22;00:01:33;00:00:00;
FranceInter;Soutiens;00:00:41;00:00:00;00:00:00;00:00:03;
FranceInter;"Total temps de parole";00:00:48;00:06:22;00:01:33;00:00:03;
FranceInter;"Total temps d'antenne";00:03:06;00:07:27;00:04:30;00:00:29;
FranceInfo;Candidat;00:21:26;00:07:28;00:08:52;00:20:58;
FranceInfo;Soutiens;00:00:20;00:02:18;00:01:23;00:00:00;
FranceInfo;"Total temps de parole";00:21:46;00:09:46;00:10:15;00:20:58;
FranceInfo;"Total temps d'antenne";00:29:27;00:17:56;00:21:13;00:30:40;
FranceCulture;Candidat;00:01:09;00:00:06;00:00:00;00:00:00;
FranceCulture;Soutiens;00:00:44;00:04:09;00:01:09;00:00:00;
FranceCulture;"Total temps de parole";00:01:53;00:04:15;00:01:09;00:00:00;
FranceCulture;"Total temps d'antenne";00:03:58;00:06:49;00:05:59;00:00:00;
RTL;Candidat;00:00:36;00:00:00;00:01:02;00:00:00;
RTL;Soutiens;00:00:00;00:10:12;00:01:21;00:01:02;
RTL;"Total temps de parole";00:00:36;00:10:12;00:02:23;00:01:02;
RTL;"Total temps d'antenne";00:00:49;00:10:12;00:02:23;00:01:02;
Europe1;Candidat;00:00:38;00:00:00;00:00:28;00:00:00;
Europe1;Soutiens;00:00:00;00:05:36;00:27:46;00:00:00;
Europe1;"Total temps de parole";00:00:38;00:05:36;00:28:14;00:00:00;
Europe1;"Total temps d'antenne";00:01:32;00:05:36;00:28:14;00:00:00;
RMC;Candidat;00:01:19;00:06:29;00:00:00;00:06:54;
RMC;Soutiens;00:00:29;00:00:00;00:00:00;00:00:00;
RMC;"Total temps de parole";00:01:48;00:06:29;00:00:00;00:06:54;
RMC;"Total temps d'antenne";00:02:17;00:06:45;00:00:00;00:07:10;
BFMBusiness;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
BFMBusiness;Soutiens;00:00:00;00:00:00;00:10:56;00:04:58;
BFMBusiness;"Total temps de parole";00:00:00;00:00:00;00:10:56;00:04:58;
BFMBusiness;"Total temps d'antenne";00:00:00;00:00:12;00:10:56;00:04:58;
RadioClassique;Candidat;00:00:22;00:00:00;00:00:00;00:00:11;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:22;00:00:00;00:00:00;00:00:11;
RadioClassique;"Total temps d'antenne";00:01:23;00:00:34;00:00:10;00:00:53;
SudRadio;Candidat;00:01:14;00:00:00;00:00:00;00:00:00;
SudRadio;Soutiens;00:12:00;00:00:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:13:14;00:00:00;00:00:00;00:00:00;
SudRadio;"Total temps d'antenne";00:13:34;00:00:00;00:00:00;00:00:00;
TV5Monde;Candidat;00:00:00;00:00:00;00:00:50;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:00:00;00:00:00;00:00:50;00:00:00;
TV5Monde;"Total temps d'antenne";00:00:00;00:00:00;00:03:09;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:00:00;00:00:00;00:01:05;
RFI;Candidat;00:00:56;00:00:00;00:01:01;00:00:00;
RFI;Soutiens;00:00:00;00:00:00;00:00:17;00:00:00;
RFI;"Total temps de parole";00:00:56;00:00:00;00:01:18;00:00:00;
RFI;"Total temps d'antenne";00:00:56;00:00:20;00:02:00;00:00:00;
France24;Candidat;00:00:24;00:01:25;00:00:52;00:00:42;
France24;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France24;"Total temps de parole";00:00:24;00:01:25;00:00:52;00:00:42;
France24;"Total temps d'antenne";00:00:44;00:02:26;00:01:50;00:01:29;
"RMC Story";Candidat;00:00:50;00:06:29;00:00:00;00:00:00;
"RMC Story";Soutiens;00:00:29;00:00:00;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:01:19;00:06:29;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:02:02;00:06:45;00:00:00;00:00:00;
