
Election présidentielle 2022
Période du 28 mars au 8 avril 2022
Temps de parole sur ROUSSEL FABIEN

Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:28;00:09:47;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:28;00:09:47;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:00:54;00:10:50;00:00:00;
France2;Candidat;00:10:04;00:00:22;00:31:54;00:00:00;
France2;Soutiens;00:00:00;00:00:00;00:00:10;00:00:00;
France2;"Total temps de parole";00:10:04;00:00:22;00:32:04;00:00:00;
France2;"Total temps d'antenne";00:10:59;00:00:51;00:36:31;00:00:00;
France3;Candidat;00:00:00;00:00:45;00:00:37;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:16;00:00:00;
France3;"Total temps de parole";00:00:00;00:00:45;00:00:53;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:02:02;00:01:20;00:00:00;
France5;Candidat;00:00:00;00:01:22;00:05:09;00:02:34;
France5;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France5;"Total temps de parole";00:00:00;00:01:22;00:05:09;00:02:34;
France5;"Total temps d'antenne";00:00:00;00:02:02;00:06:52;00:03:27;
M6;Candidat;00:00:00;00:00:56;00:00:57;00:00:00;
M6;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
M6;"Total temps de parole";00:00:00;00:00:56;00:00:57;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:02:31;00:03:47;00:00:00;
C8;Candidat;00:00:00;00:00:45;00:09:00;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
C8;"Total temps de parole";00:00:00;00:00:45;00:09:00;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:00:55;00:14:30;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:16:42;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:01:52;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:18:34;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:00;00:41:36;00:00:00;
BFMTV;Candidat;00:25:02;00:10:07;00:10:03;00:03:17;
BFMTV;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMTV;"Total temps de parole";00:25:02;00:10:07;00:10:03;00:03:17;
BFMTV;"Total temps d'antenne";00:29:09;00:14:59;00:12:02;00:03:52;
Cnews;Candidat;00:17:20;00:19:38;00:07:07;00:07:41;
Cnews;Soutiens;00:00:00;00:13:38;00:01:43;00:00:00;
Cnews;"Total temps de parole";00:17:20;00:33:16;00:08:50;00:07:41;
Cnews;"Total temps d'antenne";00:27:07;01:05:42;00:42:38;00:25:26;
LCI;Candidat;00:25:03;01:18:45;00:30:43;00:00:00;
LCI;Soutiens;00:00:00;00:11:33;00:00:00;00:00:00;
LCI;"Total temps de parole";00:25:03;01:30:18;00:30:43;00:00:00;
LCI;"Total temps d'antenne";00:35:03;02:08:25;01:17:50;00:00:00;
FranceinfoTV;Candidat;00:23:19;01:07:57;00:07:05;00:02:58;
FranceinfoTV;Soutiens;00:08:03;00:09:50;00:18:18;00:00:00;
FranceinfoTV;"Total temps de parole";00:31:22;01:17:47;00:25:23;00:02:58;
FranceinfoTV;"Total temps d'antenne";00:35:16;02:04:34;00:54:26;00:11:07;
FranceInter;Candidat;00:21:34;00:04:15;00:03:32;00:00:30;
FranceInter;Soutiens;00:00:00;00:00:42;00:00:00;00:00:39;
FranceInter;"Total temps de parole";00:21:34;00:04:57;00:03:32;00:01:09;
FranceInter;"Total temps d'antenne";00:27:40;00:10:57;00:11:53;00:03:08;
FranceInfo;Candidat;00:21:29;00:28:04;00:14:17;00:07:49;
FranceInfo;Soutiens;00:01:15;00:01:13;00:05:01;00:00:00;
FranceInfo;"Total temps de parole";00:22:44;00:29:17;00:19:18;00:07:49;
FranceInfo;"Total temps d'antenne";00:31:46;00:52:43;00:53:28;00:25:51;
FranceCulture;Candidat;00:00:49;00:00:00;00:01:15;00:00:00;
FranceCulture;Soutiens;00:00:18;00:05:04;00:00:00;00:00:00;
FranceCulture;"Total temps de parole";00:01:07;00:05:04;00:01:15;00:00:00;
FranceCulture;"Total temps d'antenne";00:06:32;00:05:10;00:02:31;00:00:00;
RTL;Candidat;00:19:10;00:04:44;00:03:12;00:03:01;
RTL;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RTL;"Total temps de parole";00:19:10;00:04:44;00:03:12;00:03:01;
RTL;"Total temps d'antenne";00:24:32;00:17:24;00:12:04;00:04:47;
Europe1;Candidat;00:29:34;00:00:26;00:00:40;00:02:00;
Europe1;Soutiens;00:00:00;00:20:19;00:06:58;00:00:00;
