Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:31:23;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:42;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:00;00:32:05;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:01:11;00:35:27;00:00:00;
France2;Candidat;00:00:22;00:05:57;00:40:40;00:00:00;
France2;Soutiens;00:20:41;00:00:00;00:21:43;00:00:00;
France2;"Total temps de parole";00:21:03;00:05:57;01:02:23;00:00:00;
France2;"Total temps d'antenne";00:21:44;00:06:14;01:12:38;00:00:00;
France3;Candidat;00:00:00;00:09:30;00:01:27;00:00:00;
France3;Soutiens;00:00:00;00:00:21;00:00:10;00:00:00;
France3;"Total temps de parole";00:00:00;00:09:51;00:01:37;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:13:12;00:03:39;00:00:00;
France5;Candidat;00:00:00;00:01:56;00:05:47;00:01:25;
France5;Soutiens;00:00:00;00:00:10;00:13:12;00:13:02;
France5;"Total temps de parole";00:00:00;00:02:06;00:18:59;00:14:27;
France5;"Total temps d'antenne";00:00:00;00:04:27;00:26:11;00:16:37;
M6;Candidat;00:00:00;00:00:55;00:20:46;00:00:00;
M6;Soutiens;00:00:00;00:00:44;00:00:24;00:00:00;
M6;"Total temps de parole";00:00:00;00:01:39;00:21:10;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:05:45;00:24:44;00:00:00;
C8;Candidat;00:00:00;00:09:08;00:50:54;00:00:00;
C8;Soutiens;00:00:00;00:00:36;00:29:43;00:00:00;
C8;"Total temps de parole";00:00:00;00:09:44;01:20:37;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:09:57;01:21:48;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:10:30;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:05:22;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:15:52;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:01:23;00:28:00;00:00:00;
BFMTV;Candidat;00:00:00;00:53:14;00:16:14;00:23:40;
BFMTV;Soutiens;00:31:22;00:22:40;00:35:49;00:00:31;
BFMTV;"Total temps de parole";00:31:22;01:15:54;00:52:03;00:24:11;
BFMTV;"Total temps d'antenne";00:42:33;02:14:33;01:10:08;00:54:03;
Cnews;Candidat;00:14:03;00:59:11;00:50:32;00:11:54;
Cnews;Soutiens;00:23:12;02:15:48;01:05:00;00:08:00;
Cnews;"Total temps de parole";00:37:15;03:14:59;01:55:32;00:19:54;
Cnews;"Total temps d'antenne";00:49:42;03:40:35;02:29:18;00:32:30;
RMCDecouverte;Candidat;00:01:08;00:00:00;00:00:00;00:00:00;
RMCDecouverte;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps de parole";00:01:08;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps d'antenne";00:12:52;00:00:00;00:00:00;00:00:00;
LCI;Candidat;00:05:02;01:06:08;00:48:00;00:01:47;
LCI;Soutiens;00:20:38;00:54:01;00:16:16;00:00:00;
