
Election présidentielle 2022
Période du 8 au 20 mars 2022
Temps de parole sur LE PEN MARINE

Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:25:51;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:19;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:00;00:26:10;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:01:57;00:30:41;00:00:00;
France2;Candidat;00:09:57;00:00:00;00:00:48;00:00:00;
France2;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France2;"Total temps de parole";00:09:57;00:00:00;00:00:48;00:00:00;
France2;"Total temps d'antenne";00:12:45;00:00:07;00:01:32;00:00:00;
France3;Candidat;00:00:00;00:00:18;00:01:30;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:20;00:00:00;
France3;"Total temps de parole";00:00:00;00:00:18;00:01:50;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:00:53;00:03:36;00:00:00;
France5;Candidat;00:00:00;00:00:57;00:04:25;00:02:20;
France5;Soutiens;00:00:00;00:00:00;00:11:11;00:08:38;
France5;"Total temps de parole";00:00:00;00:00:57;00:15:36;00:10:58;
France5;"Total temps d'antenne";00:00:00;00:01:16;00:21:41;00:11:11;
M6;Candidat;00:00:00;00:00:48;00:00:21;00:00:00;
M6;Soutiens;00:00:00;00:00:13;00:00:00;00:00:00;
M6;"Total temps de parole";00:00:00;00:01:01;00:00:21;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:03:08;00:02:26;00:00:00;
C8;Candidat;00:00:00;00:03:47;01:19:48;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:19:31;00:00:00;
C8;"Total temps de parole";00:00:00;00:03:47;01:39:19;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:04:10;01:46:59;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:08:53;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:00:17;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:09:10;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:01:33;00:14:09;00:00:00;
BFMTV;Candidat;00:01:28;00:44:36;00:00:29;00:00:13;
BFMTV;Soutiens;00:11:16;00:00:14;00:00:00;00:00:29;
BFMTV;"Total temps de parole";00:12:44;00:44:50;00:00:29;00:00:42;
BFMTV;"Total temps d'antenne";00:17:59;00:56:47;00:05:14;00:02:31;
Cnews;Candidat;00:04:35;00:20:38;00:16:58;00:10:50;
Cnews;Soutiens;00:24:31;02:25:46;00:56:00;00:01:12;
Cnews;"Total temps de parole";00:29:06;02:46:24;01:12:58;00:12:02;
Cnews;"Total temps d'antenne";00:43:40;03:09:33;01:25:57;00:27:39;
RMCDecouverte;Candidat;00:00:24;00:00:00;00:00:00;00:00:00;
RMCDecouverte;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps de parole";00:00:24;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps d'antenne";00:01:34;00:00:00;00:00:00;00:00:00;
LCI;Candidat;00:00:18;00:12:32;00:01:59;00:00:00;
LCI;Soutiens;00:06:50;00:08:00;00:00:00;00:00:00;
LCI;"Total temps de parole";00:07:08;00:20:32;00:01:59;00:00:00;
LCI;"Total temps d'antenne";00:17:21;00:52:38;00:10:05;00:00:00;
FranceinfoTV;Candidat;00:00:10;00:01:31;00:03:46;00:02:22;
FranceinfoTV;Soutiens;00:31:17;00:27:21;00:30:18;00:00:00;
FranceinfoTV;"Total temps de parole";00:31:27;00:28:52;00:34:04;00:02:22;
FranceinfoTV;"Total temps d'antenne";00:34:40;00:41:36;00:46:29;00:02:22;
FranceInter;Candidat;00:19:38;00:02:50;00:02:51;00:00:11;
FranceInter;Soutiens;00:00:11;00:10:54;00:00:33;00:00:05;
FranceInter;"Total temps de parole";00:19:49;00:13:44;00:03:24;00:00:16;
FranceInter;"Total temps d'antenne";00:21:08;00:16:26;00:07:37;00:00:44;
FranceInfo;Candidat;00:04:27;00:11:36;00:02:46;00:04:49;
FranceInfo;Soutiens;00:15:01;00:08:05;00:13:42;00:17:39;
FranceInfo;"Total temps de parole";00:19:28;00:19:41;00:16:28;00:22:28;
FranceInfo;"Total temps d'antenne";00:34:43;00:43:48;00:23:50;00:59:02;
FranceCulture;Candidat;00:00:46;00:00:52;00:00:22;00:00:00;
FranceCulture;Soutiens;00:00:08;00:21:16;00:00:17;00:00:00;
FranceCulture;"Total temps de parole";00:00:54;00:22:08;00:00:39;00:00:00;
FranceCulture;"Total temps d'antenne";00:01:59;00:22:56;00:11:57;00:00:00;
RTL;Candidat;00:00:47;00:02:35;00:00:41;00:00:36;
RTL;Soutiens;00:11:05;00:01:14;00:02:48;00:01:36;
RTL;"Total temps de parole";00:11:52;00:03:49;00:03:29;00:02:12;
RTL;"Total temps d'antenne";00:20:21;00:07:02;00:05:27;00:02:28;
Europe1;Candidat;00:07:49;00:00:00;00:07:17;00:00:00;
Europe1;Soutiens;00:11:53;00:11:37;00:26:32;00:00:24;
Europe1;"Total temps de parole";00:19:42;00:11:37;00:33:49;00:00:24;
Europe1;"Total temps d'antenne";00:19:42;00:11:37;00:33:49;00:00:24;
RMC;Candidat;00:01:39;00:35:25;00:00:00;00:33:32;
RMC;Soutiens;00:20:43;00:25:56;00:00:00;00:26:08;
RMC;"Total temps de parole";00:22:22;01:01:21;00:00:00;00:59:40;
RMC;"Total temps d'antenne";00:23:02;01:10:36;00:00:00;01:08:55;
BFMBusiness;Candidat;00:00:24;00:00:00;00:00:51;00:00:00;
BFMBusiness;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMBusiness;"Total temps de parole";00:00:24;00:00:00;00:00:51;00:00:00;
BFMBusiness;"Total temps d'antenne";00:01:34;00:00:20;00:00:51;00:00:20;
RadioClassique;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps d'antenne";00:07:06;00:00:24;00:00:00;00:06:22;
SudRadio;Candidat;00:00:52;00:00:00;00:00:23;00:00:00;
SudRadio;Soutiens;00:05:03;00:09:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:05:55;00:09:00;00:00:23;00:00:00;
SudRadio;"Total temps d'antenne";00:07:41;00:25:40;00:03:23;00:00:00;
TV5Monde;Candidat;00:09:39;00:00:00;00:00:48;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:09:39;00:00:00;00:00:48;00:00:00;
TV5Monde;"Total temps d'antenne";00:10:48;00:00:00;00:03:54;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:01:28;00:00:40;00:00:47;
RFI;Candidat;00:00:23;00:00:45;00:03:45;00:00:12;
RFI;Soutiens;00:00:00;00:00:00;00:20:00;00:00:00;
RFI;"Total temps de parole";00:00:23;00:00:45;00:23:45;00:00:12;
RFI;"Total temps d'antenne";00:01:20;00:00:45;00:24:03;00:00:12;
France24;Candidat;00:00:40;00:02:51;00:00:43;00:02:25;
France24;Soutiens;00:00:00;00:00:00;00:15:04;00:00:00;
France24;"Total temps de parole";00:00:40;00:02:51;00:15:47;00:02:25;
France24;"Total temps d'antenne";00:01:01;00:05:25;00:20:48;00:03:22;
"RMC Story";Candidat;00:01:15;00:32:40;00:00:00;00:00:00;
"RMC Story";Soutiens;00:09:29;00:25:56;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:10:44;00:58:36;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:13:34;01:07:51;00:00:00;00:00:00;
