Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:01:01;01:43:54;00:00:00;
TF1;Soutiens;00:00:00;00:01:51;00:04:02;00:00:00;
TF1;"Total temps de parole";00:00:00;00:02:52;01:47:56;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:12:17;02:02:44;00:00:00;
France2;Candidat;00:27:09;00:04:14;01:34:04;00:00:00;
France2;Soutiens;00:58:36;00:03:00;00:16:52;00:00:00;
France2;"Total temps de parole";01:25:45;00:07:14;01:50:56;00:00:00;
France2;"Total temps d'antenne";02:20:57;00:21:07;02:10:11;00:00:00;
France3;Candidat;00:00:00;00:15:47;00:05:21;00:00:00;
France3;Soutiens;00:00:00;00:03:00;00:02:16;00:00:00;
France3;"Total temps de parole";00:00:00;00:18:47;00:07:37;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:33:02;00:23:40;00:00:00;
France5;Candidat;00:00:00;00:03:25;00:36:50;00:17:35;
France5;Soutiens;00:00:00;00:00:51;01:31:38;01:01:40;
France5;"Total temps de parole";00:00:00;00:04:16;02:08:28;01:19:15;
France5;"Total temps d'antenne";00:00:00;00:07:36;02:30:44;01:22:45;
M6;Candidat;00:00:00;00:02:37;00:03:49;00:00:00;
M6;Soutiens;00:00:00;00:01:34;00:00:57;00:00:00;
M6;"Total temps de parole";00:00:00;00:04:11;00:04:46;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:16:48;00:22:13;00:00:00;
C8;Candidat;00:00:00;00:01:27;00:22:13;00:00:00;
C8;Soutiens;00:00:00;00:00:57;01:09:52;00:00:00;
C8;"Total temps de parole";00:00:00;00:02:24;01:32:05;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:09:22;01:53:45;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:31:17;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:14:47;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:46:04;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:00;02:50:00;00:00:00;
BFMTV;Candidat;00:42:28;05:31:37;03:55:33;01:41:48;
BFMTV;Soutiens;01:48:00;02:31:03;02:31:32;00:48:37;
BFMTV;"Total temps de parole";02:30:28;08:02:40;06:27:05;02:30:25;
BFMTV;"Total temps d'antenne";03:34:59;15:45:38;10:09:49;05:30:31;
Cnews;Candidat;01:21:05;04:43:43;03:15:05;01:00:37;
Cnews;Soutiens;01:31:05;05:33:43;01:39:42;00:05:46;
Cnews;"Total temps de parole";02:52:10;10:17:26;04:54:47;01:06:23;
Cnews;"Total temps d'antenne";04:27:25;15:18:34;08:15:43;03:01:06;
RMCDecouverte;Candidat;00:14:17;00:00:00;00:00:00;00:00:00;
RMCDecouverte;Soutiens;00:12:25;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps de parole";00:26:42;00:00:00;00:00:00;00:00:00;
RMCDecouverte;"Total temps d'antenne";00:35:30;00:00:00;00:00:00;00:00:00;
LCI;Candidat;00:17:52;04:01:56;03:01:36;01:25:14;
LCI;Soutiens;01:26:55;03:49:34;03:04:45;00:03:53;
LCI;"Total temps de parole";01:44:47;07:51:30;06:06:21;01:29:07;
LCI;"Total temps d'antenne";03:25:54;17:25:58;11:58:19;02:48:07;
FranceinfoTV;Candidat;00:15:23;03:28:21;02:37:55;00:33:44;
FranceinfoTV;Soutiens;02:28:34;02:05:22;01:09:50;00:09:09;
FranceinfoTV;"Total temps de parole";02:43:57;05:33:43;03:47:45;00:42:53;
FranceinfoTV;"Total temps d'antenne";04:18:49;15:41:26;10:40:46;01:52:04;
FranceInter;Candidat;00:37:06;00:29:48;01:22:55;00:02:28;
FranceInter;Soutiens;01:09:52;00:59:19;00:06:42;00:06:39;
FranceInter;"Total temps de parole";01:46:58;01:29:07;01:29:37;00:09:07;
FranceInter;"Total temps d'antenne";03:00:53;02:28:22;02:56:08;00:25:21;
FranceInfo;Candidat;00:17:45;00:46:57;02:17:49;01:41:08;
FranceInfo;Soutiens;01:47:23;01:36:57;00:49:34;00:12:12;
FranceInfo;"Total temps de parole";02:05:08;02:23:54;03:07:23;01:53:20;
FranceInfo;"Total temps d'antenne";03:59:17;07:55:17;07:45:13;06:01:38;
FranceCulture;Candidat;00:11:12;00:07:11;00:10:55;00:00:00;
FranceCulture;Soutiens;00:33:35;00:13:41;00:10:22;00:00:00;
FranceCulture;"Total temps de parole";00:44:47;00:20:52;00:21:17;00:00:00;
FranceCulture;"Total temps d'antenne";02:33:14;01:17:07;01:20:16;00:00:00;
RTL;Candidat;00:13:02;00:10:38;01:32:25;00:07:14;
RTL;Soutiens;01:23:32;00:59:41;00:40:35;00:22:54;
RTL;"Total temps de parole";01:36:34;01:10:19;02:13:00;00:30:08;
RTL;"Total temps d'antenne";03:06:32;02:21:33;03:17:46;01:03:52;
Europe1;Candidat;00:51:56;00:46:54;02:18:15;00:10:03;
Europe1;Soutiens;00:59:31;02:10:34;01:46:45;00:02:05;
Europe1;"Total temps de parole";01:51:27;02:57:28;04:05:00;00:12:08;
Europe1;"Total temps d'antenne";02:36:22;03:27:22;05:37:49;00:41:07;
RMC;Candidat;00:37:12;00:37:02;00:00:54;00:15:51;
RMC;Soutiens;02:36:27;01:35:56;00:00:00;02:28:35;
RMC;"Total temps de parole";03:13:39;02:12:58;00:00:54;02:44:26;
RMC;"Total temps d'antenne";04:13:02;03:13:13;00:00:54;03:42:25;
BFMBusiness;Candidat;00:14:17;00:06:43;00:13:20;00:02:17;
BFMBusiness;Soutiens;00:12:25;00:00:29;01:19:07;00:30:15;
BFMBusiness;"Total temps de parole";00:26:42;00:07:12;01:32:27;00:32:32;
BFMBusiness;"Total temps d'antenne";00:35:30;00:59:34;01:56:10;01:38:41;
RadioClassique;Candidat;00:07:11;00:00:00;00:00:00;00:01:35;
RadioClassique;Soutiens;00:02:24;00:00:00;00:00:00;00:00:29;
RadioClassique;"Total temps de parole";00:09:35;00:00:00;00:00:00;00:02:04;
RadioClassique;"Total temps d'antenne";02:26:41;00:15:57;00:02:56;01:43:51;
SudRadio;Candidat;00:16:38;00:05:55;01:09:30;00:00:00;
SudRadio;Soutiens;01:54:57;00:31:46;00:00:00;00:00:00;
SudRadio;"Total temps de parole";02:11:35;00:37:41;01:09:30;00:00:00;
SudRadio;"Total temps d'antenne";02:51:41;00:55:46;01:14:53;00:00:00;
TV5Monde;Candidat;00:24:36;00:05:36;00:10:21;01:11:39;
TV5Monde;Soutiens;00:57:33;00:01:52;00:14:38;00:00:46;
TV5Monde;"Total temps de parole";01:22:09;00:07:28;00:24:59;01:12:25;
TV5Monde;"Total temps d'antenne";02:10:46;00:39:45;01:16:30;01:29:18;
Euronews;Candidat;00:18:30;00:41:35;00:07:38;00:07:31;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:18:30;00:41:35;00:07:38;00:07:31;
Euronews;"Total temps d'antenne";00:50:07;01:24:41;01:03:31;00:48:01;
RFI;Candidat;00:17:54;00:26:05;00:06:57;00:16:04;
RFI;Soutiens;00:28:57;00:02:38;00:40:50;00:05:42;
RFI;"Total temps de parole";00:46:51;00:28:43;00:47:47;00:21:46;
RFI;"Total temps d'antenne";01:01:12;01:02:50;01:15:22;00:44:30;
France24;Candidat;00:19:14;00:40:02;01:49:45;00:31:45;
France24;Soutiens;00:07:31;00:27:20;00:41:05;00:09:09;
France24;"Total temps de parole";00:26:45;01:07:22;02:30:50;00:40:54;
France24;"Total temps d'antenne";01:49:27;05:31:37;05:09:19;01:34:51;
"RMC Story";Candidat;00:13:31;00:06:13;00:00:00;00:00:00;
"RMC Story";Soutiens;01:10:10;01:27:48;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";01:23:41;01:34:01;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";02:23:59;02:32:30;00:00:00;00:00:00;
