club_name,age
FC Köln,25.11111111111111
FSV Mainz 05,24.82608695652174
Bayer 04 Leverkusen,22.21951219512195
Bayern Munich,24.35
Borussia Dortmund,23.428571428571427
Borussia Mönchengladbach,23.904761904761905
Eintracht Frankfurt,25.142857142857142
FC Augsburg,24.625
FC Ingolstadt 04,26.333333333333332
FC Schalke 04,23.90909090909091
Hamburger SV,23.894736842105264
Hannover 96,24.68421052631579
Hertha BSC,24.041666666666668
SV Darmstadt 98,24.703703703703702
SV Werder Bremen,24.307692307692307
TSG 1899 Hoffenheim,22.28813559322034
VfB Stuttgart,23.605263157894736
VfL Wolfsburg,23.92
