club_name,age
AC Milan,24.041666666666668
ACF Fiorentina,24.87142857142857
AS Roma,22.804597701149426
Atalanta BC,23.989247311827956
Bologna FC 1909,25.264705882352942
Carpi FC 1909,24.37837837837838
Chievo Verona,23.835164835164836
Empoli FC,22.897959183673468
Frosinone Calcio,24.16216216216216
Genoa CFC,24.534246575342465
Hellas Verona,25.103896103896105
Inter Milan,23.206521739130434
Juventus FC,22.2803738317757
SS Lazio,23.903846153846153
SSC Napoli,24.12
Torino FC,23.163636363636364
UC Sampdoria,24.318181818181817
US Palermo,23.046875
US Sassuolo,23.794871794871796
Udinese Calcio,23.512820512820515
