club_name,age
Athletic Bilbao,23.862068965517242
Atlético de Madrid,24.244444444444444
Celta de Vigo,25.818181818181817
Deportivo de La Coruña,25.94736842105263
FC Barcelona,24.19047619047619
Getafe CF,26.076923076923077
Granada CF,24.65
Levante UD,27.225806451612904
Málaga CF,25.325
RCD Espanyol Barcelona,24.813953488372093
Rayo Vallecano,26.142857142857142
Real Betis Balompié,25.05
Real Madrid,23.272727272727273
Real Sociedad,24.866666666666667
SD Eibar,25.77777777777778
Sevilla FC,26.295454545454547
Sporting Gijón,23.6875
UD Las Palmas,26.242424242424242
Valencia CF,23.88888888888889
Villarreal CF,25.324324324324323
