club_name,age
FC Nuremberg,22.17142857142857
FSV Mainz 05,25.392857142857142
Bayer 04 Leverkusen,22.941176470588236
Bayern Munich,22.733333333333334
Borussia Dortmund,22.541666666666668
Borussia Mönchengladbach,22.88888888888889
Eintracht Braunschweig,24.05
Eintracht Frankfurt,26.73076923076923
FC Augsburg,24.103448275862068
FC Schalke 04,24.77777777777778
Hamburger SV,23.09090909090909
Hannover 96,23.58823529411765
Hertha BSC,24.304347826086957
SC Freiburg,23.7
SV Werder Bremen,23.545454545454547
TSG 1899 Hoffenheim,23.604166666666668
VfB Stuttgart,24.09090909090909
VfL Wolfsburg,23.982758620689655
