
Election présidentielle 2022
Période du 28 mars au 3 avril 2022
Temps de parole sur DUPONT AIGNAN NICOLAS

Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:09:41;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:00;00:09:41;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:00:00;00:10:49;00:00:00;
France2;Candidat;00:09:50;00:00:20;00:24:19;00:00:00;
France2;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France2;"Total temps de parole";00:09:50;00:00:20;00:24:19;00:00:00;
France2;"Total temps d'antenne";00:10:03;00:00:36;00:25:17;00:00:00;
France3;Candidat;00:00:00;00:00:33;00:00:20;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France3;"Total temps de parole";00:00:00;00:00:33;00:00:20;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:00:43;00:00:31;00:00:00;
France5;Candidat;00:00:00;00:01:41;00:02:56;00:01:14;
France5;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France5;"Total temps de parole";00:00:00;00:01:41;00:02:56;00:01:14;
France5;"Total temps d'antenne";00:00:00;00:02:20;00:04:17;00:01:56;
M6;Candidat;00:00:00;00:00:30;00:00:48;00:00:00;
M6;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
M6;"Total temps de parole";00:00:00;00:00:30;00:00:48;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:00:53;00:01:28;00:00:00;
C8;Candidat;00:00:00;00:00:41;00:04:27;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
C8;"Total temps de parole";00:00:00;00:00:41;00:04:27;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:00:41;00:12:57;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:08:04;00:00:00;
