
Election présidentielle 2022
Période du 28 mars au 3 avril 2022
Temps de parole sur DUPONT AIGNAN NICOLAS

Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TMC;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:08:04;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:00;00:12:01;00:00:00;
BFMTV;Candidat;00:26:15;00:09:51;00:10:21;00:02:30;
BFMTV;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMTV;"Total temps de parole";00:26:15;00:09:51;00:10:21;00:02:30;
BFMTV;"Total temps d'antenne";00:26:38;00:09:51;00:10:21;00:02:44;
Cnews;Candidat;00:03:20;00:04:59;00:03:15;00:07:00;
Cnews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Cnews;"Total temps de parole";00:03:20;00:04:59;00:03:15;00:07:00;
Cnews;"Total temps d'antenne";00:07:04;00:18:02;00:25:59;00:09:36;
LCI;Candidat;00:00:25;00:17:38;00:29:54;00:00:00;
LCI;Soutiens;00:00:00;00:38:45;00:00:00;00:00:00;
LCI;"Total temps de parole";00:00:25;00:56:23;00:29:54;00:00:00;
LCI;"Total temps d'antenne";00:00:46;01:09:12;00:29:54;00:00:00;
FranceinfoTV;Candidat;00:23:14;00:52:04;00:00:40;00:00:48;
FranceinfoTV;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
FranceinfoTV;"Total temps de parole";00:23:14;00:52:04;00:00:40;00:00:48;
FranceinfoTV;"Total temps d'antenne";00:24:20;00:58:06;00:00:40;00:01:18;
FranceInter;Candidat;00:17:12;00:00:39;00:01:53;00:00:00;
FranceInter;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
FranceInter;"Total temps de parole";00:17:12;00:00:39;00:01:53;00:00:00;
FranceInter;"Total temps d'antenne";00:21:32;00:03:15;00:08:09;00:01:15;
FranceInfo;Candidat;00:20:27;00:22:53;00:05:28;00:01:36;
FranceInfo;Soutiens;00:00:00;00:00:51;00:09:02;00:00:00;
FranceInfo;"Total temps de parole";00:20:27;00:23:44;00:14:30;00:01:36;
FranceInfo;"Total temps d'antenne";00:24:19;00:29:57;00:20:38;00:06:58;
FranceCulture;Candidat;00:00:02;00:05:09;00:00:39;00:00:00;
FranceCulture;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
FranceCulture;"Total temps de parole";00:00:02;00:05:09;00:00:39;00:00:00;
FranceCulture;"Total temps d'antenne";00:01:43;00:05:09;00:01:52;00:00:00;
RTL;Candidat;00:16:35;00:03:22;00:02:00;00:01:49;
RTL;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RTL;"Total temps de parole";00:16:35;00:03:22;00:02:00;00:01:49;
RTL;"Total temps d'antenne";00:18:08;00:07:18;00:03:15;00:02:07;
Europe1;Candidat;00:28:29;00:00:00;00:00:00;00:00:00;
Europe1;Soutiens;00:00:00;00:21:25;00:00:00;00:00:00;
Europe1;"Total temps de parole";00:28:29;00:21:25;00:00:00;00:00:00;
Europe1;"Total temps d'antenne";00:28:29;00:21:25;00:00:00;00:00:00;
RMC;Candidat;00:25:05;00:01:27;00:00:00;00:00:36;
RMC;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RMC;"Total temps de parole";00:25:05;00:01:27;00:00:00;00:00:36;
RMC;"Total temps d'antenne";00:26:52;00:01:41;00:00:00;00:00:50;
RadioClassique;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps d'antenne";00:08:57;00:00:00;00:00:00;00:08:30;
SudRadio;Candidat;00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;"Total temps d'antenne";00:01:00;00:00:18;00:00:10;00:00:00;
TV5Monde;Candidat;00:09:50;00:00:00;00:22:50;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:09:50;00:00:00;00:22:50;00:00:00;
TV5Monde;"Total temps d'antenne";00:10:03;00:00:00;00:25:17;00:00:00;
RFI;Candidat;00:00:54;00:03:00;00:01:55;00:03:02;
RFI;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RFI;"Total temps de parole";00:00:54;00:03:00;00:01:55;00:03:02;
RFI;"Total temps d'antenne";00:01:30;00:05:59;00:02:31;00:03:47;
France24;Candidat;00:02:32;00:04:13;00:01:17;00:00:48;
France24;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France24;"Total temps de parole";00:02:32;00:04:13;00:01:17;00:00:48;
France24;"Total temps d'antenne";00:03:27;00:11:27;00:04:25;00:01:18;
"RMC Story";Candidat;00:01:21;00:00:36;00:00:00;00:00:00;
"RMC Story";Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:01:21;00:00:36;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:03:08;00:00:50;00:00:00;00:00:00;
