Date;Region;Polluant;Industrielle;Fond;Trafic
2021-04-01;Pays de la Loire;SO2;6450;719;0
2021-04-01;Pays de la Loire;CO;0;0;713
2021-04-01;Bourgogne-Franche-Comté;PM10;711;10436;2149
2021-04-01;Bourgogne-Franche-Comté;NO;1370;7892;3588
2021-04-01;Bourgogne-Franche-Comté;NO2;1370;7892;3588
2021-04-01;Bourgogne-Franche-Comté;O3;0;12107;0
2021-04-01;Bourgogne-Franche-Comté;NOX as NO2;1370;7892;3588
2021-04-01;Bourgogne-Franche-Comté;PM2.5;0;4896;2148
2021-04-01;Bourgogne-Franche-Comté;SO2;2034;0;0
2021-04-01;Centre-Val de Loire;PM10;0;6464;2656
2021-04-01;Centre-Val de Loire;NO;0;7186;5652
2021-04-01;Centre-Val de Loire;NO2;0;7186;5652
2021-04-01;Centre-Val de Loire;O3;0;10046;0
2021-04-01;Centre-Val de Loire;NOX as NO2;0;7186;5652
2021-04-01;Centre-Val de Loire;PM2.5;0;7190;3538
2021-04-01;Centre-Val de Loire;CO;0;0;720
2021-04-01;Guadeloupe;PM10;0;2100;657
2021-04-01;Guadeloupe;NO;0;2144;628
2021-04-01;Guadeloupe;NO2;0;2142;628
2021-04-01;Guadeloupe;O3;0;2018;0
2021-04-01;Guadeloupe;NOX as NO2;0;2131;628
2021-04-01;Guadeloupe;PM2.5;0;720;0
2021-04-01;Guadeloupe;SO2;0;719;0
2021-04-01;La Réunion;PM10;0;2604;1389
2021-04-01;La Réunion;NO;0;2054;2121
2021-04-01;La Réunion;NO2;0;2055;2121
2021-04-01;La Réunion;O3;0;2027;0
2021-04-01;La Réunion;NOX as NO2;0;1422;2121
2021-04-01;La Réunion;PM2.5;0;1274;712
2021-04-01;La Réunion;SO2;709;1999;0
2021-04-01;La Réunion;CO;0;0;668
2021-04-01;Martinique;PM10;0;3530;710
2021-04-01;Martinique;NO;0;2690;674
2021-04-01;Martinique;NO2;0;2672;674
2021-04-01;Martinique;O3;0;1930;0
2021-04-01;Martinique;NOX as NO2;0;2679;674
2021-04-01;Martinique;PM2.5;0;2141;0
2021-04-01;Martinique;SO2;717;0;0
2021-04-01;Guyane;PM10;0;1980;225
2021-04-01;Guyane;NO;0;1389;715
2021-04-01;Guyane;NO2;0;1389;715
2021-04-01;Guyane;O3;0;2043;0
2021-04-01;Guyane;NOX as NO2;0;0;715
2021-04-01;Guyane;PM2.5;0;691;0
2021-04-01;Corse;PM10;1415;1979;1431
2021-04-01;Corse;NO;1439;3559;1439
2021-04-01;Corse;NO2;1439;3559;1439
2021-04-01;Corse;O3;1437;3579;0
2021-04-01;Corse;NOX as NO2;1439;3559;1439
2021-04-01;Corse;PM2.5;0;2654;0
2021-04-01;Corse;SO2;0;1267;730
2021-04-01;Mayotte;PM10;0;0;343
2021-04-01;Mayotte;NO;0;0;362
2021-04-01;Mayotte;NO2;0;0;362
2021-04-01;Mayotte;O3;0;0;339
2021-04-01;Mayotte;NOX as NO2;0;0;362
2021-04-01;Mayotte;SO2;0;0;173
2021-04-01;Mayotte;CO;0;0;133
2021-05-01;Grand Est;PM10;3972;17966;4443
2021-05-01;Grand Est;NO;2904;21410;7386
2021-05-01;Grand Est;NO2;2904;21403;7382
2021-05-01;Grand Est;O3;0;20000;0
2021-05-01;Grand Est;NOX as NO2;2904;21461;6652
2021-05-01;Grand Est;PM2.5;0;9223;3667
2021-05-01;Grand Est;C6H6;702;0;0
2021-05-01;Grand Est;SO2;2784;2967;0
2021-05-01;Grand Est;CO;0;0;744
2021-05-01;Provence-Alpes-Côte d'Azur;PM10;2782;12836;4318
2021-05-01;Provence-Alpes-Côte d'Azur;NO;0;13088;4434
2021-05-01;Provence-Alpes-Côte d'Azur;NO2;0;13088;4434
2021-05-01;Provence-Alpes-Côte d'Azur;O3;0;20500;0
2021-05-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13088;4434
2021-05-01;Provence-Alpes-Côte d'Azur;PM2.5;2975;9417;2141
2021-05-01;Provence-Alpes-Côte d'Azur;C6H6;2111;0;0
2021-05-01;Provence-Alpes-Côte d'Azur;SO2;6947;1423;0
2021-05-01;Provence-Alpes-Côte d'Azur;CO;0;744;0
2021-05-01;Île-de-France;PM10;0;11847;6168
2021-05-01;Île-de-France;NO;0;20745;10838
2021-05-01;Île-de-France;NO2;0;20745;10832
2021-05-01;Île-de-France;O3;0;19572;0
2021-05-01;Île-de-France;NOX as NO2;0;20746;10838
2021-05-01;Île-de-France;PM2.5;0;7513;2129
2021-05-01;Île-de-France;SO2;2208;1847;0
2021-05-01;Île-de-France;CO;0;0;740
2021-05-01;Normandie;PM10;2948;10214;4366
2021-05-01;Normandie;NO;1483;8903;4241
2021-05-01;Normandie;NO2;1483;8895;4433
2021-05-01;Normandie;O3;0;15590;0
2021-05-01;Normandie;NOX as NO2;192;5660;2391
2021-05-01;Normandie;PM2.5;0;3718;2944
2021-05-01;Normandie;C6H6;0;647;0
2021-05-01;Normandie;SO2;5193;6619;0
2021-05-01;Normandie;CO;1484;0;743
2021-05-01;Hauts-de-France;PM10;1983;18452;2938
2021-05-01;Hauts-de-France;NO;1480;16936;2729
2021-05-01;Hauts-de-France;NO2;1480;16936;2729
2021-05-01;Hauts-de-France;O3;0;20322;0
2021-05-01;Hauts-de-France;NOX as NO2;0;4616;511
2021-05-01;Hauts-de-France;PM2.5;0;7056;4098
2021-05-01;Hauts-de-France;C6H6;737;0;683
2021-05-01;Hauts-de-France;SO2;2223;2227;0
2021-05-01;Hauts-de-France;CO;729;738;727
2021-05-01;Auvergne-Rhône-Alpes;PM10;3078;30394;11608
2021-05-01;Auvergne-Rhône-Alpes;NO;1026;35175;12491
2021-05-01;Auvergne-Rhône-Alpes;NO2;1026;35183;12485
2021-05-01;Auvergne-Rhône-Alpes;O3;0;37327;0
2021-05-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2886;0
2021-05-01;Auvergne-Rhône-Alpes;PM2.5;0;19290;3679
2021-05-01;Auvergne-Rhône-Alpes;C6H6;1392;0;0
2021-05-01;Auvergne-Rhône-Alpes;SO2;2154;2138;0
2021-05-01;Auvergne-Rhône-Alpes;CO;0;0;709
2021-05-01;Occitanie;PM10;3619;10061;2832
2021-05-01;Occitanie;NO;1422;11280;2205
2021-05-01;Occitanie;NO2;1421;11282;3659
2021-05-01;Occitanie;O3;0;15787;0
2021-05-01;Occitanie;NOX as NO2;1422;4412;1472
2021-05-01;Occitanie;PM2.5;679;6295;2216
2021-05-01;Occitanie;SO2;1472;0;0
2021-05-01;Nouvelle-Aquitaine;PM10;2107;16826;7260
2021-05-01;Nouvelle-Aquitaine;NO;2971;17448;7221
2021-05-01;Nouvelle-Aquitaine;NO2;2971;17448;7221
2021-05-01;Nouvelle-Aquitaine;O3;0;19708;0
2021-05-01;Nouvelle-Aquitaine;NOX as NO2;2971;17448;7221
2021-05-01;Nouvelle-Aquitaine;PM2.5;739;8677;2034
2021-05-01;Nouvelle-Aquitaine;SO2;7226;742;0
2021-05-01;Nouvelle-Aquitaine;CO;0;740;0
2021-05-01;Bretagne;PM10;0;5168;2183
2021-05-01;Bretagne;NO;0;5645;2919
2021-05-01;Bretagne;NO2;0;5649;2919
2021-05-01;Bretagne;O3;0;7190;0
2021-05-01;Bretagne;NOX as NO2;0;735;0
2021-05-01;Bretagne;PM2.5;0;4444;744
2021-05-01;Pays de la Loire;PM10;3611;7349;687
2021-05-01;Pays de la Loire;NO;5917;9568;743
2021-05-01;Pays de la Loire;NO2;5917;9568;743
2021-05-01;Pays de la Loire;O3;0;9656;0
2021-05-01;Pays de la Loire;NOX as NO2;0;1484;0
2021-05-01;Pays de la Loire;PM2.5;1461;4260;719
2021-05-01;Pays de la Loire;C6H6;0;0;612
2021-05-01;Pays de la Loire;SO2;6652;741;0
2021-05-01;Pays de la Loire;CO;0;0;742
2021-05-01;Bourgogne-Franche-Comté;PM10;711;10981;2126
2021-05-01;Bourgogne-Franche-Comté;NO;1398;8167;3618
2021-05-01;Bourgogne-Franche-Comté;NO2;1398;8167;3618
2021-05-01;Bourgogne-Franche-Comté;O3;0;12619;0
2021-05-01;Bourgogne-Franche-Comté;NOX as NO2;1398;8167;3618
2021-05-01;Bourgogne-Franche-Comté;PM2.5;0;5118;2126
2021-05-01;Bourgogne-Franche-Comté;SO2;1987;0;0
2021-05-01;Centre-Val de Loire;PM10;0;6659;2972
2021-05-01;Centre-Val de Loire;NO;0;7360;5920
2021-05-01;Centre-Val de Loire;NO2;0;7360;5939
2021-05-01;Centre-Val de Loire;O3;0;10300;0
2021-05-01;Centre-Val de Loire;NOX as NO2;0;7360;5939
2021-05-01;Centre-Val de Loire;PM2.5;0;7403;3681
2021-05-01;Centre-Val de Loire;CO;0;0;740
2021-05-01;Guadeloupe;PM10;0;2172;577
2021-05-01;Guadeloupe;NO;0;2226;320
2021-05-01;Guadeloupe;NO2;0;2231;320
2021-05-01;Guadeloupe;O3;0;2232;0
2021-05-01;Guadeloupe;NOX as NO2;0;2226;320
2021-05-01;Guadeloupe;PM2.5;0;738;0
2021-05-01;Guadeloupe;SO2;0;744;0
2021-05-01;La Réunion;PM10;0;2948;1345
2021-05-01;La Réunion;NO;0;2210;2208
2021-05-01;La Réunion;NO2;0;2210;2208
2021-05-01;La Réunion;O3;0;2160;0
2021-05-01;La Réunion;NOX as NO2;0;1474;2208
2021-05-01;La Réunion;PM2.5;0;1482;736
2021-05-01;La Réunion;SO2;728;2207;0
2021-05-01;La Réunion;CO;0;0;740
2021-05-01;Martinique;PM10;0;3601;691
2021-05-01;Martinique;NO;0;2614;743
2021-05-01;Martinique;NO2;0;2685;742
2021-05-01;Martinique;O3;0;2079;0
2021-05-01;Martinique;NOX as NO2;0;2670;743
2021-05-01;Martinique;PM2.5;0;2232;0
2021-05-01;Martinique;SO2;671;0;0
2021-05-01;Guyane;PM10;0;1879;224
2021-05-01;Guyane;NO;0;1340;739
2021-05-01;Guyane;NO2;0;1340;739
2021-05-01;Guyane;O3;0;1977;0
2021-05-01;Guyane;NOX as NO2;0;0;739
2021-05-01;Guyane;PM2.5;0;733;0
2021-05-01;Corse;PM10;1402;2118;1418
2021-05-01;Corse;NO;1481;3715;1292
2021-05-01;Corse;NO2;1481;3715;1292
2021-05-01;Corse;O3;1480;3713;0
2021-05-01;Corse;NOX as NO2;1481;3715;1292
2021-05-01;Corse;PM2.5;0;2859;0
2021-05-01;Corse;SO2;0;1488;1470
2021-05-01;Corse;CO;0;0;134
2021-05-01;Mayotte;PM10;0;0;13
2021-05-01;Mayotte;NO;0;0;12
2021-05-01;Mayotte;NO2;0;0;12
2021-05-01;Mayotte;NOX as NO2;0;0;12
2021-05-01;Mayotte;SO2;0;0;11
2021-05-01;Mayotte;CO;0;0;13
2021-06-01;Grand Est;PM10;3457;16719;4149
2021-06-01;Grand Est;NO;2356;20379;6725
2021-06-01;Grand Est;NO2;2357;20378;6725
2021-06-01;Grand Est;O3;0;19702;0
2021-06-01;Grand Est;NOX as NO2;2356;20365;6018
2021-06-01;Grand Est;PM2.5;0;8613;3393
2021-06-01;Grand Est;C6H6;519;0;0
2021-06-01;Grand Est;SO2;2444;2852;0
2021-06-01;Grand Est;CO;0;0;720
2021-06-01;Provence-Alpes-Côte d'Azur;PM10;2793;11840;4127
2021-06-01;Provence-Alpes-Côte d'Azur;NO;0;12365;4279
2021-06-01;Provence-Alpes-Côte d'Azur;NO2;0;12365;4279
2021-06-01;Provence-Alpes-Côte d'Azur;O3;0;19717;0
2021-06-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;12365;4279
2021-06-01;Provence-Alpes-Côte d'Azur;PM2.5;2859;9301;2102
2021-06-01;Provence-Alpes-Côte d'Azur;C6H6;1929;0;0
2021-06-01;Provence-Alpes-Côte d'Azur;SO2;6907;1344;0
2021-06-01;Provence-Alpes-Côte d'Azur;CO;0;720;0
2021-06-01;Île-de-France;PM10;0;11882;5982
2021-06-01;Île-de-France;NO;0;19453;10166
2021-06-01;Île-de-France;NO2;0;19453;10158
2021-06-01;Île-de-France;O3;0;19190;0
2021-06-01;Île-de-France;NOX as NO2;0;19457;10166
2021-06-01;Île-de-France;PM2.5;0;7115;2024
2021-06-01;Île-de-France;SO2;2131;2150;0
2021-06-01;Île-de-France;CO;0;0;712
2021-06-01;Normandie;PM10;2795;10560;4197
2021-06-01;Normandie;NO;1430;8583;2998
2021-06-01;Normandie;NO2;1430;7872;4206
2021-06-01;Normandie;O3;0;15561;0
2021-06-01;Normandie;NOX as NO2;1430;7874;3005
2021-06-01;Normandie;PM2.5;0;3559;2795
2021-06-01;Normandie;C6H6;0;640;0
2021-06-01;Normandie;SO2;5019;6299;0
2021-06-01;Normandie;CO;1434;0;714
2021-06-01;Hauts-de-France;PM10;2058;17811;3053
2021-06-01;Hauts-de-France;NO;1398;16588;2831
2021-06-01;Hauts-de-France;NO2;1398;16588;2831
2021-06-01;Hauts-de-France;O3;0;19709;0
2021-06-01;Hauts-de-France;NOX as NO2;0;4543;720
2021-06-01;Hauts-de-France;PM2.5;0;6554;3644
2021-06-01;Hauts-de-France;C6H6;683;0;690
2021-06-01;Hauts-de-France;SO2;2100;2146;0
2021-06-01;Hauts-de-France;CO;695;704;716
2021-06-01;Auvergne-Rhône-Alpes;PM10;3501;30842;11192
2021-06-01;Auvergne-Rhône-Alpes;NO;1435;33790;12145
2021-06-01;Auvergne-Rhône-Alpes;NO2;1435;33782;12134
2021-06-01;Auvergne-Rhône-Alpes;O3;0;35512;0
2021-06-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2396;0
2021-06-01;Auvergne-Rhône-Alpes;PM2.5;0;18571;3573
2021-06-01;Auvergne-Rhône-Alpes;C6H6;1375;0;0
2021-06-01;Auvergne-Rhône-Alpes;SO2;2108;1926;0
2021-06-01;Auvergne-Rhône-Alpes;CO;0;0;715
2021-06-01;Occitanie;PM10;3387;9695;2807
2021-06-01;Occitanie;NO;1440;10254;2136
2021-06-01;Occitanie;NO2;1440;10275;3517
2021-06-01;Occitanie;O3;0;14894;0
2021-06-01;Occitanie;NOX as NO2;1440;4137;1429
2021-06-01;Occitanie;PM2.5;720;6256;2094
2021-06-01;Occitanie;SO2;1425;0;0
2021-06-01;Nouvelle-Aquitaine;PM10;2115;16355;7166
2021-06-01;Nouvelle-Aquitaine;NO;2854;16618;7127
2021-06-01;Nouvelle-Aquitaine;NO2;2854;16580;7127
2021-06-01;Nouvelle-Aquitaine;O3;0;17959;0
2021-06-01;Nouvelle-Aquitaine;NOX as NO2;2854;16610;7127
2021-06-01;Nouvelle-Aquitaine;PM2.5;710;8064;2095
2021-06-01;Nouvelle-Aquitaine;SO2;7049;662;0
2021-06-01;Nouvelle-Aquitaine;CO;0;683;0
2021-06-01;Bretagne;PM10;0;4921;1998
2021-06-01;Bretagne;NO;0;5612;2577
2021-06-01;Bretagne;NO2;0;5616;2577
2021-06-01;Bretagne;O3;0;7009;0
2021-06-01;Bretagne;NOX as NO2;0;719;0
2021-06-01;Bretagne;PM2.5;0;4239;699
2021-06-01;Pays de la Loire;PM10;3498;6360;6
2021-06-01;Pays de la Loire;NO;4937;9920;43
2021-06-01;Pays de la Loire;NO2;4937;9920;43
2021-06-01;Pays de la Loire;O3;0;9305;0
2021-06-01;Pays de la Loire;NOX as NO2;0;1410;0
2021-06-01;Pays de la Loire;PM2.5;1400;3654;10
2021-06-01;Pays de la Loire;SO2;6460;686;0
2021-06-01;Pays de la Loire;CO;0;0;10
2021-06-01;Bourgogne-Franche-Comté;PM10;713;10622;2103
2021-06-01;Bourgogne-Franche-Comté;NO;1030;7535;3571
2021-06-01;Bourgogne-Franche-Comté;NO2;1030;7535;3571
2021-06-01;Bourgogne-Franche-Comté;O3;0;12107;0
2021-06-01;Bourgogne-Franche-Comté;NOX as NO2;1030;7535;3571
2021-06-01;Bourgogne-Franche-Comté;PM2.5;0;4802;2105
2021-06-01;Bourgogne-Franche-Comté;SO2;2125;0;0
2021-06-01;Centre-Val de Loire;PM10;0;6305;2809
2021-06-01;Centre-Val de Loire;NO;0;7117;5717
2021-06-01;Centre-Val de Loire;NO2;0;7117;5717
2021-06-01;Centre-Val de Loire;O3;0;10009;0
2021-06-01;Centre-Val de Loire;NOX as NO2;0;7117;5716
2021-06-01;Centre-Val de Loire;PM2.5;0;7021;3503
2021-06-01;Centre-Val de Loire;CO;0;0;716
2021-06-01;Guadeloupe;PM10;0;2127;312
2021-06-01;Guadeloupe;NO;0;2122;342
2021-06-01;Guadeloupe;NO2;0;2153;342
2021-06-01;Guadeloupe;O3;0;2159;0
2021-06-01;Guadeloupe;NOX as NO2;0;2120;342
2021-06-01;Guadeloupe;PM2.5;0;720;0
2021-06-01;Guadeloupe;SO2;0;720;0
2021-06-01;La Réunion;PM10;0;2731;1361
2021-06-01;La Réunion;NO;0;2134;2125
2021-06-01;La Réunion;NO2;0;2134;2125
2021-06-01;La Réunion;O3;0;2129;0
2021-06-01;La Réunion;NOX as NO2;0;1423;2125
2021-06-01;La Réunion;PM2.5;0;1298;708
2021-06-01;La Réunion;SO2;708;2016;0
2021-06-01;La Réunion;CO;0;0;716
2021-06-01;Martinique;PM10;0;3302;514
2021-06-01;Martinique;NO;0;1752;720
2021-06-01;Martinique;NO2;0;1926;720
2021-06-01;Martinique;O3;0;2422;0
2021-06-01;Martinique;NOX as NO2;0;1830;720
2021-06-01;Martinique;PM2.5;0;2155;0
2021-06-01;Martinique;SO2;719;0;0
2021-06-01;Guyane;PM10;0;2026;0
2021-06-01;Guyane;NO;0;1366;714
2021-06-01;Guyane;NO2;0;1366;714
2021-06-01;Guyane;O3;0;2098;0
2021-06-01;Guyane;NOX as NO2;0;0;714
2021-06-01;Guyane;PM2.5;0;710;0
2021-06-01;Corse;PM10;1418;2134;1392
2021-06-01;Corse;NO;1419;3315;1394
2021-06-01;Corse;NO2;1419;3316;1393
2021-06-01;Corse;O3;1418;3544;0
2021-06-01;Corse;NOX as NO2;1419;3315;1394
2021-06-01;Corse;PM2.5;0;2841;0
2021-06-01;Corse;SO2;0;1435;1394
2021-06-01;Corse;CO;0;0;705
2021-06-01;Mayotte;PM10;0;0;706
2021-06-01;Mayotte;NO;0;0;710
2021-06-01;Mayotte;NO2;0;0;710
2021-06-01;Mayotte;O3;0;0;713
2021-06-01;Mayotte;NOX as NO2;0;0;710
2021-06-01;Mayotte;SO2;0;0;607
2021-06-01;Mayotte;CO;0;0;165
2021-07-01;Grand Est;PM10;4267;17347;4415
2021-07-01;Grand Est;NO;2659;20251;7350
2021-07-01;Grand Est;NO2;2659;20258;7159
2021-07-01;Grand Est;O3;0;19903;0
2021-07-01;Grand Est;NOX as NO2;2659;20265;6621
2021-07-01;Grand Est;PM2.5;0;9227;3533
2021-07-01;Grand Est;C6H6;240;0;0
2021-07-01;Grand Est;SO2;2925;2918;0
2021-07-01;Grand Est;CO;0;0;742
2021-07-01;Provence-Alpes-Côte d'Azur;PM10;2967;12787;4400
2021-07-01;Provence-Alpes-Côte d'Azur;NO;0;13269;4383
2021-07-01;Provence-Alpes-Côte d'Azur;NO2;0;13269;4383
2021-07-01;Provence-Alpes-Côte d'Azur;O3;0;20135;0
2021-07-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13269;4383
2021-07-01;Provence-Alpes-Côte d'Azur;PM2.5;2958;9387;2226
2021-07-01;Provence-Alpes-Côte d'Azur;C6H6;2119;0;0
2021-07-01;Provence-Alpes-Côte d'Azur;SO2;7248;1266;0
2021-07-01;Provence-Alpes-Côte d'Azur;CO;0;736;0
2021-07-01;Île-de-France;PM10;0;12081;5599
2021-07-01;Île-de-France;NO;0;18501;10741
2021-07-01;Île-de-France;NO2;0;18501;10733
2021-07-01;Île-de-France;O3;0;19798;0
2021-07-01;Île-de-France;NOX as NO2;0;18642;10741
2021-07-01;Île-de-France;PM2.5;0;7260;2138
2021-07-01;Île-de-France;SO2;2180;2186;0
2021-07-01;Île-de-France;CO;0;0;743
2021-07-01;Normandie;PM10;2813;10627;4399
2021-07-01;Normandie;NO;1461;8754;2629
2021-07-01;Normandie;NO2;1463;8607;4115
2021-07-01;Normandie;O3;0;16210;0
2021-07-01;Normandie;NOX as NO2;1463;8607;2629
2021-07-01;Normandie;PM2.5;0;3695;2908
2021-07-01;Normandie;C6H6;0;658;0
2021-07-01;Normandie;SO2;5128;6537;0
2021-07-01;Normandie;CO;1239;0;742
2021-07-01;Hauts-de-France;PM10;2119;18076;3592
2021-07-01;Hauts-de-France;NO;1488;17056;2869
2021-07-01;Hauts-de-France;NO2;1488;17056;2868
2021-07-01;Hauts-de-France;O3;0;18697;0
2021-07-01;Hauts-de-France;NOX as NO2;0;5171;740
2021-07-01;Hauts-de-France;PM2.5;0;6956;4058
2021-07-01;Hauts-de-France;C6H6;740;0;534
2021-07-01;Hauts-de-France;SO2;2100;2192;0
2021-07-01;Hauts-de-France;CO;738;0;716
2021-07-01;Auvergne-Rhône-Alpes;PM10;3584;30457;11071
2021-07-01;Auvergne-Rhône-Alpes;NO;1476;35299;12424
2021-07-01;Auvergne-Rhône-Alpes;NO2;1476;35299;12421
2021-07-01;Auvergne-Rhône-Alpes;O3;0;36517;0
2021-07-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2147;0
2021-07-01;Auvergne-Rhône-Alpes;PM2.5;0;18800;3592
2021-07-01;Auvergne-Rhône-Alpes;C6H6;1448;0;0
2021-07-01;Auvergne-Rhône-Alpes;SO2;2015;2133;0
2021-07-01;Auvergne-Rhône-Alpes;CO;0;0;736
2021-07-01;Occitanie;PM10;3452;10183;2850
2021-07-01;Occitanie;NO;1447;10895;2211
2021-07-01;Occitanie;NO2;1448;10896;3682
2021-07-01;Occitanie;O3;0;15468;0
2021-07-01;Occitanie;NOX as NO2;1447;4378;1477
2021-07-01;Occitanie;PM2.5;691;6609;2088
2021-07-01;Occitanie;SO2;1485;0;0
2021-07-01;Nouvelle-Aquitaine;PM10;1952;17396;7112
2021-07-01;Nouvelle-Aquitaine;NO;2771;17490;7123
2021-07-01;Nouvelle-Aquitaine;NO2;2771;17485;7123
2021-07-01;Nouvelle-Aquitaine;O3;0;19831;0
2021-07-01;Nouvelle-Aquitaine;NOX as NO2;2771;17491;7123
2021-07-01;Nouvelle-Aquitaine;PM2.5;734;8794;1965
2021-07-01;Nouvelle-Aquitaine;SO2;7400;742;0
2021-07-01;Nouvelle-Aquitaine;CO;0;743;0
2021-07-01;Bretagne;PM10;0;5069;2221
2021-07-01;Bretagne;NO;0;5880;2955
2021-07-01;Bretagne;NO2;0;5881;2955
2021-07-01;Bretagne;O3;0;7296;0
2021-07-01;Bretagne;NOX as NO2;0;744;0
2021-07-01;Bretagne;PM2.5;0;4399;735
2021-07-01;Pays de la Loire;PM10;3731;6631;0
2021-07-01;Pays de la Loire;NO;4799;10344;741
2021-07-01;Pays de la Loire;NO2;4799;10344;742
2021-07-01;Pays de la Loire;O3;0;9659;0
2021-07-01;Pays de la Loire;NOX as NO2;0;1477;0
2021-07-01;Pays de la Loire;PM2.5;1528;3576;0
2021-07-01;Pays de la Loire;SO2;6325;738;0
2021-07-01;Bourgogne-Franche-Comté;PM10;736;10540;2202
2021-07-01;Bourgogne-Franche-Comté;NO;1467;8041;3708
2021-07-01;Bourgogne-Franche-Comté;NO2;1467;8041;3708
2021-07-01;Bourgogne-Franche-Comté;O3;0;12556;0
2021-07-01;Bourgogne-Franche-Comté;NOX as NO2;1467;8041;3708
2021-07-01;Bourgogne-Franche-Comté;PM2.5;0;4929;2199
2021-07-01;Bourgogne-Franche-Comté;SO2;2176;0;0
2021-07-01;Centre-Val de Loire;PM10;0;6652;2925
2021-07-01;Centre-Val de Loire;NO;0;7255;5892
2021-07-01;Centre-Val de Loire;NO2;0;7255;5892
2021-07-01;Centre-Val de Loire;O3;0;10388;0
2021-07-01;Centre-Val de Loire;NOX as NO2;0;7255;5892
2021-07-01;Centre-Val de Loire;PM2.5;0;7392;3688
2021-07-01;Centre-Val de Loire;CO;0;0;744
2021-07-01;Guadeloupe;PM10;0;2208;0
2021-07-01;Guadeloupe;NO;0;2226;0
2021-07-01;Guadeloupe;NO2;0;2226;0
2021-07-01;Guadeloupe;O3;0;2226;0
2021-07-01;Guadeloupe;NOX as NO2;0;2226;0
2021-07-01;Guadeloupe;PM2.5;0;730;0
2021-07-01;Guadeloupe;SO2;0;744;0
2021-07-01;La Réunion;PM10;0;2305;1384
2021-07-01;La Réunion;NO;0;1566;2192
2021-07-01;La Réunion;NO2;0;1566;2192
2021-07-01;La Réunion;O3;0;1566;0
2021-07-01;La Réunion;NOX as NO2;0;831;2190
2021-07-01;La Réunion;PM2.5;0;1470;733
2021-07-01;La Réunion;SO2;728;2199;0
2021-07-01;La Réunion;CO;0;0;740
2021-07-01;Martinique;PM10;0;2924;730
2021-07-01;Martinique;NO;0;2071;694
2021-07-01;Martinique;NO2;0;1965;694
2021-07-01;Martinique;O3;0;2506;0
2021-07-01;Martinique;NOX as NO2;0;1946;694
2021-07-01;Martinique;PM2.5;0;2168;0
2021-07-01;Martinique;SO2;741;0;0
2021-07-01;Guyane;PM10;0;1927;0
2021-07-01;Guyane;NO;0;1354;734
2021-07-01;Guyane;NO2;0;1354;734
2021-07-01;Guyane;O3;0;1717;0
2021-07-01;Guyane;NOX as NO2;0;0;734
2021-07-01;Guyane;PM2.5;0;719;0
2021-07-01;Corse;PM10;1410;2219;1483
2021-07-01;Corse;NO;1378;3664;1467
2021-07-01;Corse;NO2;1378;3664;1467
2021-07-01;Corse;O3;1426;3637;0
2021-07-01;Corse;NOX as NO2;1378;3664;1467
2021-07-01;Corse;PM2.5;0;2921;0
2021-07-01;Corse;SO2;0;1482;1385
2021-07-01;Corse;CO;0;0;724
2021-07-01;Mayotte;PM10;0;0;738
2021-07-01;Mayotte;NO;0;0;732
2021-07-01;Mayotte;NO2;0;0;732
2021-07-01;Mayotte;O3;0;0;734
2021-07-01;Mayotte;NOX as NO2;0;0;732
2021-07-01;Mayotte;SO2;0;0;728
2021-07-01;Mayotte;CO;0;0;13
2021-08-01;Grand Est;PM10;4432;17517;4365
2021-08-01;Grand Est;NO;2859;21822;7308
2021-08-01;Grand Est;NO2;2860;21822;7308
2021-08-01;Grand Est;O3;0;20543;0
2021-08-01;Grand Est;NOX as NO2;2860;21832;6577
2021-08-01;Grand Est;PM2.5;0;9042;3630
2021-08-01;Grand Est;C6H6;543;0;0
2021-08-01;Grand Est;SO2;2910;2944;0
2021-08-01;Grand Est;CO;0;0;744
2021-08-01;Provence-Alpes-Côte d'Azur;PM10;2976;13125;4445
2021-08-01;Provence-Alpes-Côte d'Azur;NO;0;13181;4459
2021-08-01;Provence-Alpes-Côte d'Azur;NO2;0;13181;4459
2021-08-01;Provence-Alpes-Côte d'Azur;O3;0;20475;0
2021-08-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13181;4459
2021-08-01;Provence-Alpes-Côte d'Azur;PM2.5;2967;9566;2221
2021-08-01;Provence-Alpes-Côte d'Azur;C6H6;2067;0;0
2021-08-01;Provence-Alpes-Côte d'Azur;SO2;7271;1383;0
2021-08-01;Provence-Alpes-Côte d'Azur;CO;0;744;0
2021-08-01;Île-de-France;PM10;0;11945;5915
2021-08-01;Île-de-France;NO;0;21266;10821
2021-08-01;Île-de-France;NO2;0;21266;10817
2021-08-01;Île-de-France;O3;0;19633;0
2021-08-01;Île-de-France;NOX as NO2;0;21275;10765
2021-08-01;Île-de-France;PM2.5;0;7165;2041
2021-08-01;Île-de-France;SO2;2045;2189;0
2021-08-01;Île-de-France;CO;0;0;741
2021-08-01;Normandie;PM10;2769;11067;4377
2021-08-01;Normandie;NO;1487;8889;2902
2021-08-01;Normandie;NO2;1487;8889;4385
