club_name,age
Arsenal FC,22.085714285714285
Aston Villa,25.88888888888889
Blackburn Rovers,23.627450980392158
Bolton Wanderers,24.555555555555557
Charlton Athletic,22.764705882352942
Chelsea FC,23.714285714285715
Everton FC,23.464285714285715
Fulham FC,25.214285714285715
Liverpool FC,22.055555555555557
Manchester City,24.976190476190474
Manchester United,21.244897959183675
Middlesbrough FC,24.522727272727273
Newcastle United,25.208333333333332
Portsmouth FC,24.76271186440678
Reading FC,21.0
Sheffield United,24.43421052631579
Tottenham Hotspur,23.27906976744186
Watford FC,21.636363636363637
West Ham United,24.136363636363637
Wigan Athletic,26.51063829787234
