club_name,age
AJ Auxerre,24.862068965517242
AS Monaco,24.58139534883721
AS Nancy-Lorraine,22.941176470588236
AS Saint-Étienne,24.1875
CS Sedan-Ardennes,26.466666666666665
ESTAC Troyes,26.470588235294116
FC Girondins Bordeaux,23.576923076923077
FC Lorient,23.789473684210527
FC Nantes,24.67391304347826
FC Sochaux-Montbéliard,22.42105263157895
FC Toulouse,25.31578947368421
LOSC Lille,22.4
Le Mans Union Club 72,22.652173913043477
OGC Nice,25.103448275862068
Olympique Lyon,23.296296296296298
Olympique Marseille,25.115384615384617
Paris Saint-Germain,24.848484848484848
RC Lens,22.90625
Stade Rennais FC,23.235294117647058
Valenciennes FC,25.6
