DATAFLOW,LAST UPDATE,freq,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2008,146.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2009,135.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2010,131.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2011,124.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2012,121.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2013,118.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2014,115.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2015,113.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2016,111.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2017,111.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2018,107.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2019,109.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,MT,2020,101.4,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2000,174.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2001,174.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2002,172.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2003,173.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2004,171.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2005,169.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2006,166.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2007,164.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2008,156.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2009,146.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2010,135.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2011,126.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2012,118.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2013,109.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2014,107.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2015,101.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2016,105.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2017,108.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2018,105.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2019,98.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NL,2020,82.3,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NO,2019,59.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,NO,2020,38.2,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2004,154.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2005,155.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2006,155.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2007,153.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2008,153.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2009,151.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2010,146.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2011,144.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2012,141.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2013,138.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2014,132.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2015,129.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2016,125.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2017,127.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2018,129.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2019,130.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PL,2020,125.0,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2000,169.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2002,154.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2003,149.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2004,147.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2005,144.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2006,145.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2007,144.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2008,138.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2009,133.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2010,127.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2011,122.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2012,117.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2013,112.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2014,108.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2015,105.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2016,104.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2017,104.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2018,106.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2019,109.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,PT,2020,97.5,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2007,154.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2008,156.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2009,157.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2010,148.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2011,140.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2012,139.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2013,132.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2014,128.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2015,125.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2016,122.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2017,120.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2018,121.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2019,124.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,RO,2020,115.4,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2000,200.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2001,200.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2002,198.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2003,198.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2004,197.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2005,193.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2006,188.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2007,181.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2008,173.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2009,164.5,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2010,151.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2011,141.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2012,135.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2013,133.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2014,131.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2015,126.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2016,123.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2017,122.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2018,122.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2019,119.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SE,2020,93.4,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2004,152.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2005,157.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2006,155.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2007,156.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2008,155.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2009,152.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2010,144.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2011,139.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2012,133.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2013,125.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2014,121.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2015,119.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2016,119.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2017,119.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2018,120.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2019,123.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SI,2020,114.1,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2005,157.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2006,152.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2007,152.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2008,150.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2009,146.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2010,149.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2011,144.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2012,141.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2013,135.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2014,131.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2015,127.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2016,124.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2017,126.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2018,127.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2019,130.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,SK,2020,121.8,p
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2000,185.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2001,177.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2002,174.8,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2003,172.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2004,171.4,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2005,169.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2006,167.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2007,164.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2008,158.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2009,149.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2010,144.2,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2011,138.0,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2012,132.9,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2013,128.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2014,124.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2015,121.3,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2016,120.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2017,121.1,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2018,124.6,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2019,127.7,
ESTAT:SDG_12_30(1.0),18/01/22 23:00:00,A,UK,2020,111.5,p
