1,001,1,38,134580
1,001,2,14,141404
1,001,3,15,156413
1,001,4,41,173145
1,001,5,46,162559
1,001,6,83,145044
1,001,7,116,145855
1,001,8,187,167466
1,001,9,318,186917
1,001,10,589,186719
1,001,11,1064,165915
1,001,12,1534,145060
1,001,13,1704,107558
1,001,14,1796,77776
1,001,15,1980,66737
1,001,16,2065,60983
1,001,17,1643,45201
1,001,18,1168,31705
1,001,19,0,0
2,001,1,31,127185
2,001,2,25,134235
2,001,3,19,148031
2,001,4,31,168037
2,001,5,65,158422
2,001,6,127,145256
2,001,7,191,148592
2,001,8,341,175623
2,001,9,615,194498
2,001,10,930,197299
2,001,11,1150,176404
2,001,12,1286,152991
2,001,13,1401,117423
2,001,14,1349,91499
2,001,15,1512,85453
2,001,16,1763,88793
2,001,17,1718,77932
2,001,18,1600,82683
2,001,19,0,0
1,002,1,38,134580
1,002,2,14,141404
1,002,3,15,156413
1,002,4,41,173145
1,002,5,45,162559
1,002,6,83,145044
1,002,7,114,145855
1,002,8,187,167466
1,002,9,317,186917
1,002,10,586,186719
1,002,11,1063,165915
1,002,12,1532,145060
1,002,13,1699,107558
1,002,14,1795,77776
1,002,15,1976,66737
1,002,16,2057,60983
1,002,17,1639,45201
1,002,18,1159,31705
1,002,19,0,0
2,002,1,31,127185
2,002,2,25,134235
2,002,3,19,148031
2,002,4,31,168037
2,002,5,63,158422
2,002,6,126,145256
2,002,7,189,148592
2,002,8,341,175623
2,002,9,613,194498
2,002,10,925,197299
2,002,11,1150,176404
2,002,12,1286,152991
2,002,13,1401,117423
2,002,14,1345,91499
2,002,15,1509,85453
2,002,16,1757,88793
2,002,17,1711,77932
2,002,18,1590,82683
2,002,19,0,0
1,003,1,0,134580
1,003,2,0,141404
1,003,3,0,156413
1,003,4,3,173145
1,003,5,1,162559
1,003,6,0,145044
1,003,7,8,145855
1,003,8,9,167466
1,003,9,15,186917
1,003,10,31,186719
1,003,11,54,165915
1,003,12,57,145060
1,003,13,44,107558
1,003,14,41,77776
1,003,15,36,66737
1,003,16,42,60983
1,003,17,25,45201
1,003,18,19,31705
1,003,19,0,0
2,003,1,0,127185
2,003,2,0,134235
2,003,3,1,148031
2,003,4,0,168037
2,003,5,0,158422
2,003,6,1,145256
2,003,7,2,148592
2,003,8,6,175623
2,003,9,7,194498
2,003,10,14,197299
2,003,11,16,176404
2,003,12,16,152991
2,003,13,12,117423
2,003,14,23,91499
2,003,15,14,85453
2,003,16,25,88793
2,003,17,10,77932
2,003,18,13,82683
2,003,19,0,0
1,004,1,0,134580
1,004,2,0,141404
1,004,3,0,156413
1,004,4,0,173145
1,004,5,0,162559
1,004,6,0,145044
1,004,7,0,145855
1,004,8,0,167466
1,004,9,0,186917
1,004,10,1,186719
1,004,11,2,165915
1,004,12,0,145060
1,004,13,1,107558
1,004,14,1,77776
1,004,15,0,66737
1,004,16,2,60983
1,004,17,3,45201
1,004,18,0,31705
1,004,19,0,0
2,004,1,0,127185
2,004,2,0,134235
2,004,3,0,148031
2,004,4,0,168037
2,004,5,0,158422
2,004,6,0,145256
2,004,7,0,148592
2,004,8,0,175623
2,004,9,0,194498
2,004,10,0,197299
2,004,11,1,176404
2,004,12,0,152991
2,004,13,0,117423
2,004,14,1,91499
2,004,15,0,85453
2,004,16,2,88793
2,004,17,1,77932
2,004,18,1,82683
2,004,19,0,0
1,005,1,0,134580
1,005,2,0,141404
1,005,3,0,156413
1,005,4,1,173145
1,005,5,0,162559
1,005,6,0,145044
1,005,7,2,145855
1,005,8,4,167466
1,005,9,9,186917
1,005,10,11,186719
1,005,11,17,165915
1,005,12,11,145060
1,005,13,12,107558
1,005,14,11,77776
1,005,15,6,66737
1,005,16,15,60983
1,005,17,3,45201
1,005,18,9,31705
1,005,19,0,0
2,005,1,0,127185
2,005,2,0,134235
2,005,3,0,148031
2,005,4,0,168037
2,005,5,0,158422
2,005,6,0,145256
2,005,7,1,148592
2,005,8,2,175623
2,005,9,1,194498
2,005,10,9,197299
2,005,11,7,176404
2,005,12,8,152991
2,005,13,1,117423
2,005,14,10,91499
2,005,15,3,85453
2,005,16,3,88793
2,005,17,1,77932
2,005,18,4,82683
2,005,19,0,0
1,006,1,0,134580
1,006,2,0,141404
1,006,3,0,156413
1,006,4,0,173145
1,006,5,0,162559
1,006,6,0,145044
1,006,7,1,145855
1,006,8,1,167466
1,006,9,2,186917
1,006,10,5,186719
1,006,11,11,165915
1,006,12,5,145060
1,006,13,9,107558
1,006,14,5,77776
1,006,15,4,66737
1,006,16,9,60983
1,006,17,0,45201
1,006,18,2,31705
1,006,19,0,0
2,006,1,0,127185
2,006,2,0,134235
2,006,3,0,148031
2,006,4,0,168037
2,006,5,0,158422
2,006,6,0,145256
2,006,7,0,148592
2,006,8,1,175623
2,006,9,0,194498
2,006,10,1,197299
2,006,11,2,176404
2,006,12,4,152991
2,006,13,0,117423
2,006,14,4,91499
2,006,15,2,85453
2,006,16,1,88793
2,006,17,0,77932
2,006,18,2,82683
2,006,19,0,0
1,007,1,0,134580
1,007,2,0,141404
1,007,3,0,156413
1,007,4,1,173145
1,007,5,0,162559
1,007,6,0,145044
1,007,7,1,145855
1,007,8,3,167466
1,007,9,7,186917
1,007,10,6,186719
1,007,11,6,165915
1,007,12,6,145060
1,007,13,3,107558
1,007,14,6,77776
1,007,15,2,66737
1,007,16,6,60983
1,007,17,3,45201
1,007,18,7,31705
1,007,19,0,0
2,007,1,0,127185
2,007,2,0,134235
2,007,3,0,148031
2,007,4,0,168037
2,007,5,0,158422
2,007,6,0,145256
2,007,7,1,148592
2,007,8,1,175623
2,007,9,1,194498
2,007,10,8,197299
2,007,11,5,176404
2,007,12,4,152991
2,007,13,1,117423
2,007,14,6,91499
2,007,15,1,85453
2,007,16,2,88793
2,007,17,1,77932
2,007,18,2,82683
2,007,19,0,0
1,008,1,0,134580
1,008,2,0,141404
1,008,3,0,156413
1,008,4,1,173145
1,008,5,1,162559
1,008,6,0,145044
1,008,7,3,145855
1,008,8,0,167466
1,008,9,2,186917
1,008,10,4,186719
1,008,11,7,165915
1,008,12,18,145060
1,008,13,7,107558
1,008,14,8,77776
1,008,15,10,66737
1,008,16,10,60983
1,008,17,8,45201
1,008,18,1,31705
1,008,19,0,0
2,008,1,0,127185
2,008,2,0,134235
2,008,3,0,148031
2,008,4,0,168037
2,008,5,0,158422
2,008,6,1,145256
2,008,7,0,148592
2,008,8,1,175623
2,008,9,3,194498
2,008,10,2,197299
2,008,11,2,176404
2,008,12,4,152991
2,008,13,3,117423
2,008,14,2,91499
2,008,15,4,85453
2,008,16,7,88793
2,008,17,5,77932
2,008,18,3,82683
2,008,19,0,0
1,009,1,0,134580
1,009,2,0,141404
1,009,3,0,156413
1,009,4,0,173145
1,009,5,0,162559
1,009,6,0,145044
1,009,7,0,145855
1,009,8,0,167466
1,009,9,0,186917
1,009,10,0,186719
1,009,11,2,165915
1,009,12,0,145060
1,009,13,0,107558
1,009,14,2,77776
1,009,15,1,66737
1,009,16,2,60983
1,009,17,2,45201
1,009,18,1,31705
1,009,19,0,0
2,009,1,0,127185
2,009,2,0,134235
2,009,3,0,148031
2,009,4,0,168037
2,009,5,0,158422
2,009,6,0,145256
2,009,7,0,148592
2,009,8,0,175623
2,009,9,2,194498
2,009,10,0,197299
2,009,11,0,176404
2,009,12,0,152991
2,009,13,0,117423
2,009,14,0,91499
2,009,15,1,85453
2,009,16,3,88793
2,009,17,1,77932
2,009,18,1,82683
2,009,19,0,0
1,010,1,0,134580
1,010,2,0,141404
1,010,3,0,156413
1,010,4,0,173145
1,010,5,0,162559
1,010,6,0,145044
1,010,7,1,145855
1,010,8,0,167466
1,010,9,0,186917
1,010,10,2,186719
1,010,11,2,165915
1,010,12,10,145060
1,010,13,4,107558
1,010,14,4,77776
1,010,15,3,66737
1,010,16,4,60983
1,010,17,2,45201
1,010,18,0,31705
1,010,19,0,0
2,010,1,0,127185
2,010,2,0,134235
2,010,3,0,148031
2,010,4,0,168037
2,010,5,0,158422
2,010,6,0,145256
2,010,7,0,148592
2,010,8,1,175623
2,010,9,0,194498
2,010,10,0,197299
2,010,11,1,176404
2,010,12,3,152991
2,010,13,1,117423
2,010,14,2,91499
2,010,15,0,85453
2,010,16,1,88793
2,010,17,0,77932
2,010,18,0,82683
2,010,19,0,0
1,011,1,0,134580
1,011,2,0,141404
1,011,3,0,156413
1,011,4,1,173145
1,011,5,1,162559
1,011,6,0,145044
1,011,7,1,145855
1,011,8,0,167466
1,011,9,0,186917
1,011,10,1,186719
1,011,11,2,165915
1,011,12,4,145060
1,011,13,0,107558
1,011,14,1,77776
1,011,15,2,66737
1,011,16,3,60983
1,011,17,1,45201
1,011,18,0,31705
1,011,19,0,0
2,011,1,0,127185
2,011,2,0,134235
2,011,3,0,148031
2,011,4,0,168037
2,011,5,0,158422
2,011,6,1,145256
2,011,7,0,148592
2,011,8,0,175623
2,011,9,1,194498
2,011,10,2,197299
2,011,11,1,176404
2,011,12,0,152991
2,011,13,1,117423
2,011,14,0,91499
2,011,15,2,85453
2,011,16,2,88793
2,011,17,0,77932
2,011,18,1,82683
2,011,19,0,0
1,012,1,0,134580
1,012,2,0,141404
1,012,3,0,156413
1,012,4,0,173145
1,012,5,0,162559
1,012,6,0,145044
1,012,7,1,145855
1,012,8,0,167466
1,012,9,2,186917
1,012,10,1,186719
1,012,11,1,165915
1,012,12,4,145060
1,012,13,3,107558
1,012,14,1,77776
1,012,15,4,66737
1,012,16,1,60983
1,012,17,3,45201
1,012,18,0,31705
1,012,19,0,0
2,012,1,0,127185
2,012,2,0,134235
2,012,3,0,148031
2,012,4,0,168037
2,012,5,0,158422
2,012,6,0,145256
2,012,7,0,148592
2,012,8,0,175623
2,012,9,0,194498
2,012,10,0,197299
2,012,11,0,176404
2,012,12,1,152991
2,012,13,1,117423
2,012,14,0,91499
2,012,15,1,85453
2,012,16,1,88793
2,012,17,4,77932
2,012,18,1,82683
2,012,19,0,0
1,013,1,0,134580
1,013,2,0,141404
1,013,3,0,156413
1,013,4,1,173145
1,013,5,0,162559
1,013,6,0,145044
1,013,7,2,145855
1,013,8,2,167466
1,013,9,1,186917
1,013,10,0,186719
1,013,11,2,165915
1,013,12,2,145060
1,013,13,3,107558
1,013,14,2,77776
1,013,15,4,66737
1,013,16,6,60983
1,013,17,3,45201
1,013,18,4,31705
1,013,19,0,0
2,013,1,0,127185
2,013,2,0,134235
2,013,3,1,148031
2,013,4,0,168037
2,013,5,0,158422
2,013,6,0,145256
2,013,7,0,148592
2,013,8,1,175623
2,013,9,3,194498
2,013,10,2,197299
2,013,11,1,176404
2,013,12,1,152991
2,013,13,2,117423
2,013,14,3,91499
2,013,15,1,85453
2,013,16,3,88793
2,013,17,0,77932
2,013,18,3,82683
2,013,19,0,0
1,014,1,0,134580
1,014,2,0,141404
1,014,3,0,156413
1,014,4,0,173145
1,014,5,0,162559
1,014,6,0,145044
1,014,7,2,145855
1,014,8,2,167466
1,014,9,1,186917
1,014,10,0,186719
1,014,11,1,165915
1,014,12,0,145060
1,014,13,3,107558
1,014,14,2,77776
1,014,15,4,66737
1,014,16,5,60983
1,014,17,3,45201
1,014,18,4,31705
1,014,19,0,0
2,014,1,0,127185
2,014,2,0,134235
2,014,3,1,148031
2,014,4,0,168037
2,014,5,0,158422
2,014,6,0,145256
2,014,7,0,148592
2,014,8,1,175623
