club_name,age
AC Milan,24.871794871794872
ACF Fiorentina,23.791044776119403
AS Roma,23.660377358490567
Atalanta BC,22.93548387096774
Bologna FC 1909,23.508196721311474
Brescia Calcio,25.216216216216218
Cagliari Calcio,24.88
Genoa CFC,23.560747663551403
Hellas Verona,24.57777777777778
Inter Milan,23.12121212121212
Juventus FC,24.647058823529413
Parma Calcio 1913,24.03960396039604
SPAL,24.913793103448278
SS Lazio,22.88679245283019
SSC Napoli,23.93548387096774
Torino FC,23.403846153846153
UC Sampdoria,24.21875
US Lecce,25.379310344827587
US Sassuolo,22.746478873239436
Udinese Calcio,25.60377358490566
