club_name,age
Athletic Bilbao,25.818181818181817
Atlético de Madrid,24.325
CA Osasuna,25.45945945945946
CD Leganés,24.2
Celta de Vigo,25.65714285714286
Deportivo Alavés,24.74074074074074
FC Barcelona,23.727272727272727
Getafe CF,26.5
Granada CF,25.56756756756757
Levante UD,25.595238095238095
RCD Espanyol Barcelona,25.87878787878788
RCD Mallorca,24.533333333333335
Real Betis Balompié,24.775
Real Madrid,22.22222222222222
Real Sociedad,23.88888888888889
Real Valladolid CF,24.209302325581394
SD Eibar,25.22222222222222
Sevilla FC,25.26984126984127
Valencia CF,24.42222222222222
Villarreal CF,26.0
