club_name,age
1. FC Köln,22.27777777777778
1.FC Union Berlin,23.71794871794872
1.FSV Mainz 05,24.129032258064516
Bayer 04 Leverkusen,22.526315789473685
Bayern Munich,25.0
Borussia Dortmund,23.757575757575758
Borussia Mönchengladbach,23.2
Eintracht Frankfurt,23.918367346938776
FC Augsburg,24.974358974358974
FC Schalke 04,24.166666666666668
Fortuna Düsseldorf,24.4
Hertha BSC,22.29032258064516
RB Leipzig,21.535714285714285
SC Freiburg,23.466666666666665
SC Paderborn 07,23.046511627906977
SV Werder Bremen,23.40625
TSG 1899 Hoffenheim,24.659574468085108
VfL Wolfsburg,23.413793103448278
