,Year,Area,Total energy generation (TWh),Fossil energy generation (TWh),Renewable energy generation (TWh),Fossil energy share of generation (%),Renewable energy share of generation (%),Coal generation (TWh),Hard Coal generation (TWh),Lignite generation (TWh),Gas generation (TWh),Nuclear generation (TWh),Hydro generation (TWh),Wind generation (TWh),Solar generation (TWh),Bioenergy generation (TWh),Coal energy share of generation (%),Hard Coal energy share of generation (%),Lignite energy share of generation (%),Gas energy share of generation (%),Nuclear energy share of generation (%),Hydro energy share of generation (%),Wind energy share of generation (%),Solar energy share of generation (%),Bioenergy energy share of generation (%),Total energy generation (TWh) (log_10),Fossil energy generation (TWh) (log_10),Renewable energy generation (TWh) (log_10),Fossil energy share of generation (%) (log_10),Renewable energy share of generation (%) (log_10),Coal generation (TWh) (log_10),Hard Coal generation (TWh) (log_10),Lignite generation (TWh) (log_10),Gas generation (TWh) (log_10),Nuclear generation (TWh) (log_10),Hydro generation (TWh) (log_10),Wind generation (TWh) (log_10),Solar generation (TWh) (log_10),Bioenergy generation (TWh) (log_10),Coal energy share of generation (%) (log_10),Hard Coal energy share of generation (%) (log_10),Lignite energy share of generation (%) (log_10),Gas energy share of generation (%) (log_10),Nuclear energy share of generation (%) (log_10),Hydro energy share of generation (%) (log_10),Wind energy share of generation (%) (log_10),Solar energy share of generation (%) (log_10),Bioenergy energy share of generation (%) (log_10)
10,2000,Finland,78.271903,54.893302,23.378601,70.13155410313709,29.868445896862884,8.487,8.487,0.0,10.131,22.479,14.66,0.078,0.001576,8.639025,10.842971327782843,10.842971327782843,0.0,12.943341878374925,28.719117765668734,18.729581673771236,0.09965261736385787,0.0020134939098133335,11.037198111817979,1.8936058928125012,1.739519355708695,1.3688185189661604,1.8459134628961935,1.4752126261536591,0.9287542021766533,0.9287542021766533,-inf,1.005652315355074,1.3517769873177634,1.166133970305109,-1.1079053973095196,-2.8024437868464633,0.9364647307875155,1.0351483093641518,1.0351483093641518,-inf,1.1120464225425726,1.4581710945052622,1.2725280774926078,-1.001511290122021,-2.696049679658965,1.042858837975014
11,2000,France,562.1889389999999,492.7859999999999,69.402939,87.65487291097344,12.345127089026564,27.0039999999999,26.595,0.409,11.514,415.162,66.363249,0.04816,0.005223,2.479,4.8033673604524445,4.730616018043003,0.07275134240945998,2.048065908319125,73.84741520145775,11.80443875648717,0.008566515037749614,0.0009290470938988006,0.4409549580270203,2.7498822966635945,2.6926583610696935,1.841377861873534,1.942776064406099,1.0914955652099392,1.431428099316781,1.424799994656599,-0.38827669199265824,1.0612262251191151,2.618217595453209,1.8219276399838908,-1.3173135217502319,-2.2820799741630062,0.39427652676782143,0.6815458026531864,0.6749176979930045,-1.1381589886562529,0.3113439284555205,1.8683352987896145,1.0720453433202963,-2.0671958184138264,-3.031962270826601,-0.3556057698957732
12,2000,Germany,863.3399999999999,825.5,37.839999999999996,95.61702226237637,4.382977737623648,291.4,143.1,148.3,49.2,169.6,24.9,9.5,0.04,3.4,33.752635114786756,16.575161581763847,17.177473533022916,5.69879769268191,19.644635948757156,2.8841476127597474,1.100377603261751,0.004633168855838952,0.39381935274631086,2.9361818629739838,2.9167170775988125,1.577951127729755,1.9805352146248285,0.6417692647557712,2.4644895474339714,2.1556396337597765,2.1711411510283822,1.6919651027673603,2.229425847920695,1.3961993470957363,0.9777236052888477,-1.3979400086720375,0.5314789170422551,1.5283076844599874,1.2194577707857923,1.2349592880543983,0.7557832397933764,1.2932439849467112,0.4600174841217524,0.041541742314863815,-2.3341218716460217,-0.40470294593172884
13,2000,Greece,87.738,83.59400000000001,4.1439999999999895,95.27684697622469,4.723153023775319,34.313,0.014,34.299,5.92,0.0,3.69299999999999,0.451,0.0,0.0,39.10848207162233,0.015956598053295037,39.09252547356903,6.747361462536188,0.0,4.209122615058458,0.5140304087168616,0.0,0.0,1.943187730378209,1.922175106860018,0.6174197467371755,1.978987376481809,0.6742320163589665,1.5354586902650986,-1.853871964321762,1.535281458211492,0.7723217067229198,-inf,0.5673793076509775,-0.34582345812203946,-inf,-inf,1.5922709598868896,-1.797059694699971,1.592093727833283,0.8291339763447108,-inf,0.6241915772727685,-0.2890111885002485,-inf,-inf
14,2000,Hungary,44.780778,44.538,0.24277799999999988,99.45785220614076,0.5421477938592311,9.59,0.067,9.523,6.602,14.18,0.178,0.0,0.0,0.0647779999999999,21.41543856160784,0.14961776680163977,21.2658207948062,14.742932782454115,31.665372138018686,0.3974919774730131,0.0,0.0,0.144655816386218,1.6510916345349234,1.6487307109363285,-0.6147906706095131,1.9976390764014051,-0.2658823051444364,0.9818186071706636,-1.1739251972991736,0.9787737843301224,0.8196755199942928,1.1516762308470478,-0.7495799976911061,-inf,-inf,-1.1885724648218656,1.3307269726357402,-0.8250168318340968,1.3276821497951992,1.1685838854593695,1.5005845963121245,-0.40067163222602925,-inf,-inf,-0.8396640993567888
15,2000,Ireland,30.491,29.305,1.186,96.11032763766357,3.889672362336427,6.817,6.817,0.0,9.263,0.0,0.847,0.244,0.0,0.095,22.357416942704408,22.357416942704408,0.0,30.379456232986783,0.0,2.777868879341445,0.8002361352530254,0.0,0.31156734774195666,1.4841716679652541,1.4669417257176376,0.07408468902824378,1.9827700577523835,0.5899130210629896,0.8335932939984563,0.8335932939984563,-inf,0.9667516640513779,-inf,-0.0721165896692931,-0.6126101736612706,-inf,-1.0222763947111522,1.3494216260332021,1.3494216260332021,-inf,1.4825799960861237,-inf,0.4437117423654528,-0.09678184162652478,-inf,-0.5064480626764063
16,2000,Italy,295.4270459999998,244.5478819999999,50.87916399999989,82.77775691532322,17.222243084676798,26.272,26.266,0.006,101.36,0.0,44.1994459999999,0.563,0.018,1.39371799999999,8.892889244812075,8.89085828654971,0.0020309582623657296,34.30965491223173,0.0,14.961205007614616,0.19057158361865098,0.0060928747870971885,0.47176384791797005,2.470450251947082,2.388363905800949,1.706539966768311,1.9179136538538668,1.2360897148212293,1.4194931354393467,1.419393939927422,-2.221848749616356,2.005866601875385,-inf,1.6454168258954527,-0.24949160514865382,-1.744727494896694,0.14417490903225913,0.949042883492265,0.9489436879803403,-2.692299001563438,1.5354163499283031,-inf,1.1749665739483708,-0.7199418570957355,-2.215177746843776,-0.32627534291482263
17,2000,Latvia,4.1365739999999995,1.313,2.8235740000000003,31.74124287393383,68.25875712606616,0.0,0.0,0.0,1.128,0.0,2.819157,0.004417,0.0,0.0,0.0,0.0,0.0,27.268942849807587,0.0,68.1519779411658,0.10677918490035472,0.0,0.0,0.6166407979137744,0.11826472608947933,0.45079917417685583,1.501623928175705,1.8341583762630813,-inf,-inf,-inf,0.05230909964732345,-inf,0.45011926258143553,-2.3548726007416088,-inf,-inf,-inf,-inf,-inf,1.435668301733549,-inf,1.8334784646676612,-0.9715133986553833,-inf,-inf
18,2000,Lithuania,11.029642,10.690000000000001,0.339641999999999,96.92064348054092,3.0793565194590995,0.0,0.0,0.0,1.616,8.419,0.339641999999999,0.0,0.0,0.0,0.0,0.0,0.0,14.651427489668299,76.33067328930532,3.0793565194590995,0.0,0.0,0.0,1.0425614163433876,1.028977705208778,-0.46897861041750033,1.9864162888653905,0.488459973239112,-inf,-inf,-inf,0.20844135643856737,0.9252605095194353,-0.46897861041750033,-inf,-inf,-inf,-inf,-inf,-inf,1.1658799400951798,1.8826990931760477,0.488459973239112,-inf,-inf,-inf
19,2000,Luxembourg,0.4191649999999999,0.248526,0.1706389999999999,59.29073276633308,40.70926723366692,0.0,0.0,0.0,0.214561,0.0,0.123504,0.0247429999999999,4e-05,0.022352,0.0,0.0,0.0,51.18771844023238,0.0,29.46429210454118,5.902926055371967,0.009542781482232537,5.332506292271541,-0.377614987812156,-0.6046281700458994,-0.767921702657986,1.7729868177662564,1.60969328515417,-inf,-inf,-inf,-0.6684492153804804,-inf,-0.9083189764140662,-1.6065476448662555,-4.3979400086720375,-1.6506836112298933,-inf,-inf,-inf,1.7091657724316756,-inf,1.46929601139809,0.7710673429459006,-2.0203250208598815,0.7269313765822627
20,2000,Malta,1.917,1.917,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826221128780626,0.2826221128780626,-inf,2.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
21,2000,Netherlands,113.65902699999998,110.68801699999999,2.971009999999999,97.38603252340002,2.613967476599988,24.276,24.276,0.0,51.522,3.926,0.14243,0.829029999999999,0.00768399999999999,1.991866,21.358620288030448,21.358620288030448,0.0,45.33031942988568,3.4541911044161946,0.12531340779470163,0.7294009300290766,0.0067605716878079486,1.7524925670884024,2.0556039338630345,2.0441006070353156,0.4729041135800052,1.988496673172281,0.41730017971697053,1.3851771288184296,1.3851771288184296,-inf,1.711992713282365,0.5939502952639875,-0.8463985257115889,-0.08142975340784771,-2.1144126438103443,0.2992601185163745,1.3295731949553948,1.3295731949553948,-inf,1.6563887794193302,0.5383463614009527,-0.9020024595746237,-0.13703368727088233,-2.1700165776733793,0.24365618465333994
22,2000,Poland,279.062596,276.730596,2.332,99.16434519228798,0.8356548077120303,135.888,82.419,53.469,0.928,0.0,2.106,0.005,0.0,0.221,48.6944513337789,29.534233960899584,19.160217372879313,0.33254187888368963,0.0,0.7546693932425111,0.001791712709502638,0.0,0.07919370176001661,2.445701629969807,2.4420571784376004,0.36772854608697647,1.9963555484677933,-0.07797308388283074,2.13318110674069,1.916027340871455,1.728102061816012,-0.032452023781137915,-inf,0.32345836684946766,-2.3010299956639813,-inf,-0.6556077263148893,1.6874794767708832,1.4703257109016479,1.2824004318462048,-0.4781536537509451,-inf,-0.12224326312033944,-2.7467316256337884,-inf,-1.1013093562846965
23,2000,Portugal,57.967000000000006,45.099000000000004,12.868,77.8011627305191,22.19883726948091,14.595,14.595,0.0,7.138,0.0,11.323,0.168,0.001,1.296,25.178118584711992,25.178118584711992,0.0,12.31390273776459,0.0,19.533527696793,0.2898200700398503,0.0017251194645229184,2.235754826021702,1.7631808246564442,1.6541669121818017,1.1095110522299323,1.8909860875253577,1.346330227573488,1.1642040993240332,1.1642040993240332,-inf,0.8535765436196416,-inf,1.0539615073145,-0.7746907182741372,-3.0,0.11260500153457453,1.401023274667589,1.401023274667589,-inf,1.0903957189631976,-inf,1.290780682658056,-0.5378715429305811,-2.7631808246564438,0.34942417687813054
24,2000,Romania,70.48599999999999,55.708,14.778,79.03413443804445,20.965865561955567,18.926,0.383,18.543,9.001,5.456,14.778,0.0,0.0,0.0,26.850722129217154,0.5433703146724173,26.307351814544734,12.769911755525921,7.740544221547543,20.965865561955567,0.0,0.0,0.0,1.8481028655513034,1.7459175669219194,1.169615662222747,1.897814701370616,1.3215127966714433,1.2770588357551071,-0.41680122603137726,1.2681799983114879,0.9542907617011269,0.7368743616484226,1.169615662222747,-inf,-inf,-inf,1.4289559702038037,-0.26490409158268075,1.4200771327601844,1.1061878961498235,0.8887714960971191,1.3215127966714433,-inf,-inf,-inf
25,2000,Slovakia,36.38199999999999,31.767,4.61499999999999,87.31515584629764,12.684844153702358,5.584,3.369,2.215,3.344,16.494,4.61499999999999,0.0,0.0,0.0,15.348249134187238,9.26007366280029,6.088175471386951,9.191358364026168,45.33560551921281,12.684844153702358,0.0,0.0,0.0,1.5608865695237601,1.5019762030246802,0.6641717053619299,1.9410896335009202,1.10328513583817,0.7469454096151047,0.5275010109811202,0.3453737305590883,0.5242662687669788,1.217325990227112,0.6641717053619299,-inf,-inf,-inf,1.1860588400913445,0.9666144414573602,0.7844871610353283,0.9633796992432186,1.656439420703352,1.10328513583817,-inf,-inf,-inf
26,2000,Slovenia,18.235451,14.331,3.904451,78.58867872256079,21.4113212774392,4.611,0.307,4.304,0.293,4.761,3.834721,0.0,0.0,0.06973,25.285911491851774,1.6835339032744514,23.602377588577326,1.6067603702261049,26.10848506022692,21.028934244620547,0.0,0.0,0.3823870328186563,1.2609165087734209,1.1562764960030163,0.5915599768990327,1.8953599872295954,1.3306434681256119,0.6637951222194075,-0.5128616245228135,0.6338722626583327,-0.5331323796458906,0.6776981814745107,0.5837337717874207,-inf,-inf,-1.1565803347950818,1.4028786134459865,0.22622186670376557,1.372955753884912,0.2059511115806885,1.4167816727010898,1.3228172630139998,-inf,-inf,-0.41749684356850264
27,2000,Spain,300.011,265.521,34.49,88.50375486232171,11.496245137678285,79.094,72.884,6.21,20.178,62.206,28.256,4.727,0.014,1.493,26.36369999766675,24.29377589488385,2.0699241027828976,6.725753389042402,20.73457306565426,9.418321328217964,1.5756088943405409,0.0046664955618293995,0.49764841955794953,2.4771371785587304,2.4240988750350163,1.5376931943673908,1.9469616964762857,1.0605560158086604,1.8981435395567854,1.862632199451455,0.7930916001765802,1.3048781176982793,1.7938322760287515,1.4511106818974746,0.674585602302914,-1.853871964321762,0.17405980772502544,1.421006360998055,1.3854950208927246,0.3159544216178498,0.8277409391395489,1.3166950974700213,0.9739735033387442,0.19744842374418362,-2.331009142880492,-0.3030773708337049
28,2000,Sweden,146.86741800000001,63.727000000000004,83.140418,43.390835671939165,56.60916432806082,1.636,1.636,0.0,0.484,57.316,78.584,0.457,0.001418,4.098,1.113929843854135,1.113929843854135,0.0,0.329548926910392,39.025674162801714,53.50676213290547,0.31116499916952306,0.0009654966495019337,2.790271699336336,2.1669254598319414,1.804323474197544,1.9198122036515177,1.6373980143656026,1.752886743819576,0.21378329933530416,0.21378329933530416,-inf,-0.31515463835558755,1.7582758740047248,1.895334131038715,-0.34008379993014975,-2.848323769152952,0.6125719540651762,0.04685783950336274,0.04685783950336274,-inf,-0.48208009818752895,1.5913504141727834,1.7284086712067737,-0.5070092597620912,-3.0152492289848936,0.4456464942332348
29,2000,United Kingdom,494.325,484.355,9.97,97.98310827896628,2.0168917210337334,119.95,119.95,0.0,148.077,85.063,5.086,0.947,0.001,3.936,24.26541243109291,24.26541243109291,0.0,29.955393718707334,17.207909775957116,1.0288777626055734,0.191574369089162,0.000202296060284226,0.7962372932787135,2.6940125750318726,2.68516378732091,0.9986951583116558,1.9911512122890376,0.30468258327978304,2.0790002523038495,2.0790002523038495,-inf,2.170487607145147,1.9297406953362741,0.70637635583969,-0.0236500209967266,-3.0,0.5950550897593039,1.3849876772719767,1.3849876772719767,-inf,1.4764750321132745,1.2357281203044013,0.01236378080781735,-0.7176625960285994,-3.6940125750318726,-0.09895748527256883
30,2001,Austria,67.94521,25.712009000000002,42.233201,37.84226879275228,62.15773120724772,6.893,5.299,1.594,8.746,0.0,40.455406,0.104647,0.005336,1.667812,10.144938841163341,7.798930932732419,2.3460079084309253,12.872136240361904,0.0,59.541218578910865,0.15401674378517632,0.00785338657427065,2.4546424979774146,1.8321588452643331,1.410136011435824,1.6256539993494188,1.5779771661714908,1.7934951540850856,0.8384082784941868,0.7241939195143297,0.20248831706009357,0.9418094730088382,-inf,1.6069765639976314,-0.9802732174172291,-2.2727841790915075,0.22214709428482912,1.0062494332298535,0.8920350742499965,0.37032947179576037,1.109650627744505,-inf,1.7748177187332983,-0.8124320626815622,-2.1049430243558405,0.389988249020496
31,2001,Belgium,88.554,87.479,1.0749999999999988,98.78605144883349,1.2139485511665187,9.936,9.936,0.0,15.78,46.349,0.440999999999999,0.037,0.0,0.597,11.220272376177249,11.220272376177249,0.0,17.819635476658313,52.339815253969334,0.49800121959482246,0.041782415249452316,0.0,0.6741649163222441,1.9472081831284955,1.9419038098369739,0.03140846425162367,1.994695626708478,0.08420028112312808,0.997211582832505,0.997211582832505,-inf,1.1981069988734014,1.666040368487702,-0.35556141053216245,-1.431798275933005,-inf,-0.2240256688706309,1.0500033997040095,1.0500033997040095,-inf,1.250898815744906,1.7188321853592066,-0.302769593660658,-1.3790064590615005,-inf,-0.17123385199912652
32,2001,Bulgaria,62.94499999999999,61.294,1.65099999999999,97.37707522440226,2.6229247755977285,19.497,4.446,15.051,1.908,19.553,1.65099999999999,0.0,0.0,0.0,30.97466041782509,7.063309238223846,23.91135117960124,3.0312177297640797,31.063626975931374,2.6229247755977285,0.0,0.0,0.0,1.7989612378807032,1.7874179640057717,0.217747073262791,1.9884567261250685,0.4187858353820878,1.2899677916867338,0.6479694583629718,1.177565355747414,0.28057837036807626,1.2912134002735969,0.217747073262791,-inf,-inf,-inf,1.4910065538060304,0.8490082204822686,1.3786041178667108,0.48161713248737303,1.4922521623928935,0.4187858353820878,-inf,-inf,-inf
33,2001,Croatia,14.4084,7.228,7.1804,50.165181421948304,49.83481857805169,1.638,1.625,0.013,1.823,0.0,7.1804,0.0,0.0,0.0,11.368368451736485,11.278143305294133,0.09022514644235308,12.65234168956997,0.0,49.83481857805169,0.0,0.0,0.0,1.1586157566813686,0.8590181438888942,0.8561486382470365,1.7004023872075256,1.6975328815656678,0.21431389742439963,0.21085336531489318,-1.8860566476931633,0.2607866686549763,-inf,0.8561486382470365,-inf,-inf,-inf,1.055698140743031,1.0522376086335246,-1.0446724043745317,1.1021709119736076,-inf,1.6975328815656678,-inf,-inf,-inf
34,2001,Cyprus,3.551,3.551,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5503506723016155,0.5503506723016155,-inf,2.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
35,2001,Czech Republic,126.82839700000001,124.251726,2.5766709999999997,97.96838006239251,2.031619937607506,52.594,5.673,46.921,1.58,14.749,2.054,0.0,8.1e-05,0.52259,41.46863103536664,4.472973036156879,36.99565799920976,1.2457777890230688,11.629099120443826,1.6195111257299895,0.0,6.386582336130923e-05,0.4120449460541554,2.103216503385243,2.0943024302992885,0.4110589695768665,1.9910859269140455,0.3078424661916235,1.7209362020335754,0.7538127835647022,1.6713672594079831,0.19865708695442263,1.168762575622357,0.31260043926125936,-inf,-4.0915149811213505,-0.28183890495383457,1.6177196986483326,0.6505962801794591,1.5681507560227401,0.09544058356917964,1.0655460722371142,0.20938393587601642,-inf,-4.194731484506593,-0.3850554083390775
36,2001,Denmark,55.532,49.686,5.845999999999999,89.47273644025067,10.527263559749331,17.819,17.819,0.0,9.273,0.0,0.028,4.306,0.001,1.511,32.08780522941727,32.08780522941727,0.0,16.698480155585965,0.0,0.05042137866455377,7.754087733198876,0.0018007635237340632,2.7209536843621693,1.7445433149874663,1.6962340350258307,0.7668588110214176,1.9516907200383644,1.022315496033951,1.2508833278339675,1.2508833278339675,-inf,0.9672202597829673,-inf,-1.5528419686577808,0.6340740254874684,-3.0,0.17926446433902532,1.5063400128465012,1.5063400128465012,-inf,1.222676944795501,-inf,-1.297385283645247,0.889530710500002,-2.7445433149874665,0.434721149351559
37,2001,Estonia,8.483,8.465,0.018,99.78781091594956,0.21218908405045386,0.0,0.0,0.0,0.599,0.0,0.007,0.0,0.0,0.011,0.0,0.0,0.0,7.061181185901215,0.0,0.08251797713073207,0.0,0.0,0.1296711069197218,0.9285494670016639,0.927626962444954,-1.744727494896694,1.9990774954432902,-0.6732769618983577,-inf,-inf,-inf,-0.22257317761068865,-inf,-2.154901959985743,-inf,-inf,-1.958607314841775,-inf,-inf,-inf,0.8488773553876475,-inf,-1.083451426987407,-inf,-inf,-0.8871567818434387
