,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Kind of energy
4442,2008,Netherlands,Other fossil,6.862197,6.38914633074141,-5.73351015691581,-0.417374999999999,Fossil
4443,2008,Netherlands,Nuclear,4.169,3.88160687500824,-0.738095238095248,-0.0310000000000005,Fossil
4445,2008,Netherlands,Hydro,0.102,0.0949685539100122,-4.67289719626168,-0.005,Renewable
4447,2008,Netherlands,Wind,4.259711,3.96606464455462,23.8999065161229,0.821685,Renewable
4448,2008,Netherlands,Solar,0.03961,0.0368794551017214,5.44389724477569,0.00204499999999999,Renewable
4449,2008,Netherlands,Bioenergy,5.129455,4.77585219310276,28.2319509976905,1.129317,Renewable
4450,2008,Netherlands,Other renewables,0.0,0.0,,0.0,Renewable
4455,2008,Poland,Coal,138.895,89.8165939912824,-3.55116694095508,-5.114,Fossil
4456,2008,Poland,Hard Coal,85.671,55.3992398850006,-7.92717658817585,-7.37599999999999,Fossil
4457,2008,Poland,Lignite,53.224,34.4173541062818,4.43860131078057,2.26199999999999,Fossil
4458,2008,Poland,Gas,4.679,3.02568014172728,4.37207227303146,0.196,Fossil
4459,2008,Poland,Other fossil,4.461723,2.8851777471656,-2.75243815122258,-0.126281999999999,Fossil
4460,2008,Poland,Nuclear,0.0,0.0,,0.0,Fossil
4462,2008,Poland,Hydro,2.15216,1.39169646801021,-8.50196714648545,-0.199978,Renewable
4464,2008,Poland,Wind,0.836800999999999,0.541118223611355,60.4351760605235,0.315218999999999,Renewable
4465,2008,Poland,Solar,0.0,0.0,,0.0,Renewable
4466,2008,Poland,Bioenergy,3.618232,2.33973342820307,41.5819694518726,1.062658,Renewable
4467,2008,Poland,Other renewables,0.0,0.0,,0.0,Renewable
4472,2008,Portugal,Coal,11.196,24.62080637583,-9.69511211485723,-1.202,Fossil
4473,2008,Portugal,Hard Coal,11.196,24.62080637583,-9.69511211485723,-1.202,Fossil
4474,2008,Portugal,Lignite,0.0,0.0,,0.0,Fossil
4475,2008,Portugal,Gas,15.199,33.4236902560058,15.8107284364523,2.07499999999999,Fossil
4476,2008,Portugal,Other fossil,4.437669,9.75875216229219,-13.9256497226426,-0.717953999999999,Fossil
4477,2008,Portugal,Nuclear,0.0,0.0,,0.0,Fossil
4479,2008,Portugal,Hydro,6.799047,14.9515916155026,-32.6291531526246,-3.292925,Renewable
4481,2008,Portugal,Wind,5.75738,12.660891230089,42.6256246426543,1.720672,Renewable
4482,2008,Portugal,Solar,0.040534,0.0891371709215698,68.8916666666666,0.016534,Renewable
4483,2008,Portugal,Bioenergy,1.852457,4.07368570172838,-0.616433836369811,-0.01149,Renewable
4484,2008,Portugal,Other renewables,0.191646999999999,0.421445487630287,-4.64848997462561,-0.00934300000000001,Renewable
4489,2008,Romania,Coal,25.823,39.7542255009986,2.89687599617469,0.727000000000003,Fossil
4490,2008,Romania,Hard Coal,0.113,0.173962261612238,-94.0148305084745,-1.775,Fossil
4491,2008,Romania,Lignite,25.71,39.5802632393863,10.7807652533609,2.502,Fossil
4492,2008,Romania,Gas,9.924,15.2778892410606,-14.1448222164547,-1.63499999999999,Fossil
4493,2008,Romania,Other fossil,0.759,1.16847218197955,-41.8390804597701,-0.545999999999999,Fossil
4494,2008,Romania,Nuclear,11.226,17.2823039722034,45.622000259437,3.517,Fossil
4496,2008,Romania,Hydro,17.19575,26.4726686736164,7.70255449044945,1.229787,Renewable
4498,2008,Romania,Wind,0.004978,0.0076635764451834,97.2266244057052,0.002454,Renewable
4499,2008,Romania,Solar,8e-06,1.23159123265301e-05,inf,8e-06,Renewable
4500,2008,Romania,Bioenergy,0.023881,0.0367645377837334,-33.6565173908212,-0.012115,Renewable
4501,2008,Romania,Other renewables,0.0,0.0,,0.0,Renewable
4506,2008,Slovakia,Coal,4.672,16.2666550423218,-2.70720533111201,-0.129999999999999,Fossil
4507,2008,Slovakia,Hard Coal,2.458,8.55809890711196,-15.0656530753282,-0.435999999999999,Fossil
4508,2008,Slovakia,Lignite,2.214,7.70855613520988,16.0377358490566,0.306,Fossil
4509,2008,Slovakia,Gas,1.607,5.59514440346986,-0.618429189857761,-0.01,Fossil
4510,2008,Slovakia,Other fossil,1.176,4.0945176219543,1.8181818181818,0.0209999999999999,Fossil
4511,2008,Slovakia,Nuclear,16.703,58.1553808159036,8.92787270118691,1.36899999999999,Fossil
4513,2008,Slovakia,Hydro,4.039332,14.0638741963638,-9.24888789036171,-0.411667999999999,Renewable
4515,2008,Slovakia,Wind,0.007,0.0243721287021089,-12.5,-0.001,Renewable
4516,2008,Slovakia,Solar,0.0,0.0,,0.0,Renewable
4517,2008,Slovakia,Bioenergy,0.517,1.80005579128433,9.07172995780591,0.043,Renewable
4518,2008,Slovakia,Other renewables,0.0,0.0,,0.0,Renewable
4523,2008,Slovenia,Coal,5.323,32.4612381532183,-2.90040131338926,-0.158999999999999,Fossil
4524,2008,Slovenia,Hard Coal,0.517,3.15281986196015,-4.78821362799263,-0.026,Fossil
4525,2008,Slovenia,Lignite,4.806,29.3084182912582,-2.69285280421137,-0.133,Fossil
4526,2008,Slovenia,Gas,0.476,2.90278966014126,5.07726269315671,0.0229999999999999,Fossil
4527,2008,Slovenia,Other fossil,0.019104,0.116501877452392,-43.7024812872045,-0.01483,Fossil
4528,2008,Slovenia,Nuclear,6.273,38.2546208782902,10.1492537313432,0.577999999999999,Fossil
4530,2008,Slovenia,Hydro,4.017863,24.5021243114793,23.0218164493554,0.751887,Renewable
4532,2008,Slovenia,Wind,0.0,0.0,,0.0,Renewable
4533,2008,Slovenia,Solar,0.000737,0.00449444533513468,70.6018518518518,0.000305,Renewable
4534,2008,Slovenia,Bioenergy,0.288315,1.75823067408325,154.798769818123,0.175160999999999,Renewable
4535,2008,Slovenia,Other renewables,0.0,0.0,,0.0,Renewable
4540,2008,Spain,Coal,48.714,15.6802729197949,-33.0805687203791,-24.081,Fossil
4541,2008,Spain,Hard Coal,48.714,15.6802729197949,-28.7973573433115,-19.7019999999999,Fossil
4542,2008,Spain,Lignite,0.0,0.0,-100.0,-4.379,Fossil
4543,2008,Spain,Gas,120.798,38.8829824725005,27.4253947826453,25.9989999999999,Fossil
4544,2008,Spain,Other fossil,20.043,6.45152748966314,-2.39590942293645,-0.492,Fossil
4545,2008,Spain,Nuclear,58.973,18.9824841913837,7.02321107743679,3.86999999999999,Fossil
4547,2008,Spain,Hydro,23.3639999999999,7.52050532697149,-14.4457871031528,-3.945,Renewable
4549,2008,Spain,Wind,32.946,10.6048009117618,19.5081253627394,5.37799999999999,Renewable
4550,2008,Spain,Solar,2.578147,0.829865102174952,400.408961040977,2.062939,Renewable
4551,2008,Spain,Bioenergy,3.254466,1.04756158574934,12.3004140786749,0.356465999999999,Renewable
4552,2008,Spain,Other renewables,0.0,0.0,,0.0,Renewable
4557,2008,Sweden,Coal,0.514,0.34290552322396,-20.8012326656394,-0.135,Fossil
4558,2008,Sweden,Hard Coal,0.514,0.34290552322396,-20.8012326656394,-0.135,Fossil
4559,2008,Sweden,Lignite,0.0,0.0,,0.0,Fossil
4560,2008,Sweden,Gas,0.618,0.41228718551052,-25.8992805755395,-0.215999999999999,Fossil
4561,2008,Sweden,Other fossil,3.466011,2.31228466041829,17.7713557594291,0.523010999999999,Fossil
4562,2008,Sweden,Nuclear,63.889,42.6223559790965,-4.59914288700741,-3.07999999999999,Fossil
4564,2008,Sweden,Hydro,69.069322,46.0783112823622,4.39910274839268,2.91039899999999,Renewable
4566,2008,Sweden,Wind,1.998,1.33292847354372,40.1122019635343,0.572,Renewable
4567,2008,Sweden,Solar,0.004,0.00266852547256,27.4291175533609,0.000861,Renewable
4568,2008,Sweden,Bioenergy,10.3371819999999,6.89625837037218,5.09716868922029,0.501348999999997,Renewable
4569,2008,Sweden,Other renewables,0.0,0.0,,0.0,Renewable
4574,2008,United Kingdom,Coal,124.382,32.3211856170282,-8.50564566552649,-11.5629999999999,Fossil
4575,2008,United Kingdom,Hard Coal,124.382,32.3211856170282,-8.50564566552649,-11.5629999999999,Fossil
4576,2008,United Kingdom,Lignite,0.0,0.0,,0.0,Fossil
4577,2008,United Kingdom,Gas,176.219,45.7912479960693,6.28856465592635,10.4259999999999,Fossil
4578,2008,United Kingdom,Other fossil,9.897255,2.57184332101156,16.2106715916083,1.380606,Fossil
4579,2008,United Kingdom,Nuclear,52.486,13.6387077575159,-16.7258996001777,-10.542,Fossil
4581,2008,United Kingdom,Hydro,5.14112699999999,1.33594346487205,1.25702538197431,0.0638229999999975,Renewable
4583,2008,United Kingdom,Wind,7.121525,1.85055821100566,35.0354714554047,1.84770699999999,Renewable
4584,2008,United Kingdom,Solar,0.017,0.00441752147006383,21.4285714285714,0.003,Renewable
4585,2008,United Kingdom,Bioenergy,9.567237,2.48608675627582,2.59220389338867,0.241735999999999,Renewable
4586,2008,United Kingdom,Other renewables,3.59999999999999e-05,9.35475134837047e-06,111.764705882352,1.89999999999999e-05,Renewable
4591,2009,Austria,Coal,3.758512,5.66911266565623,-31.9995997967141,-1.768679,Fossil
4592,2009,Austria,Hard Coal,3.758512,5.66911266565623,-31.9995997967141,-1.768679,Fossil
4593,2009,Austria,Lignite,0.0,0.0,,0.0,Fossil
4594,2009,Austria,Gas,12.3427549999999,18.6170667273622,10.3908932994447,1.16180099999999,Fossil
4595,2009,Austria,Other fossil,3.019555,4.55451452466976,-7.31872538941846,-0.238443999999999,Fossil
4596,2009,Austria,Nuclear,0.0,0.0,,0.0,Fossil
4598,2009,Austria,Hydro,40.896304,61.6855167643279,6.69670515582896,2.56681299999999,Renewable
4600,2009,Austria,Wind,1.95404,2.94735600503574,-2.84483783027231,-0.057217,Renewable
4601,2009,Austria,Solar,0.048915,0.0737804338633412,62.4003984063745,0.018795,Renewable
4602,2009,Austria,Bioenergy,4.276473,6.45037377787722,2.8415122090347,0.118158999999999,Renewable
4603,2009,Austria,Other renewables,0.001511,0.00227910120755409,-6.49752475247524,-0.000105,Renewable
4608,2009,Belgium,Coal,5.178,5.77115871124475,-6.65224445646295,-0.368999999999999,Fossil
4609,2009,Belgium,Hard Coal,5.178,5.77115871124475,-6.65224445646295,-0.368999999999999,Fossil
4610,2009,Belgium,Lignite,0.0,0.0,,0.0,Fossil
4611,2009,Belgium,Gas,29.31,32.6675669808002,18.9239633206199,4.66399999999999,Fossil
4612,2009,Belgium,Other fossil,2.572362,2.8670354122779,-18.5327701104213,-0.585179999999999,Fossil
4613,2009,Belgium,Nuclear,47.222,52.6314516536114,3.62974016853934,1.654,Fossil
4615,2009,Belgium,Hydro,0.327999999999999,0.365573591596809,-19.9140541068463,-0.08156,Renewable
4617,2009,Belgium,Wind,0.996,1.11009541838543,56.3549823237239,0.358988,Renewable
4618,2009,Belgium,Solar,0.166008,0.185024819493302,301.101768628588,0.12462,Renewable
4619,2009,Belgium,Bioenergy,3.949647,4.40209341259013,18.6776208388883,0.621599999999999,Renewable
4620,2009,Belgium,Other renewables,0.0,0.0,,0.0,Renewable
4625,2009,Bulgaria,Coal,21.1029999999999,49.8566058526169,-8.9642379534964,-2.07799999999999,Fossil
4626,2009,Bulgaria,Hard Coal,4.508,10.6503141346537,-25.3271492463143,-1.529,Fossil
4627,2009,Bulgaria,Lignite,16.595,39.2062917179632,-3.20228651423237,-0.548999999999999,Fossil
4628,2009,Bulgaria,Gas,1.961,4.63293389930255,-16.9067796610169,-0.398999999999999,Fossil
4629,2009,Bulgaria,Other fossil,0.328,0.774911942361671,3.79746835443037,0.012,Fossil
4630,2009,Bulgaria,Nuclear,15.256,36.0428554654562,-3.22867110688234,-0.509,Fossil
4632,2009,Bulgaria,Hydro,3.43171199999999,8.1075445473959,22.8810725066333,0.639002,Renewable
4634,2009,Bulgaria,Wind,0.237009,0.559942391912187,94.6557926378554,0.115251,Renewable
4635,2009,Bulgaria,Solar,0.003267,0.0077184064502914,1856.2874251497,0.0031,Renewable
4636,2009,Bulgaria,Bioenergy,0.007402,0.0174874945041496,-52.3435488024723,-0.00813,Renewable
4637,2009,Bulgaria,Other renewables,0.0,0.0,,0.0,Renewable
4642,2009,Croatia,Coal,1.658,12.4012119679025,-33.5470941883767,-0.837,Fossil
4643,2009,Croatia,Hard Coal,1.655,12.3787731042694,-33.5608189482135,-0.836,Fossil
4644,2009,Croatia,Lignite,0.003,0.0224388636331168,-25.0,-0.001,Fossil
4645,2009,Croatia,Gas,2.211,16.537442497607,-10.0854005693371,-0.248,Fossil
4646,2009,Croatia,Other fossil,2.013,15.0564774978213,1.41057934508814,0.0279999999999998,Fossil
4647,2009,Croatia,Nuclear,0.0,0.0,,0.0,Fossil
4649,2009,Croatia,Hydro,7.408401,55.412033259482,28.1730276816608,1.62840099999999,Renewable
4651,2009,Croatia,Wind,0.0542,0.40539546963831,35.8395989974937,0.0143,Renewable
4652,2009,Croatia,Solar,9.1e-05,0.000680645530204543,inf,9.1e-05,Renewable
4653,2009,Croatia,Bioenergy,0.024969,0.186758662018431,18.3364928909952,0.003869,Renewable
4654,2009,Croatia,Other renewables,0.0,0.0,,0.0,Renewable
4659,2009,Cyprus,Coal,0.0,0.0,,0.0,Fossil
4660,2009,Cyprus,Hard Coal,0.0,0.0,,0.0,Fossil
4661,2009,Cyprus,Lignite,0.0,0.0,,0.0,Fossil
4662,2009,Cyprus,Gas,0.0,0.0,,0.0,Fossil
4663,2009,Cyprus,Other fossil,5.184,99.4111271426895,2.36966824644548,0.12,Fossil
4664,2009,Cyprus,Nuclear,0.0,0.0,,0.0,Fossil
4666,2009,Cyprus,Hydro,0.0,0.0,,0.0,Renewable
4668,2009,Cyprus,Wind,0.000354999999999999,0.00680766785024204,0.0,0.0,Renewable
4669,2009,Cyprus,Solar,0.00383499999999999,0.0735419893117697,50.0978473581213,0.00127999999999999,Renewable
4670,2009,Cyprus,Bioenergy,0.026518,0.508523200148503,129.792027729636,0.014978,Renewable
4671,2009,Cyprus,Other renewables,0.0,0.0,,0.0,Renewable
4676,2009,Czech Republic,Coal,45.934,56.2774510928685,-5.83049735536512,-2.844,Fossil
4677,2009,Czech Republic,Hard Coal,5.567,6.82058105616752,-3.91784604763547,-0.226999999999999,Fossil
4678,2009,Czech Republic,Lignite,40.367,49.456870036701,-6.08831193002048,-2.617,Fossil
4679,2009,Czech Republic,Gas,0.975,1.19455119988563,-4.22396856581532,-0.043,Fossil
4680,2009,Czech Republic,Other fossil,2.848667,3.49013187992268,-11.4077213977384,-0.366813,Fossil
4681,2009,Czech Republic,Nuclear,27.208,33.3347169707573,2.4744830703175,0.657,Fossil
4683,2009,Czech Republic,Hydro,2.429607,2.97670764830824,20.0200065700587,0.405271999999999,Renewable
4685,2009,Czech Republic,Wind,0.288067,0.352934133843544,17.7412828362509,0.043406,Renewable
4686,2009,Czech Republic,Solar,0.088807,0.108804624008455,586.457447630826,0.0758699999999999,Renewable
4687,2009,Czech Republic,Bioenergy,1.84846399999999,2.26470245040554,27.5612992804394,0.399384999999999,Renewable
4688,2009,Czech Republic,Other renewables,0.0,0.0,,0.0,Renewable
4693,2009,Denmark,Coal,17.687,48.613363383998,1.28851219791548,0.225000000000001,Fossil
4694,2009,Denmark,Hard Coal,17.687,48.613363383998,1.28851219791548,0.225000000000001,Fossil
4695,2009,Denmark,Lignite,0.0,0.0,,0.0,Fossil
4696,2009,Denmark,Gas,6.671,18.3354863535167,-5.80344535441964,-0.410999999999999,Fossil
4697,2009,Denmark,Other fossil,1.962,5.39262842536349,-0.708502024291501,-0.014,Fossil
4698,2009,Denmark,Nuclear,0.0,0.0,,0.0,Fossil
4700,2009,Denmark,Hydro,0.019,0.0522221916829288,-26.9230769230769,-0.00699999999999999,Renewable
4702,2009,Denmark,Wind,6.721,18.4729131737349,-2.9878752886836,-0.206999999999999,Renewable
4703,2009,Denmark,Solar,0.004,0.0109941456174587,33.3333333333333,0.001,Renewable
4704,2009,Denmark,Bioenergy,3.319,9.12239232608635,5.73431028990125,0.18,Renewable
4705,2009,Denmark,Other renewables,0.0,0.0,,0.0,Renewable
4710,2009,Estonia,Coal,0.0,0.0,,0.0,Fossil
4711,2009,Estonia,Hard Coal,0.0,0.0,,0.0,Fossil
4712,2009,Estonia,Lignite,0.0,0.0,,0.0,Fossil
4713,2009,Estonia,Gas,0.108,1.23030374832541,-74.4680851063829,-0.315,Fossil
4714,2009,Estonia,Other fossil,8.13,92.614532165608,-18.3816885854833,-1.83099999999999,Fossil
4715,2009,Estonia,Nuclear,0.0,0.0,,0.0,Fossil
4717,2009,Estonia,Hydro,0.0319879999999999,0.364397743531791,14.6194639529883,0.00407999999999999,Renewable
4719,2009,Estonia,Wind,0.195553,2.22768137866926,46.5332364203127,0.0620999999999999,Renewable
4720,2009,Estonia,Solar,0.0,0.0,,0.0,Renewable
4721,2009,Estonia,Bioenergy,0.312779,3.56308496386552,753.701075386211,0.276140999999999,Renewable
4722,2009,Estonia,Other renewables,0.0,0.0,,0.0,Renewable
4727,2009,EU-27,Coal,703.612826,24.9754591923441,-7.05664794307917,-53.4212279999999,Fossil
4728,2009,EU-27,Hard Coal,382.733826,13.585529853307,-8.97628720543689,-37.7432279999999,Fossil
4729,2009,EU-27,Lignite,320.879,11.3899293390371,-4.65834910579783,-15.6779999999999,Fossil
4730,2009,EU-27,Gas,564.727518,20.0455826832849,-7.84309057025626,-48.0616059999999,Fossil
4731,2009,EU-27,Other fossil,151.61171,5.38161320582084,-11.9530476527194,-20.58245,Fossil
4732,2009,EU-27,Nuclear,824.88,29.2799619581989,-6.7968010268532,-60.1539999999999,Fossil
4734,2009,EU-27,Hydro,330.490037,11.7310829586409,1.05022663818332,3.43482099999999,Renewable
4736,2009,EU-27,Wind,124.673598,4.42541728085514,10.0871623750792,11.423701,Renewable
4737,2009,EU-27,Solar,14.120981,0.50123870925765,90.3707536419021,6.70336,Renewable
4738,2009,EU-27,Bioenergy,97.124638,3.4475386793762,10.3135870613975,9.080508,Renewable
4739,2009,EU-27,Other renewables,5.975467,0.212105332221018,-3.28920482749028,-0.203229999999997,Renewable
4744,2009,EU27+1,Coal,806.649826,25.2845563421176,-8.48251261826914,-74.7662279999999,Fossil
4745,2009,EU27+1,Hard Coal,485.770826,15.2265573281782,-10.8446813109211,-59.088228,Fossil
4746,2009,EU27+1,Lignite,320.879,10.0579990139393,-4.65834910579783,-15.6779999999999,Fossil
4747,2009,EU27+1,Gas,731.226517999999,22.9204017620671,-7.32332205998933,-57.781606,Fossil
4748,2009,EU27+1,Other fossil,160.802751,5.04038566249814,-11.6911958754343,-21.2886639999999,Fossil
4749,2009,EU27+1,Nuclear,893.978,28.021870681732,-4.64438091987371,-43.542,Fossil
4751,2009,EU27+1,Hydro,335.717953,10.5231281580775,1.06009896683298,3.52161,Renewable
4753,2009,EU27+1,Wind,133.95457,4.19882551669842,11.2843628282467,13.5831479999999,Renewable
4754,2009,EU27+1,Solar,14.140981,0.443251110088649,90.2044636841609,6.70636,Renewable
4755,2009,EU27+1,Bioenergy,107.839961,3.38025929213585,10.4788963768942,10.228594,Renewable
4756,2009,EU27+1,Other renewables,5.976092,0.187321474584535,-3.27965296445078,-0.202640999999998,Renewable
4761,2009,Finland,Coal,11.126,15.5018676713147,30.8633262761702,2.62399999999999,Fossil
4762,2009,Finland,Hard Coal,11.126,15.5018676713147,30.8633262761702,2.62399999999999,Fossil
4763,2009,Finland,Lignite,0.0,0.0,,0.0,Fossil
4764,2009,Finland,Gas,9.819,13.6808231767607,-11.0033535756367,-1.21399999999999,Fossil
4765,2009,Finland,Other fossil,5.600044,7.8025472803829,-16.6797250333501,-1.121062,Fossil
4766,2009,Finland,Nuclear,23.526,32.7788009019729,2.47408310828469,0.568000000000001,Fossil
4768,2009,Finland,Hydro,12.68603,17.6754591348489,-25.8652866866618,-4.42610199999999,Renewable
4770,2009,Finland,Wind,0.276624,0.385420514354644,6.18148318747122,0.016104,Renewable
4771,2009,Finland,Solar,0.004317,0.00601488070618963,9.45740365111562,0.000373,Renewable
4772,2009,Finland,Bioenergy,8.733982,12.1690664396589,-16.0568392672575,-1.67065599999999,Renewable
4773,2009,Finland,Other renewables,0.0,0.0,,0.0,Renewable
4778,2009,France,Coal,21.667,4.08262758114622,-6.05298530113167,-1.39599999999999,Fossil
4779,2009,France,Hard Coal,21.667,4.08262758114622,-6.05298530113167,-1.39599999999999,Fossil
4780,2009,France,Lignite,0.0,0.0,,0.0,Fossil
4781,2009,France,Gas,20.503,3.86329963983205,-6.31054651800402,-1.381,Fossil
4782,2009,France,Other fossil,9.148197,1.72375877555541,-13.9569165561837,-1.483915,Fossil
4783,2009,France,Nuclear,409.736,77.2049427511206,-6.76099734438965,-29.711,Fossil
4785,2009,France,Hydro,56.9942,10.7391929148181,-10.462023543312,-6.65946100000001,Renewable
4787,2009,France,Wind,7.91156999999999,1.49074601431527,38.940608091377,2.21735999999999,Renewable
4788,2009,France,Solar,0.173971,0.0327806712013472,317.276695768972,0.132279,Renewable
4789,2009,France,Bioenergy,4.13,0.778199654319191,4.00402921178544,0.158999999999999,Renewable
4790,2009,France,Other renewables,0.448197,0.084451997691743,-3.638208716479,-0.0169219999999999,Renewable
4795,2009,Germany,Coal,253.5,42.8979013026747,-7.88517441860464,-21.6999999999999,Fossil
4796,2009,Germany,Hard Coal,107.9,18.2591067083179,-13.4028892455858,-16.6999999999999,Fossil
4797,2009,Germany,Lignite,145.6,24.6387945943567,-3.32005312084993,-5.0,Fossil
4798,2009,Germany,Gas,80.9,13.6900994689798,-9.20314253647586,-8.19999999999998,Fossil
4799,2009,Germany,Other fossil,25.7,4.34901800188852,-8.86524822695035,-2.5,Fossil
4800,2009,Germany,Nuclear,134.9,22.8281139476561,-9.34139784946237,-13.9,Fossil
4802,2009,Germany,Hydro,19.0,3.21522731657128,-6.86274509803921,-1.39999999999999,Renewable
4804,2009,Germany,Wind,39.538,6.69071882329449,-4.4975845410628,-1.862,Renewable
4805,2009,Germany,Solar,6.6,1.11686843628265,49.9999999999999,2.19999999999999,Renewable
4806,2009,Germany,Bioenergy,30.8,5.21205270265239,10.0,2.8,Renewable
4807,2009,Germany,Other renewables,0.0,0.0,,0.0,Renewable
4812,2009,Greece,Coal,34.188,55.9596421444066,2.49430387336611,0.832,Fossil
4813,2009,Greece,Hard Coal,0.039,0.0638360256122574,inf,0.039,Fossil
4814,2009,Greece,Lignite,34.149,55.8958061187943,2.37738337930206,0.792999999999999,Fossil
4815,2009,Greece,Gas,11.023,18.0426797518952,-20.1058201058201,-2.774,Fossil
4816,2009,Greece,Other fossil,7.698,12.6002493631578,-23.0892197022679,-2.311,Fossil
4817,2009,Greece,Nuclear,0.0,0.0,,0.0,Fossil
4819,2009,Greece,Hydro,5.374457,8.79702499240965,62.2581430117187,2.062169,Renewable
4821,2009,Greece,Wind,2.543,4.16243623415309,13.4255129348795,0.301,Renewable
4822,2009,Greece,Solar,0.05,0.0818410584772531,854.92742551566,0.044764,Renewable
4823,2009,Greece,Bioenergy,0.217572,0.356126455500258,13.7001191496477,0.0262159999999999,Renewable
4824,2009,Greece,Other renewables,0.0,0.0,,0.0,Renewable
4829,2009,Hungary,Coal,6.34,17.6562252187986,-10.5278012983347,-0.745999999999999,Fossil
4830,2009,Hungary,Hard Coal,0.383,1.06661423640376,-32.9246935201401,-0.187999999999999,Fossil
4831,2009,Hungary,Lignite,5.957,16.5896109823948,-8.56485034535686,-0.557999999999999,Fossil
4832,2009,Hungary,Gas,10.422,29.02416076188,-31.3257775434897,-4.754,Fossil
4833,2009,Hungary,Other fossil,0.825312,2.29840608009103,40.1884779757981,0.236596,Fossil
4834,2009,Hungary,Nuclear,15.426,42.9597681743198,4.10311782966663,0.608,Fossil
4836,2009,Hungary,Hydro,0.228285,0.635749428087294,7.20071753595896,0.0153339999999999,Renewable
4838,2009,Hungary,Wind,0.330929999999999,0.921604828337071,61.5648251215653,0.126101999999999,Renewable
4839,2009,Hungary,Solar,0.00065,0.001810180818962,18.1818181818181,9.99999999999999e-05,Renewable
4840,2009,Hungary,Bioenergy,2.33483799999999,6.50227532766709,20.4425578099908,0.396288999999999,Renewable
4841,2009,Hungary,Other renewables,0.0,0.0,,0.0,Renewable
4846,2009,Ireland,Coal,4.004314,14.3224419179135,-22.1232848872091,-1.137549,Fossil
4847,2009,Ireland,Hard Coal,4.004314,14.3224419179135,-22.1232848872091,-1.137549,Fossil
4848,2009,Ireland,Lignite,0.0,0.0,,0.0,Fossil
4849,2009,Ireland,Gas,16.299542,58.299434955299,-2.50022760555721,-0.417975999999995,Fossil
4850,2009,Ireland,Other fossil,3.54550399999999,12.6813918962724,-20.5224285431198,-0.915508,Fossil
4851,2009,Ireland,Nuclear,0.0,0.0,,0.0,Fossil
4853,2009,Ireland,Hydro,0.901733999999999,3.22527974589602,-6.87673431282745,-0.0665890000000002,Renewable
4855,2009,Ireland,Wind,2.955217,10.5700811268374,22.6224505842914,0.545204,Renewable
4856,2009,Ireland,Solar,0.000424,0.0015165432514022,inf,0.000424,Renewable
4857,2009,Ireland,Bioenergy,0.251584,0.899853814530122,20.4413911961127,0.042699,Renewable
4858,2009,Ireland,Other renewables,0.0,0.0,,0.0,Renewable
4863,2009,Italy,Coal,39.745,13.8208629015154,-7.72641794163397,-3.328,Fossil
4864,2009,Italy,Hard Coal,39.745,13.8208629015154,-7.72641794163397,-3.328,Fossil
4865,2009,Italy,Lignite,0.0,0.0,,0.0,Fossil
4866,2009,Italy,Gas,147.357,51.2416881262701,-14.7076698675094,-25.4099999999999,Fossil
4867,2009,Italy,Other fossil,31.2164209999999,10.8551484442568,-18.9254583976805,-7.286937,Fossil
4868,2009,Italy,Nuclear,0.0,0.0,,0.0,Fossil
4870,2009,Italy,Hydro,49.137482,17.0869896099555,18.0537905040871,7.51452199999999,Renewable
4872,2009,Italy,Wind,6.542859,2.27520335194228,34.5902560972674,1.681542,Renewable
4873,2009,Italy,Solar,0.676481,0.235238423864135,250.571865364185,0.483516,Renewable
4874,2009,Italy,Bioenergy,7.555428,2.627312480822,26.6350245093191,1.589126,Renewable
4875,2009,Italy,Other renewables,5.341822,1.85755666137372,-3.23338432680017,-0.178492999999998,Renewable
4880,2009,Latvia,Coal,0.002,0.0359191080136068,0.0,0.0,Fossil
4881,2009,Latvia,Hard Coal,0.002,0.0359191080136068,0.0,0.0,Fossil
4882,2009,Latvia,Lignite,0.0,0.0,,0.0,Fossil
4883,2009,Latvia,Gas,2.007,36.0448248916545,-2.47813411078715,-0.0509999999999997,Fossil
4884,2009,Latvia,Other fossil,0.004,0.0718382160272137,100.0,0.002,Fossil
4885,2009,Latvia,Nuclear,0.0,0.0,,0.0,Fossil
4887,2009,Latvia,Hydro,3.457102,62.0880100760281,11.1952314510147,0.348063999999999,Renewable
4889,2009,Latvia,Wind,0.050089,0.899576100646777,-15.2470389170896,-0.00901099999999999,Renewable
4890,2009,Latvia,Solar,0.0,0.0,,0.0,Renewable
4891,2009,Latvia,Bioenergy,0.0478759999999999,0.859831607629721,6.91380080393031,0.00309599999999999,Renewable
4892,2009,Latvia,Other renewables,0.0,0.0,,0.0,Renewable
4897,2009,Lithuania,Coal,0.0,0.0,,0.0,Fossil
4898,2009,Lithuania,Hard Coal,0.0,0.0,,0.0,Fossil
4899,2009,Lithuania,Lignite,0.0,0.0,,0.0,Fossil
4900,2009,Lithuania,Gas,2.101,14.6187803386658,3.70187561697927,0.0750000000000001,Fossil
4901,2009,Lithuania,Other fossil,0.735,5.11413781481171,29.6296296296296,0.168,Fossil
4902,2009,Lithuania,Nuclear,10.852,75.508331382771,9.68263594097433,0.958,Fossil
4904,2009,Lithuania,Hydro,0.424147999999999,2.95122629370987,5.43837363369461,0.0218769999999997,Renewable
4906,2009,Lithuania,Wind,0.15768,1.09713911651634,20.3168159689898,0.026626,Renewable
