1,001,1,16,129574
1,001,2,22,141650
1,001,3,18,140664
1,001,4,11,129214
1,001,5,15,112738
1,001,6,27,90315
1,001,7,21,79969
1,001,8,25,78112
1,001,9,56,68893
1,001,10,64,56678
1,001,11,94,40715
1,001,12,86,27063
1,001,13,111,21569
1,001,14,127,16103
1,001,15,146,12413
1,001,16,90,15296
1,001,17,70,0
1,001,18,49,0
1,001,19,0,0
2,001,1,17,124175
2,001,2,10,137584
2,001,3,11,133234
2,001,4,13,122234
2,001,5,24,103012
2,001,6,30,88041
2,001,7,43,83350
2,001,8,81,84622
2,001,9,125,74918
2,001,10,157,55100
2,001,11,130,35169
2,001,12,123,26112
2,001,13,115,23062
2,001,14,126,17705
2,001,15,78,12938
2,001,16,68,15308
2,001,17,24,0
2,001,18,21,0
2,001,19,0,0
1,002,1,16,129574
1,002,2,22,141650
1,002,3,18,140664
1,002,4,11,129214
1,002,5,15,112738
1,002,6,27,90315
1,002,7,21,79969
1,002,8,25,78112
1,002,9,55,68893
1,002,10,61,56678
1,002,11,92,40715
1,002,12,86,27063
1,002,13,109,21569
1,002,14,123,16103
1,002,15,144,12413
1,002,16,88,15296
1,002,17,66,0
1,002,18,48,0
1,002,19,0,0
2,002,1,17,124175
2,002,2,10,137584
2,002,3,11,133234
2,002,4,12,122234
2,002,5,23,103012
2,002,6,30,88041
2,002,7,43,83350
2,002,8,80,84622
2,002,9,124,74918
2,002,10,156,55100
2,002,11,128,35169
2,002,12,122,26112
2,002,13,114,23062
2,002,14,125,17705
2,002,15,76,12938
2,002,16,67,15308
2,002,17,23,0
2,002,18,21,0
2,002,19,0,0
1,003,1,0,129574
1,003,2,0,141650
1,003,3,0,140664
1,003,4,0,129214
1,003,5,1,112738
1,003,6,2,90315
1,003,7,1,79969
1,003,8,1,78112
1,003,9,1,68893
1,003,10,1,56678
1,003,11,4,40715
1,003,12,7,27063
1,003,13,7,21569
1,003,14,4,16103
1,003,15,6,12413
1,003,16,1,15296
1,003,17,3,0
1,003,18,1,0
1,003,19,0,0
2,003,1,0,124175
2,003,2,0,137584
2,003,3,0,133234
2,003,4,0,122234
2,003,5,0,103012
2,003,6,1,88041
2,003,7,1,83350
2,003,8,0,84622
2,003,9,4,74918
2,003,10,0,55100
2,003,11,1,35169
2,003,12,0,26112
2,003,13,2,23062
2,003,14,0,17705
2,003,15,3,12938
2,003,16,1,15308
2,003,17,0,0
2,003,18,1,0
2,003,19,0,0
1,004,1,0,129574
1,004,2,0,141650
1,004,3,0,140664
1,004,4,0,129214
1,004,5,0,112738
1,004,6,0,90315
1,004,7,0,79969
1,004,8,0,78112
1,004,9,0,68893
1,004,10,0,56678
1,004,11,0,40715
1,004,12,0,27063
1,004,13,1,21569
1,004,14,2,16103
1,004,15,0,12413
1,004,16,0,15296
1,004,17,0,0
1,004,18,0,0
1,004,19,0,0
2,004,1,0,124175
2,004,2,0,137584
2,004,3,0,133234
2,004,4,0,122234
2,004,5,0,103012
2,004,6,0,88041
2,004,7,0,83350
2,004,8,0,84622
2,004,9,0,74918
2,004,10,0,55100
2,004,11,0,35169
2,004,12,0,26112
2,004,13,0,23062
2,004,14,0,17705
2,004,15,0,12938
2,004,16,0,15308
2,004,17,0,0
2,004,18,0,0
2,004,19,0,0
1,005,1,0,129574
1,005,2,0,141650
1,005,3,0,140664
1,005,4,0,129214
1,005,5,0,112738
1,005,6,0,90315
1,005,7,0,79969
1,005,8,0,78112
1,005,9,0,68893
1,005,10,0,56678
1,005,11,0,40715
1,005,12,0,27063
1,005,13,2,21569
1,005,14,0,16103
1,005,15,2,12413
1,005,16,0,15296
1,005,17,1,0
1,005,18,0,0
1,005,19,0,0
2,005,1,0,124175
2,005,2,0,137584
2,005,3,0,133234
2,005,4,0,122234
2,005,5,0,103012
2,005,6,0,88041
2,005,7,0,83350
2,005,8,0,84622
2,005,9,0,74918
2,005,10,0,55100
2,005,11,0,35169
2,005,12,0,26112
2,005,13,1,23062
2,005,14,0,17705
2,005,15,0,12938
2,005,16,0,15308
2,005,17,0,0
2,005,18,0,0
2,005,19,0,0
1,006,1,0,129574
1,006,2,0,141650
1,006,3,0,140664
1,006,4,0,129214
1,006,5,0,112738
1,006,6,0,90315
1,006,7,0,79969
1,006,8,0,78112
1,006,9,0,68893
1,006,10,0,56678
1,006,11,0,40715
1,006,12,0,27063
1,006,13,1,21569
1,006,14,0,16103
1,006,15,0,12413
1,006,16,0,15296
1,006,17,0,0
1,006,18,0,0
1,006,19,0,0
2,006,1,0,124175
2,006,2,0,137584
2,006,3,0,133234
2,006,4,0,122234
2,006,5,0,103012
2,006,6,0,88041
2,006,7,0,83350
2,006,8,0,84622
2,006,9,0,74918
2,006,10,0,55100
2,006,11,0,35169
2,006,12,0,26112
2,006,13,0,23062
2,006,14,0,17705
2,006,15,0,12938
2,006,16,0,15308
2,006,17,0,0
2,006,18,0,0
2,006,19,0,0
1,007,1,0,129574
1,007,2,0,141650
1,007,3,0,140664
1,007,4,0,129214
1,007,5,0,112738
