LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,TIME,Time,Unit Code,Unit,Value,Flag Codes,Flags
OECD,OECD - Total,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,22332.37832,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,6841.299651,,
LVA,Latvia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,7068.188259,,
LTU,Lithuania,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,7762.605302,,
EA19,Euro area (19 countries),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,23014.01891,,
CRI,Costa Rica,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,7757.412322,,
EU27_2020,European Union – 27 countries (from 01/02/2020),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1998,1998,USD,US Dollar,20020.70622,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,27121.29639,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,27606.48425,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,25441.89136,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,27841.62956,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,15397.92278,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,26657.82729,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,24767.16407,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,24311.40387,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,26510.2287,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,18464.72645,,
HUN,Hungary,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,10873.24784,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,29576.83983,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,27041.62277,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,25602.38649,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,25744.91658,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,16807.01302,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,49744.9703,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,10216.05314,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,29268.68549,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,20537.59557,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,30554.45249,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,10143.29527,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,17718.19952,,
SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,10714.98967,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,19962.79211,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,27471.47654,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,34476.51322,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,8625.279386,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,24462.86153,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,34479.79436,,
BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,8668.038231,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,8939.630576,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,2643.161035,,
EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,8479.421404,,
IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,1987.759886,,
IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,5597.288298,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,22551.74971,,
RUS,Russia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,6345.894176,,
SVN,Slovenia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,17077.48496,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,7457.423418,,
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,3249.574679,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,29198.08221,,
OECD,OECD - Total,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,23208.42885,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,6489.336267,,
LVA,Latvia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,7405.79795,,
LTU,Lithuania,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,7820.795925,,
EA19,Euro area (19 countries),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,23902.72231,,
CRI,Costa Rica,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,7980.035236,,
EU27_2020,European Union – 27 countries (from 01/02/2020),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",1999,1999,USD,US Dollar,20805.67333,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,28304.65673,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,29376.00714,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,27785.24739,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,29362.28957,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,16207.91749,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,28666.80142,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,26784.75967,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,26094.70233,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,27450.96834,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,19516.21398,,
HUN,Hungary,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,11853.17861,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,29779.62304,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,30212.99663,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,27072.42624,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,27289.85194,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,18538.8793,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,55032.14372,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,10870.09213,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,31869.8424,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,21470.85062,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,36936.21621,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,10672.85628,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,18876.66304,,
SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,11351.31624,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,21591.43057,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,29618.30886,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,36426.12539,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,9474.770932,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,26475.1254,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,36299.66218,,
BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,9114.213352,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,9503.737031,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,2909.533494,,
EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,9392.285021,,
IND,India,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,2112.431568,,
IDN,Indonesia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,5352.289642,,
ISR,Israel,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,24892.62826,,
RUS,Russia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,7323.44018,,
SVN,Slovenia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,17996.96843,,
ZAF,South Africa,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,7785.430146,,
BRIICS,"BRIICS economies - Brazil, Russia, India, Indonesia, China and South Africa",T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,3475.749596,,
G-7,G7,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,30853.6906,,
OECD,OECD - Total,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,24635.02286,,
COL,Colombia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,6709.482677,,
LVA,Latvia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,8039.299919,,
LTU,Lithuania,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,8445.984569,,
EA19,Euro area (19 countries),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,25385.15473,,
CRI,Costa Rica,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,8290.94493,,
EU27_2020,European Union – 27 countries (from 01/02/2020),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2000,2000,USD,US Dollar,22119.00773,,
AUS,Australia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,29561.39888,,
AUT,Austria,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,29702.78738,,
BEL,Belgium,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,28786.87499,,
CAN,Canada,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,30231.00502,,
CZE,Czech Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,17607.97822,,
DNK,Denmark,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,29447.10771,,
FIN,Finland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,27795.72938,,
FRA,France,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,27494.2634,,
DEU,Germany,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,28658.3937,,
GRC,Greece,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,20954.75756,,
HUN,Hungary,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,13207.92218,,
ISL,Iceland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,31861.26973,,
IRL,Ireland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,32587.80571,,
ITA,Italy,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,28030.92154,,
JPN,Japan,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,27946.08313,,
KOR,Korea,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,19724.49424,,
LUX,Luxembourg,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,56082.40129,,
MEX,Mexico,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,10937.13789,,
NLD,Netherlands,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,33180.54437,,
NZL,New Zealand,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,22399.27068,,
NOR,Norway,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,37762.22619,,
POL,Poland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,11118.86502,,
PRT,Portugal,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,19524.94128,,
SVK,Slovak Republic,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,12384.45641,,
ESP,Spain,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,22996.66367,,
SWE,Sweden,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,29927.46437,,
CHE,Switzerland,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,37591.82171,,
TUR,Turkey,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,9141.573259,,
GBR,United Kingdom,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,27810.2933,,
USA,United States,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,37100.28574,,
BRA,Brazil,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,9312.659947,,
CHL,Chile,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,9926.724215,,
CHN,China (People's Republic of),T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,3198.891771,,
EST,Estonia,T_GDPPOP,GDP per head of population,CPC,"USD, current prices, current PPPs",2001,2001,USD,US Dollar,10280.3066,,
