club_name,age
AC Cesena,24.473684210526315
AC Milan,24.305084745762713
ACF Fiorentina,22.606060606060606
AS Bari,24.131147540983605
AS Roma,25.23076923076923
Bologna FC 1909,25.404761904761905
Brescia Calcio,24.405405405405407
Cagliari Calcio,25.516129032258064
Calcio Catania,23.7
Chievo Verona,24.139240506329113
Inter Milan,22.45098039215686
Genoa CFC,22.6
Juventus FC,24.333333333333332
Parma FC,23.349397590361445
SS Lazio,26.413793103448278
SSC Napoli,25.027027027027028
UC Sampdoria,24.06
US Lecce,24.510204081632654
US Palermo,23.583333333333332
Udinese Calcio,22.66216216216216
