club_name,age
AJ Auxerre,23.52173913043478
AS Monaco,24.410714285714285
AS Nancy-Lorraine,24.35483870967742
AS Saint-Étienne,25.0
Athlétic Club Arlésien,25.877551020408163
FC Girondins Bordeaux,23.166666666666668
FC Lorient,23.428571428571427
FC Sochaux-Montbéliard,24.3
FC Toulouse,22.85
LOSC Lille,24.5625
Montpellier HSC,24.2
OGC Nice,24.115384615384617
Olympique Lyon,24.77777777777778
Olympique Marseille,24.12121212121212
Paris Saint-Germain,24.818181818181817
RC Lens,23.695652173913043
SM Caen,25.055555555555557
Stade Brestois 29,25.72
Stade Rennais FC,23.16216216216216
Valenciennes FC,25.047619047619047
