Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:25;00:09:43;00:00:00;
TF1;Soutiens;00:00:00;00:00:04;00:00:12;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:29;00:09:55;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:00:59;00:11:09;00:00:00;
France2;Candidat;00:10:03;00:00:22;00:24:35;00:00:00;
France2;Soutiens;00:00:00;00:00:00;00:07:30;00:00:00;
France2;"Total temps de parole";00:10:03;00:00:22;00:32:05;00:00:00;
France2;"Total temps d'antenne";00:10:38;00:00:37;00:36:11;00:00:00;
France3;Candidat;00:00:00;00:00:45;00:00:33;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:20;00:00:00;
France3;"Total temps de parole";00:00:00;00:00:45;00:00:53;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:01:52;00:01:02;00:00:00;
France5;Candidat;00:00:00;00:02:10;00:04:18;00:02:30;
France5;Soutiens;00:00:00;00:00:14;00:00:03;00:00:03;
France5;"Total temps de parole";00:00:00;00:02:24;00:04:21;00:02:33;
France5;"Total temps d'antenne";00:00:00;00:03:15;00:06:18;00:03:36;
M6;Candidat;00:00:00;00:00:56;00:00:59;00:00:00;
M6;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
M6;"Total temps de parole";00:00:00;00:00:56;00:00:59;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:02:05;00:03:08;00:00:00;
C8;Candidat;00:00:00;00:00:45;00:09:19;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:01:01;00:00:00;
C8;"Total temps de parole";00:00:00;00:00:45;00:10:20;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:01:01;00:16:29;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:17:12;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:01:34;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:18:46;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:00;00:42:33;00:00:00;
BFMTV;Candidat;00:26:22;00:09:38;00:10:02;00:03:20;
BFMTV;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMTV;"Total temps de parole";00:26:22;00:09:38;00:10:02;00:03:20;
BFMTV;"Total temps d'antenne";00:29:15;00:16:21;00:12:06;00:04:04;
Cnews;Candidat;00:18:01;00:24:30;00:08:07;00:07:12;
Cnews;Soutiens;00:00:00;00:10:15;00:00:00;00:00:00;
Cnews;"Total temps de parole";00:18:01;00:34:45;00:08:07;00:07:12;
Cnews;"Total temps d'antenne";00:25:04;01:04:50;00:42:21;00:20:00;
LCI;Candidat;00:24:58;00:57:59;00:30:33;00:00:00;
LCI;Soutiens;00:00:00;00:32:01;00:00:00;00:00:00;
LCI;"Total temps de parole";00:24:58;01:30:00;00:30:33;00:00:00;
LCI;"Total temps d'antenne";00:35:02;02:08:07;01:17:31;00:00:00;
FranceinfoTV;Candidat;00:23:11;01:16:09;00:13:05;00:02:21;
FranceinfoTV;Soutiens;00:08:24;00:00:00;00:12:18;00:00:48;
