club_name,age
AC Milan,25.45
ACF Fiorentina,23.38095238095238
AS Roma,23.60655737704918
Atalanta BC,22.57894736842105
Bologna FC 1909,24.169811320754718
Cagliari Calcio,25.06382978723404
Chievo Verona,24.845070422535212
Empoli FC,23.134328358208954
Frosinone Calcio,25.857142857142858
Genoa CFC,24.114285714285714
Inter Milan,22.46969696969697
Juventus FC,25.59090909090909
Parma Calcio 1913,25.0
SPAL,24.46875
SS Lazio,24.951219512195124
SSC Napoli,24.522727272727273
Torino FC,23.158730158730158
UC Sampdoria,23.936507936507937
US Sassuolo,22.94736842105263
Udinese Calcio,24.75409836065574
