club_name,age
Athletic Bilbao,25.61111111111111
Atlético de Madrid,24.733333333333334
CA Osasuna,24.88
CD Tenerife,24.428571428571427
Deportivo de La Coruña,25.692307692307693
FC Barcelona,24.333333333333332
Getafe CF,25.791666666666668
Málaga CF,25.804878048780488
RCD Espanyol Barcelona,24.285714285714285
RCD Mallorca,24.344827586206897
Racing Santander,23.871794871794872
Real Madrid,25.5
Real Valladolid CF,24.789473684210527
Real Zaragoza,26.72222222222222
Sevilla FC,26.428571428571427
Sporting Gijón,25.63157894736842
UD Almería,25.157894736842106
Valencia CF,24.823529411764707
Villarreal CF,24.653846153846153
Xerez CD,24.22222222222222
