club_name,age
AFC Bournemouth,24.576923076923077
Arsenal FC,24.916666666666668
Aston Villa,26.52
Brighton & Hove Albion,24.357142857142858
Burnley FC,27.57894736842105
Chelsea FC,25.551020408163264
Crystal Palace,26.214285714285715
Everton FC,25.522727272727273
Leicester City,25.72
Liverpool FC,23.82758620689655
Manchester City,22.914893617021278
Manchester United,24.875
Newcastle United,24.88
Norwich City,23.862745098039216
Sheffield United,26.295454545454547
Southampton FC,25.433333333333334
Tottenham Hotspur,23.807692307692307
Watford FC,22.975609756097562
West Ham United,26.555555555555557
Wolverhampton Wanderers,23.306122448979593
