club_name,age
AC Milan,24.46808510638298
ACF Fiorentina,23.876923076923077
AS Roma,23.82191780821918
Atalanta BC,23.275510204081634
Benevento Calcio,25.06153846153846
Bologna FC 1909,24.081632653061224
Cagliari Calcio,24.9375
Chievo Verona,23.77922077922078
FC Crotone,23.673076923076923
Genoa CFC,23.653846153846153
Hellas Verona,24.87272727272727
Inter Milan,23.141025641025642
Juventus FC,22.94047619047619
SPAL 2013,24.11864406779661
SS Lazio,23.085714285714285
SSC Napoli,23.761904761904763
Torino FC,23.442307692307693
UC Sampdoria,23.272727272727273
US Sassuolo,22.74468085106383
Udinese Calcio,24.115384615384617
