club_name,age
FC Köln,24.066666666666666
FSV Mainz 05,24.575757575757574
Bayer 04 Leverkusen,22.875
Bayern Munich,25.08
Borussia Dortmund,23.166666666666668
Borussia Mönchengladbach,21.91304347826087
Eintracht Frankfurt,23.166666666666668
FC Augsburg,25.06451612903226
FC Schalke 04,24.238095238095237
Hamburger SV,22.93548387096774
Hannover 96,23.571428571428573
Hertha BSC,22.789473684210527
RB Leipzig,21.724137931034484
SC Freiburg,23.161290322580644
SV Werder Bremen,24.647058823529413
TSG 1899 Hoffenheim,22.487179487179485
VfB Stuttgart,24.25
VfL Wolfsburg,23.585365853658537
