Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
SudRadio;"Total temps de parole";00:00:50;00:00:16;00:00:24;00:00:00;
SudRadio;"Total temps d'antenne";00:00:50;00:00:56;00:00:24;00:00:00;
TV5Monde;Candidat;00:09:21;00:00:00;00:13:12;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:09:21;00:00:00;00:13:12;00:00:00;
TV5Monde;"Total temps d'antenne";00:09:46;00:00:00;00:14:30;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:00:00;00:00:00;00:02:36;
RFI;Candidat;00:01:50;00:00:55;00:11:08;00:00:21;
RFI;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RFI;"Total temps de parole";00:01:50;00:00:55;00:11:08;00:00:21;
RFI;"Total temps d'antenne";00:02:28;00:00:58;00:11:23;00:00:31;
France24;Candidat;00:01:12;00:00:45;00:06:08;00:01:20;
France24;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France24;"Total temps de parole";00:01:12;00:00:45;00:06:08;00:01:20;
France24;"Total temps d'antenne";00:01:12;00:00:59;00:08:56;00:02:00;
"RMC Story";Candidat;00:05:16;00:03:04;00:00:00;00:00:00;
"RMC Story";Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:05:16;00:03:04;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:05:45;00:03:04;00:00:00;00:00:00;
