club_name,age
AC Milan,25.365853658536587
ACF Fiorentina,23.566666666666666
AS Roma,23.68354430379747
Atalanta BC,24.126436781609197
Bologna FC 1909,24.328125
Cagliari Calcio,23.80392156862745
Chievo Verona,23.875
Delfino Pescara 1936,23.514851485148515
Empoli FC,22.977777777777778
FC Crotone,23.53846153846154
Genoa CFC,23.714285714285715
Inter Milan,22.84
Juventus FC,23.0531914893617
SS Lazio,24.045454545454547
SSC Napoli,22.97872340425532
Torino FC,23.86764705882353
UC Sampdoria,24.486842105263158
US Palermo,23.490909090909092
US Sassuolo,23.5
Udinese Calcio,23.723684210526315
