club_name,age
Arsenal FC,20.82857142857143
Aston Villa,23.814814814814813
Birmingham City,22.24137931034483
Blackburn Rovers,22.08108108108108
Bolton Wanderers,24.208333333333332
Chelsea FC,21.38888888888889
Derby County,26.413793103448278
Everton FC,24.4375
Fulham FC,25.87878787878788
Liverpool FC,21.563636363636363
Manchester City,23.666666666666668
Manchester United,21.5531914893617
Middlesbrough FC,23.0
Newcastle United,24.97222222222222
Portsmouth FC,23.173076923076923
Reading FC,20.826666666666668
Sunderland AFC,25.88679245283019
Tottenham Hotspur,21.75
West Ham United,24.925
Wigan Athletic,25.891304347826086
