club_name,age
FC Nuremberg,25.85
FSV Mainz 05,23.29032258064516
Bayer 04 Leverkusen,23.22222222222222
Bayern Munich,24.533333333333335
Borussia Dortmund,24.193548387096776
Borussia Mönchengladbach,23.238095238095237
Eintracht Frankfurt,23.319148936170212
FC Augsburg,24.928571428571427
FC Schalke 04,23.87878787878788
Fortuna Düsseldorf,24.05
Hannover 96,24.7027027027027
Hertha BSC,21.96153846153846
RB Leipzig,22.0
SC Freiburg,24.56756756756757
SV Werder Bremen,24.926829268292682
TSG 1899 Hoffenheim,23.0
VfB Stuttgart,22.97142857142857
VfL Wolfsburg,23.678571428571427
