club_name,age
Arsenal FC,21.10810810810811
Aston Villa,22.64516129032258
Birmingham City,22.24137931034483
Blackburn Rovers,21.416666666666668
Bolton Wanderers,27.586206896551722
Charlton Athletic,23.18867924528302
Chelsea FC,23.333333333333332
Everton FC,23.82758620689655
Fulham FC,24.5625
Liverpool FC,22.71153846153846
Manchester City,23.44
Manchester United,21.88235294117647
Middlesbrough FC,22.066666666666666
Newcastle United,24.28125
Portsmouth FC,24.37837837837838
Sunderland AFC,23.551020408163264
Tottenham Hotspur,22.215686274509803
West Bromwich Albion,25.181818181818183
West Ham United,23.032258064516128
Wigan Athletic,26.542857142857144
