1,001,1,74,369538
1,001,2,36,362526
1,001,3,55,376768
1,001,4,92,394479
1,001,5,136,427121
1,001,6,194,391087
1,001,7,253,362237
1,001,8,368,387817
1,001,9,723,428626
1,001,10,1396,445015
1,001,11,2481,407438
1,001,12,3666,354465
1,001,13,4567,273041
1,001,14,5213,210882
1,001,15,5093,170261
1,001,16,4757,138265
1,001,17,3129,90931
1,001,18,1833,56642
1,001,19,0,0
2,001,1,72,352318
2,001,2,43,346820
2,001,3,40,356352
2,001,4,69,375451
2,001,5,142,409646
2,001,6,233,380126
2,001,7,364,356721
2,001,8,644,384727
2,001,9,1196,432140
2,001,10,1849,446387
2,001,11,2366,412107
2,001,12,2753,365868
2,001,13,3086,294933
2,001,14,3427,238891
2,001,15,3363,210055
2,001,16,3608,191235
2,001,17,2852,148821
2,001,18,2403,138331
2,001,19,0,0
1,002,1,73,369538
1,002,2,36,362526
1,002,3,55,376768
1,002,4,91,394479
1,002,5,134,427121
1,002,6,193,391087
1,002,7,250,362237
1,002,8,367,387817
1,002,9,718,428626
1,002,10,1388,445015
1,002,11,2474,407438
1,002,12,3661,354465
1,002,13,4558,273041
1,002,14,5201,210882
1,002,15,5079,170261
1,002,16,4739,138265
1,002,17,3103,90931
1,002,18,1826,56642
1,002,19,0,0
2,002,1,72,352318
2,002,2,43,346820
2,002,3,40,356352
2,002,4,69,375451
2,002,5,141,409646
2,002,6,230,380126
2,002,7,363,356721
2,002,8,641,384727
2,002,9,1194,432140
2,002,10,1842,446387
2,002,11,2358,412107
2,002,12,2752,365868
2,002,13,3081,294933
2,002,14,3418,238891
2,002,15,3356,210055
2,002,16,3598,191235
2,002,17,2839,148821
2,002,18,2393,138331
2,002,19,0,0
1,003,1,0,369538
1,003,2,0,362526
1,003,3,2,376768
1,003,4,5,394479
1,003,5,1,427121
1,003,6,3,391087
1,003,7,8,362237
1,003,8,13,387817
1,003,9,49,428626
1,003,10,97,445015
1,003,11,145,407438
1,003,12,186,354465
1,003,13,154,273041
1,003,14,153,210882
1,003,15,126,170261
1,003,16,89,138265
1,003,17,71,90931
1,003,18,31,56642
1,003,19,0,0
2,003,1,0,352318
2,003,2,0,346820
2,003,3,0,356352
2,003,4,1,375451
2,003,5,3,409646
2,003,6,3,380126
2,003,7,5,356721
2,003,8,9,384727
2,003,9,18,432140
2,003,10,26,446387
2,003,11,38,412107
2,003,12,57,365868
2,003,13,52,294933
2,003,14,39,238891
2,003,15,55,210055
2,003,16,55,191235
2,003,17,43,148821
2,003,18,49,138331
2,003,19,0,0
1,004,1,0,369538
1,004,2,0,362526
1,004,3,0,376768
1,004,4,0,394479
1,004,5,0,427121
1,004,6,0,391087
1,004,7,0,362237
1,004,8,1,387817
1,004,9,3,428626
1,004,10,6,445015
1,004,11,8,407438
1,004,12,15,354465
1,004,13,15,273041
1,004,14,18,210882
1,004,15,12,170261
1,004,16,7,138265
1,004,17,5,90931
1,004,18,4,56642
1,004,19,0,0
2,004,1,0,352318
2,004,2,0,346820
2,004,3,0,356352
2,004,4,0,375451
2,004,5,0,409646
2,004,6,1,380126
2,004,7,1,356721
2,004,8,0,384727
2,004,9,1,432140
2,004,10,1,446387
2,004,11,1,412107
2,004,12,1,365868
2,004,13,2,294933
2,004,14,3,238891
2,004,15,2,210055
2,004,16,2,191235
2,004,17,2,148821
2,004,18,5,138331
2,004,19,0,0
1,005,1,0,369538
1,005,2,0,362526
1,005,3,0,376768
1,005,4,0,394479
1,005,5,0,427121
1,005,6,2,391087
1,005,7,3,362237
1,005,8,3,387817
1,005,9,21,428626
1,005,10,21,445015
1,005,11,40,407438
1,005,12,47,354465
1,005,13,43,273041
1,005,14,43,210882
1,005,15,38,170261
1,005,16,22,138265
1,005,17,21,90931
1,005,18,7,56642
1,005,19,0,0
2,005,1,0,352318
2,005,2,0,346820
2,005,3,0,356352
2,005,4,0,375451
2,005,5,1,409646
2,005,6,0,380126
2,005,7,2,356721
2,005,8,3,384727
2,005,9,5,432140
2,005,10,7,446387
2,005,11,13,412107
2,005,12,23,365868
2,005,13,14,294933
2,005,14,8,238891
2,005,15,19,210055
2,005,16,18,191235
2,005,17,11,148821
2,005,18,12,138331
2,005,19,0,0
1,006,1,0,369538
1,006,2,0,362526
1,006,3,0,376768
1,006,4,0,394479
1,006,5,0,427121
1,006,6,0,391087
1,006,7,1,362237
1,006,8,2,387817
1,006,9,13,428626
1,006,10,16,445015
1,006,11,27,407438
1,006,12,29,354465
1,006,13,19,273041
1,006,14,24,210882
1,006,15,26,170261
1,006,16,9,138265
1,006,17,10,90931
1,006,18,2,56642
1,006,19,0,0
2,006,1,0,352318
2,006,2,0,346820
2,006,3,0,356352
2,006,4,0,375451
2,006,5,0,409646
2,006,6,0,380126
2,006,7,1,356721
2,006,8,2,384727
2,006,9,2,432140
2,006,10,5,446387
2,006,11,3,412107
2,006,12,9,365868
2,006,13,4,294933
2,006,14,3,238891
2,006,15,5,210055
2,006,16,4,191235
2,006,17,2,148821
2,006,18,1,138331
2,006,19,0,0
1,007,1,0,369538
1,007,2,0,362526
1,007,3,0,376768
1,007,4,0,394479
1,007,5,0,427121
1,007,6,2,391087
1,007,7,2,362237
1,007,8,1,387817
1,007,9,8,428626
1,007,10,5,445015
1,007,11,13,407438
1,007,12,18,354465
1,007,13,24,273041
1,007,14,19,210882
1,007,15,12,170261
1,007,16,13,138265
1,007,17,11,90931
