club_name,age
FC Köln,24.653846153846153
Arminia Bielefeld,26.096774193548388
Bayer 04 Leverkusen,23.785714285714285
Bayern Munich,26.444444444444443
Borussia Dortmund,25.5
Borussia Mönchengladbach,26.166666666666668
Eintracht Frankfurt,24.785714285714285
FC Energie Cottbus,23.838709677419356
FC Schalke 04,24.0
Hamburger SV,23.275862068965516
Hannover 96,26.38095238095238
Hertha BSC,23.0
Karlsruher SC,25.636363636363637
SV Werder Bremen,22.842105263157894
TSG 1899 Hoffenheim,24.5
VfB Stuttgart,24.392857142857142
VfL Bochum,26.272727272727273
VfL Wolfsburg,26.073170731707318
