club_name,age
AC Milan,25.076923076923077
AC Siena,23.7
ACF Fiorentina,23.486486486486488
AS Roma,21.696428571428573
Atalanta BC,23.520833333333332
Bologna FC 1909,25.633333333333333
Cagliari Calcio,23.482758620689655
Calcio Catania,24.55263157894737
Chievo Verona,24.54
Inter Milan,22.76086956521739
Genoa CFC,23.013698630136986
Juventus FC,22.612244897959183
Reggina Calcio,23.775510204081634
SS Lazio,24.794871794871796
SSC Napoli,25.896551724137932
Torino FC,26.363636363636363
UC Sampdoria,22.389830508474578
US Lecce,23.186046511627907
US Palermo,23.25
Udinese Calcio,22.93243243243243
