club_name,age
AC Le Havre,23.783783783783782
AJ Auxerre,23.333333333333332
AS Monaco,22.934782608695652
AS Nancy-Lorraine,24.24137931034483
AS Saint-Étienne,23.806451612903224
FC Girondins Bordeaux,21.884615384615383
FC Lorient,23.517241379310345
FC Nantes,25.157894736842106
FC Sochaux-Montbéliard,23.88888888888889
FC Toulouse,25.07894736842105
Grenoble Foot 38,24.608695652173914
LOSC Lille,23.166666666666668
Le Mans Union Club 72,22.857142857142858
OGC Nice,24.25
Olympique Lyon,25.06896551724138
Olympique Marseille,24.28
Paris Saint-Germain,24.451612903225808
SM Caen,23.375
Stade Rennais FC,23.166666666666668
Valenciennes FC,26.0
