club_name,age
AFC Bournemouth,23.836734693877553
Arsenal FC,23.791666666666668
Burnley FC,24.339622641509433
Chelsea FC,23.912280701754387
Crystal Palace,24.934782608695652
Everton FC,25.675675675675677
Hull City,25.121951219512194
Leicester City,25.02857142857143
Liverpool FC,23.9
Manchester City,23.666666666666668
Manchester United,23.47826086956522
Middlesbrough FC,25.842105263157894
Southampton FC,25.285714285714285
Stoke City,25.53846153846154
Sunderland AFC,26.229166666666668
Swansea City,25.473684210526315
Tottenham Hotspur,23.625
Watford FC,24.672131147540984
West Bromwich Albion,26.074074074074073
West Ham United,23.789473684210527
