club_name,age
Athletic Bilbao,24.5
Atlético de Madrid,23.325581395348838
CA Osasuna,26.833333333333332
CD Leganés,25.73170731707317
Celta de Vigo,23.666666666666668
Deportivo Alavés,26.405405405405407
Deportivo de La Coruña,26.106382978723403
FC Barcelona,24.708333333333332
Granada CF,24.792207792207794
Málaga CF,25.514285714285716
RCD Espanyol Barcelona,25.595238095238095
Real Betis Balompié,25.77777777777778
Real Madrid,22.192307692307693
Real Sociedad,23.96
SD Eibar,24.906976744186046
Sevilla FC,25.97222222222222
Sporting Gijón,25.1
UD Las Palmas,26.032258064516128
Valencia CF,24.970588235294116
Villarreal CF,23.4
