Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
TF1;Candidat;00:00:00;00:00:00;00:00:25;00:00:00;
TF1;Soutiens;00:00:00;00:00:00;00:00:20;00:00:00;
TF1;"Total temps de parole";00:00:00;00:00:00;00:00:45;00:00:00;
TF1;"Total temps d'antenne";00:00:00;00:00:00;00:01:22;00:00:00;
France2;Candidat;00:00:00;00:00:00;00:24:26;00:00:00;
France2;Soutiens;00:09:49;00:00:00;00:00:12;00:00:00;
France2;"Total temps de parole";00:09:49;00:00:00;00:24:38;00:00:00;
France2;"Total temps d'antenne";00:10:34;00:00:17;00:28:43;00:00:00;
France3;Candidat;00:00:00;00:00:15;00:00:35;00:00:00;
France3;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France3;"Total temps de parole";00:00:00;00:00:15;00:00:35;00:00:00;
France3;"Total temps d'antenne";00:00:00;00:01:10;00:01:04;00:00:00;
France5;Candidat;00:00:00;00:01:14;00:01:46;00:00:32;
France5;Soutiens;00:00:00;00:00:22;00:00:59;00:00:37;
France5;"Total temps de parole";00:00:00;00:01:36;00:02:45;00:01:09;
France5;"Total temps d'antenne";00:00:00;00:02:34;00:04:34;00:02:00;
M6;Candidat;00:00:00;00:00:25;00:00:18;00:00:00;
M6;Soutiens;00:00:00;00:00:28;00:00:20;00:00:00;
M6;"Total temps de parole";00:00:00;00:00:53;00:00:38;00:00:00;
M6;"Total temps d'antenne";00:00:00;00:02:07;00:02:09;00:00:00;
C8;Candidat;00:00:00;00:00:41;00:00:00;00:00:00;
C8;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
C8;"Total temps de parole";00:00:00;00:00:41;00:00:00;00:00:00;
C8;"Total temps d'antenne";00:00:00;00:00:41;00:00:00;00:00:00;
TMC;Candidat;00:00:00;00:00:00;00:06:20;00:00:00;
TMC;Soutiens;00:00:00;00:00:00;00:01:41;00:00:00;
TMC;"Total temps de parole";00:00:00;00:00:00;00:08:01;00:00:00;
TMC;"Total temps d'antenne";00:00:00;00:00:00;00:14:03;00:00:00;
BFMTV;Candidat;00:00:00;00:00:18;00:01:26;00:00:00;
BFMTV;Soutiens;00:00:00;00:05:03;00:00:00;00:00:00;
BFMTV;"Total temps de parole";00:00:00;00:05:21;00:01:26;00:00:00;
BFMTV;"Total temps d'antenne";00:00:00;00:05:21;00:01:26;00:00:00;
Cnews;Candidat;00:01:00;00:25:28;00:06:32;00:06:25;
Cnews;Soutiens;00:14:56;00:02:08;00:02:14;00:00:00;
Cnews;"Total temps de parole";00:15:56;00:27:36;00:08:46;00:06:25;
Cnews;"Total temps d'antenne";00:23:16;01:01:17;00:26:33;00:10:05;
LCI;Candidat;00:00:20;01:04:05;00:00:00;00:00:00;
LCI;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
LCI;"Total temps de parole";00:00:20;01:04:05;00:00:00;00:00:00;
LCI;"Total temps d'antenne";00:08:37;01:24:22;00:11:52;00:00:00;
FranceinfoTV;Candidat;00:00:28;00:39:36;00:03:12;00:01:06;
FranceinfoTV;Soutiens;00:30:54;00:23:54;00:12:38;00:00:00;
FranceinfoTV;"Total temps de parole";00:31:22;01:03:30;00:15:50;00:01:06;
FranceinfoTV;"Total temps d'antenne";00:35:41;01:48:18;00:36:54;00:01:29;
FranceInter;Candidat;00:18:54;00:00:01;00:01:37;00:00:00;
FranceInter;Soutiens;00:00:23;00:03:03;00:02:00;00:01:01;
FranceInter;"Total temps de parole";00:19:17;00:03:04;00:03:37;00:01:01;
FranceInter;"Total temps d'antenne";00:23:10;00:06:25;00:10:38;00:01:59;
FranceInfo;Candidat;00:00:33;00:06:41;00:03:41;00:01:45;
FranceInfo;Soutiens;00:20:24;00:19:16;00:02:32;00:00:35;
FranceInfo;"Total temps de parole";00:20:57;00:25:57;00:06:13;00:02:20;
FranceInfo;"Total temps d'antenne";00:27:26;00:46:17;00:37:26;00:08:24;
FranceCulture;Candidat;00:00:01;00:00:00;00:00:27;00:00:00;
FranceCulture;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
FranceCulture;"Total temps de parole";00:00:01;00:00:00;00:00:27;00:00:00;
FranceCulture;"Total temps d'antenne";00:01:46;00:00:07;00:01:52;00:00:00;
RTL;Candidat;00:01:06;00:02:50;00:00:56;00:01:25;
RTL;Soutiens;00:01:06;00:00:49;00:02:00;00:00:00;
RTL;"Total temps de parole";00:02:12;00:03:39;00:02:56;00:01:25;
RTL;"Total temps d'antenne";00:05:00;00:08:18;00:04:57;00:01:31;
Europe1;Candidat;00:01:01;00:00:00;00:02:21;00:00:00;
Europe1;Soutiens;00:00:00;00:07:22;00:00:00;00:00:00;
Europe1;"Total temps de parole";00:01:01;00:07:22;00:02:21;00:00:00;
Europe1;"Total temps d'antenne";00:01:51;00:07:22;00:02:21;00:00:00;
RMC;Candidat;00:00:46;00:01:48;00:00:00;00:00:46;
RMC;Soutiens;00:04:47;00:00:05;00:00:00;00:03:43;
RMC;"Total temps de parole";00:05:33;00:01:53;00:00:00;00:04:29;
RMC;"Total temps d'antenne";00:05:33;00:07:13;00:00:00;00:09:49;
RadioClassique;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;Soutiens;00:00:24;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:24;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps d'antenne";00:13:02;00:00:21;00:00:00;00:11:27;
SudRadio;Candidat;00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
SudRadio;"Total temps de parole";00:00:00;00:00:18;00:00:10;00:00:00;
SudRadio;"Total temps d'antenne";00:00:45;00:00:38;00:00:10;00:00:00;
TV5Monde;Candidat;00:00:00;00:00:00;00:22:34;00:00:00;
TV5Monde;Soutiens;00:09:30;00:00:19;00:00:12;00:00:00;
TV5Monde;"Total temps de parole";00:09:30;00:00:19;00:22:46;00:00:00;
TV5Monde;"Total temps d'antenne";00:09:52;00:01:08;00:28:08;00:00:00;
RFI;Candidat;00:01:46;00:02:18;00:01:30;00:01:52;
RFI;Soutiens;00:00:00;00:00:49;00:00:49;00:00:00;
RFI;"Total temps de parole";00:01:46;00:03:07;00:02:19;00:01:52;
RFI;"Total temps d'antenne";00:04:39;00:03:17;00:04:32;00:03:22;
France24;Candidat;00:02:27;00:04:38;00:03:01;00:01:06;
France24;Soutiens;00:00:00;00:00:00;00:00:21;00:00:00;
France24;"Total temps de parole";00:02:27;00:04:38;00:03:22;00:01:06;
France24;"Total temps d'antenne";00:04:03;00:10:18;00:07:54;00:01:29;
"RMC Story";Candidat;00:00:16;00:00:46;00:00:00;00:00:00;
"RMC Story";Soutiens;00:05:24;00:00:05;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:05:40;00:00:51;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:05:40;00:06:11;00:00:00;00:00:00;
