club_name,age
Athletic Bilbao,25.0
Atlético de Madrid,24.210526315789473
CD Leganés,25.511627906976745
Celta de Vigo,24.228571428571428
Deportivo Alavés,23.904761904761905
Deportivo de La Coruña,26.725
FC Barcelona,25.0
Getafe CF,27.14
Girona FC,25.357142857142858
Levante UD,25.1
Málaga CF,26.2
RCD Espanyol Barcelona,27.323529411764707
Real Betis Balompié,26.6046511627907
Real Madrid,22.94736842105263
Real Sociedad,25.107142857142858
SD Eibar,24.833333333333332
Sevilla FC,26.4375
UD Las Palmas,26.08888888888889
Valencia CF,25.782608695652176
Villarreal CF,24.09090909090909
