Chaîne;Candidat;"Détail des temps";"Tranche (6h-9h)(durée)";"Tranche (9h-18h)(durée)";"Tranche (18h-24h)(durée)";"Tranche (0h-6h)(durée)"
RMC;"Total temps d'antenne";00:24:22;00:18:29;00:00:00;00:18:34;
BFMBusiness;Candidat;00:00:00;00:00:00;00:00:32;00:00:32;
BFMBusiness;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
BFMBusiness;"Total temps de parole";00:00:00;00:00:00;00:00:32;00:00:32;
BFMBusiness;"Total temps d'antenne";00:02:34;00:00:00;00:01:29;00:01:18;
RadioClassique;Candidat;00:00:39;00:00:00;00:00:00;00:00:28;
RadioClassique;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RadioClassique;"Total temps de parole";00:00:39;00:00:00;00:00:00;00:00:28;
RadioClassique;"Total temps d'antenne";00:02:15;00:00:07;00:00:00;00:01:56;
SudRadio;Candidat;00:05:40;00:00:00;00:00:00;00:00:00;
SudRadio;Soutiens;00:00:00;00:04:00;00:02:30;00:00:00;
SudRadio;"Total temps de parole";00:05:40;00:04:00;00:02:30;00:00:00;
SudRadio;"Total temps d'antenne";00:06:10;00:08:15;00:02:30;00:00:00;
TV5Monde;Candidat;00:09:47;00:00:00;00:17:45;00:00:00;
TV5Monde;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
TV5Monde;"Total temps de parole";00:09:47;00:00:00;00:17:45;00:00:00;
TV5Monde;"Total temps d'antenne";00:10:55;00:00:27;00:19:22;00:00:00;
Euronews;Candidat;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps de parole";00:00:00;00:00:00;00:00:00;00:00:00;
Euronews;"Total temps d'antenne";00:00:00;00:00:00;00:00:00;00:04:07;
RFI;Candidat;00:00:00;00:00:00;00:16:56;00:00:00;
RFI;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
RFI;"Total temps de parole";00:00:00;00:00:00;00:16:56;00:00:00;
RFI;"Total temps d'antenne";00:00:18;00:00:00;00:16:56;00:00:00;
France24;Candidat;00:00:35;00:00:31;00:17:48;00:01:35;
France24;Soutiens;00:00:00;00:00:00;00:00:00;00:00:00;
France24;"Total temps de parole";00:00:35;00:00:31;00:17:48;00:01:35;
France24;"Total temps d'antenne";00:00:58;00:01:03;00:22:17;00:04:44;
"RMC Story";Candidat;00:00:39;00:00:30;00:00:00;00:00:00;
"RMC Story";Soutiens;00:00:42;00:12:24;00:00:00;00:00:00;
"RMC Story";"Total temps de parole";00:01:21;00:12:54;00:00:00;00:00:00;
"RMC Story";"Total temps d'antenne";00:06:47;00:17:59;00:00:00;00:00:00;
