,Chaîne,Période,Somme,Candidat
46,FranceinfoTV,2022-03-13,64.58333333333333,Macron
50,FranceInter,2022-03-13,17.383333333333333,Macron
54,FranceInfo,2022-03-13,37.46666666666667,Macron
58,FranceCulture,2022-03-13,32.75,Macron
62,RTL,2022-03-13,9.166666666666666,Macron
66,Europe1,2022-03-13,39.63333333333333,Macron
70,RMC,2022-03-13,19.4,Macron
74,BFMBusiness,2022-03-13,21.883333333333333,Macron
78,RadioClassique,2022-03-13,0.0,Macron
82,SudRadio,2022-03-13,4.0,Macron
86,TV5Monde,2022-03-13,0.65,Macron
90,Euronews,2022-03-13,0.0,Macron
94,RFI,2022-03-13,0.7333333333333333,Macron
98,France24,2022-03-13,13.916666666666666,Macron
102,RMC Story,2022-03-13,2.7333333333333334,Macron
2,TF1,2022-03-20,39.166666666666664,Macron
6,France2,2022-03-20,31.716666666666665,Macron
10,France3,2022-03-20,1.3,Macron
14,France5,2022-03-20,53.63333333333333,Macron
18,M6,2022-03-20,4.933333333333334,Macron
22,C8,2022-03-20,56.56666666666667,Macron
26,TMC,2022-03-20,13.983333333333333,Macron
30,BFMTV,2022-03-20,463.3833333333334,Macron
34,Cnews,2022-03-20,702.4333333333334,Macron
38,RMCDecouverte,2022-03-20,0.0,Macron
42,LCI,2022-03-20,499.8,Macron
46,FranceinfoTV,2022-03-20,383.3166666666667,Macron
50,FranceInter,2022-03-20,27.033333333333335,Macron
54,FranceInfo,2022-03-20,99.18333333333334,Macron
58,FranceCulture,2022-03-20,45.9,Macron
62,RTL,2022-03-20,90.51666666666667,Macron
66,Europe1,2022-03-20,133.85,Macron
70,RMC,2022-03-20,120.55,Macron
74,BFMBusiness,2022-03-20,43.2,Macron
78,RadioClassique,2022-03-20,0.0,Macron
82,SudRadio,2022-03-20,20.433333333333334,Macron
86,TV5Monde,2022-03-20,25.066666666666666,Macron
90,Euronews,2022-03-20,0.0,Macron
94,RFI,2022-03-20,14.216666666666667,Macron
98,France24,2022-03-20,31.55,Macron
102,RMC Story,2022-03-20,65.53333333333333,Macron
2,TF1,2022-03-27,62.4,Macron
6,France2,2022-03-27,73.36666666666667,Macron
10,France3,2022-03-27,32.08333333333333,Macron
14,France5,2022-03-27,86.76666666666667,Macron
18,M6,2022-03-27,28.416666666666668,Macron
22,C8,2022-03-27,222.93333333333334,Macron
26,TMC,2022-03-27,30.5,Macron
30,BFMTV,2022-03-27,571.1,Macron
34,Cnews,2022-03-27,927.65,Macron
38,RMCDecouverte,2022-03-27,0.0,Macron
42,LCI,2022-03-27,510.78333333333336,Macron
46,FranceinfoTV,2022-03-27,473.15000000000003,Macron
50,FranceInter,2022-03-27,69.41666666666666,Macron
54,FranceInfo,2022-03-27,179.7,Macron
58,FranceCulture,2022-03-27,47.46666666666666,Macron
62,RTL,2022-03-27,249.76666666666665,Macron
66,Europe1,2022-03-27,242.8,Macron
70,RMC,2022-03-27,260.1166666666667,Macron
74,BFMBusiness,2022-03-27,69.4,Macron
78,RadioClassique,2022-03-27,0.0,Macron
82,SudRadio,2022-03-27,50.5,Macron
86,TV5Monde,2022-03-27,64.76666666666667,Macron
90,Euronews,2022-03-27,0.0,Macron
94,RFI,2022-03-27,44.51666666666667,Macron
98,France24,2022-03-27,50.05,Macron
102,RMC Story,2022-03-27,153.2,Macron
2,TF1,2022-04-03,10.700000000000001,Macron
6,France2,2022-04-03,32.766666666666666,Macron
10,France3,2022-04-03,2.3833333333333333,Macron
14,France5,2022-04-03,11.783333333333333,Macron
18,M6,2022-04-03,2.7333333333333334,Macron
22,C8,2022-04-03,10.933333333333334,Macron
26,TMC,2022-04-03,18.3,Macron
30,BFMTV,2022-04-03,32.93333333333334,Macron
34,Cnews,2022-04-03,79.15,Macron
38,LCI,2022-04-03,211.65,Macron
42,FranceinfoTV,2022-04-03,184.28333333333333,Macron
46,FranceInter,2022-04-03,14.450000000000001,Macron
50,FranceInfo,2022-04-03,81.06666666666666,Macron
54,FranceCulture,2022-04-03,10.266666666666666,Macron
58,RTL,2022-04-03,15.45,Macron
62,Europe1,2022-04-03,58.3,Macron
66,RMC,2022-04-03,17.8,Macron
70,RadioClassique,2022-04-03,0.0,Macron
74,SudRadio,2022-04-03,1.6666666666666667,Macron
78,TV5Monde,2022-04-03,32.11666666666667,Macron
82,RFI,2022-04-03,21.666666666666664,Macron
86,France24,2022-04-03,20.316666666666666,Macron
90,RMC Story,2022-04-03,7.766666666666667,Macron
2,TF1,2022-04-08,0.6833333333333333,Macron
6,France2,2022-04-08,1.7166666666666666,Macron
10,France3,2022-04-08,1.2166666666666668,Macron
14,France5,2022-04-08,8.416666666666666,Macron
18,M6,2022-04-08,1.9000000000000001,Macron
22,C8,2022-04-08,9.783333333333333,Macron
26,TMC,2022-04-08,11.216666666666667,Macron
30,BFMTV,2022-04-08,13.75,Macron
34,Cnews,2022-04-08,63.01666666666666,Macron
38,LCI,2022-04-08,181.98333333333332,Macron
42,FranceinfoTV,2022-04-08,139.25,Macron
46,FranceInter,2022-04-08,10.383333333333333,Macron
50,FranceInfo,2022-04-08,48.51666666666666,Macron
54,FranceCulture,2022-04-08,10.149999999999999,Macron
58,RTL,2022-04-08,9.85,Macron
62,Europe1,2022-04-08,34.766666666666666,Macron
66,RMC,2022-04-08,8.166666666666666,Macron
70,RadioClassique,2022-04-08,0.0,Macron
74,SudRadio,2022-04-08,0.7666666666666666,Macron
78,TV5Monde,2022-04-08,1.0666666666666667,Macron
82,RFI,2022-04-08,10.399999999999999,Macron
86,France24,2022-04-08,13.066666666666666,Macron
90,RMC Story,2022-04-08,2.933333333333333,Macron
2,TF1,2022-03-13,0.55,Mélenchon
6,France2,2022-03-13,0.4666666666666667,Mélenchon
10,France3,2022-03-13,0.8833333333333333,Mélenchon
14,France5,2022-03-13,24.1,Mélenchon
18,M6,2022-03-13,0.5,Mélenchon
22,C8,2022-03-13,1.65,Mélenchon
26,TMC,2022-03-13,4.85,Mélenchon
30,BFMTV,2022-03-13,15.383333333333335,Mélenchon
34,Cnews,2022-03-13,99.29999999999998,Mélenchon
38,LCI,2022-03-13,7.1000000000000005,Mélenchon
42,FranceinfoTV,2022-03-13,27.633333333333333,Mélenchon
46,FranceInter,2022-03-13,5.083333333333333,Mélenchon
50,FranceInfo,2022-03-13,6.65,Mélenchon
54,FranceCulture,2022-03-13,30.51666666666667,Mélenchon
58,RTL,2022-03-13,6.133333333333334,Mélenchon
62,Europe1,2022-03-13,55.03333333333333,Mélenchon
66,RMC,2022-03-13,140.08333333333334,Mélenchon
70,BFMBusiness,2022-03-13,2.0833333333333335,Mélenchon
74,RadioClassique,2022-03-13,0.0,Mélenchon
78,SudRadio,2022-03-13,0.0,Mélenchon
82,TV5Monde,2022-03-13,0.6166666666666667,Mélenchon
86,Euronews,2022-03-13,0.0,Mélenchon
90,RFI,2022-03-13,8.0,Mélenchon
94,France24,2022-03-13,0.26666666666666666,Mélenchon
98,RMC Story,2022-03-13,91.16666666666667,Mélenchon
2,TF1,2022-03-20,21.8,Mélenchon
6,France2,2022-03-20,1.2,Mélenchon
10,France3,2022-03-20,19.983333333333334,Mélenchon
14,France5,2022-03-20,29.233333333333334,Mélenchon
18,M6,2022-03-20,2.0166666666666666,Mélenchon
22,C8,2022-03-20,5.25,Mélenchon
26,TMC,2022-03-20,7.033333333333333,Mélenchon
30,BFMTV,2022-03-20,143.8,Mélenchon
34,Cnews,2022-03-20,440.3333333333333,Mélenchon
38,LCI,2022-03-20,229.66666666666669,Mélenchon
42,FranceinfoTV,2022-03-20,191.06666666666666,Mélenchon
46,FranceInter,2022-03-20,29.349999999999998,Mélenchon
50,FranceInfo,2022-03-20,51.349999999999994,Mélenchon
54,FranceCulture,2022-03-20,31.26666666666667,Mélenchon
58,RTL,2022-03-20,119.9,Mélenchon
62,Europe1,2022-03-20,102.53333333333333,Mélenchon
66,RMC,2022-03-20,140.41666666666669,Mélenchon
70,BFMBusiness,2022-03-20,2.0833333333333335,Mélenchon
74,RadioClassique,2022-03-20,0.0,Mélenchon
78,SudRadio,2022-03-20,22.466666666666665,Mélenchon
82,TV5Monde,2022-03-20,2.15,Mélenchon
86,Euronews,2022-03-20,0.0,Mélenchon
90,RFI,2022-03-20,11.35,Mélenchon
94,France24,2022-03-20,3.1,Mélenchon
98,RMC Story,2022-03-20,91.33333333333333,Mélenchon
2,TF1,2022-03-27,32.083333333333336,Mélenchon
6,France2,2022-03-27,74.28333333333333,Mélenchon
10,France3,2022-03-27,21.316666666666666,Mélenchon
14,France5,2022-03-27,37.63333333333333,Mélenchon
18,M6,2022-03-27,24.46666666666667,Mélenchon
22,C8,2022-03-27,100.08333333333333,Mélenchon
26,TMC,2022-03-27,15.866666666666667,Mélenchon
30,BFMTV,2022-03-27,228.03333333333336,Mélenchon
34,Cnews,2022-03-27,525.4,Mélenchon
38,RMCDecouverte,2022-03-27,0.0,Mélenchon
42,LCI,2022-03-27,306.35,Mélenchon
46,FranceinfoTV,2022-03-27,298.8833333333333,Mélenchon
50,FranceInter,2022-03-27,32.849999999999994,Mélenchon
54,FranceInfo,2022-03-27,104.41666666666667,Mélenchon
58,FranceCulture,2022-03-27,44.083333333333336,Mélenchon
62,RTL,2022-03-27,129.31666666666666,Mélenchon
66,Europe1,2022-03-27,142.70000000000002,Mélenchon
70,RMC,2022-03-27,143.21666666666667,Mélenchon
74,BFMBusiness,2022-03-27,27.46666666666667,Mélenchon
78,RadioClassique,2022-03-27,0.0,Mélenchon
82,SudRadio,2022-03-27,25.716666666666665,Mélenchon
86,TV5Monde,2022-03-27,63.333333333333336,Mélenchon
90,Euronews,2022-03-27,0.0,Mélenchon
94,RFI,2022-03-27,48.150000000000006,Mélenchon
98,France24,2022-03-27,28.56666666666667,Mélenchon
102,RMC Story,2022-03-27,91.33333333333333,Mélenchon
2,TF1,2022-04-03,0.75,Mélenchon
6,France2,2022-04-03,24.633333333333333,Mélenchon
10,France3,2022-04-03,1.0833333333333335,Mélenchon
14,France5,2022-04-03,7.1,Mélenchon
18,M6,2022-04-03,2.4,Mélenchon
22,C8,2022-04-03,1.3666666666666667,Mélenchon
26,TMC,2022-04-03,8.016666666666667,Mélenchon
30,BFMTV,2022-04-03,12.133333333333333,Mélenchon
34,Cnews,2022-04-03,70.38333333333334,Mélenchon
38,LCI,2022-04-03,128.16666666666666,Mélenchon
42,FranceinfoTV,2022-04-03,143.93333333333334,Mélenchon
46,FranceInter,2022-04-03,10.766666666666666,Mélenchon
50,FranceInfo,2022-04-03,60.45,Mélenchon
54,FranceCulture,2022-04-03,0.45,Mélenchon
58,RTL,2022-04-03,11.649999999999999,Mélenchon
62,Europe1,2022-04-03,17.083333333333332,Mélenchon
66,RMC,2022-04-03,8.25,Mélenchon
70,RadioClassique,2022-04-03,0.0,Mélenchon
74,SudRadio,2022-04-03,0.7666666666666666,Mélenchon
78,TV5Monde,2022-04-03,23.4,Mélenchon
82,RFI,2022-04-03,10.416666666666668,Mélenchon
86,France24,2022-04-03,13.733333333333334,Mélenchon
90,RMC Story,2022-04-03,1.7,Mélenchon
2,TF1,2022-04-08,10.833333333333334,Mélenchon
6,France2,2022-04-08,32.78333333333333,Mélenchon
10,France3,2022-04-08,2.3833333333333333,Mélenchon
14,France5,2022-04-08,10.95,Mélenchon
18,M6,2022-04-08,2.9833333333333334,Mélenchon
22,C8,2022-04-08,9.933333333333334,Mélenchon
26,TMC,2022-04-08,18.0,Mélenchon
30,BFMTV,2022-04-08,33.21666666666666,Mélenchon
34,Cnews,2022-04-08,81.38333333333334,Mélenchon
38,LCI,2022-04-08,211.08333333333334,Mélenchon
42,FranceinfoTV,2022-04-08,184.35,Mélenchon
46,FranceInter,2022-04-08,14.416666666666668,Mélenchon
50,FranceInfo,2022-04-08,85.71666666666665,Mélenchon
54,FranceCulture,2022-04-08,9.1,Mélenchon
58,RTL,2022-04-08,15.416666666666668,Mélenchon
62,Europe1,2022-04-08,51.016666666666666,Mélenchon
66,RMC,2022-04-08,17.133333333333333,Mélenchon
70,RadioClassique,2022-04-08,0.0,Mélenchon
74,SudRadio,2022-04-08,1.6666666666666667,Mélenchon
78,TV5Monde,2022-04-08,30.816666666666666,Mélenchon
82,RFI,2022-04-08,20.016666666666666,Mélenchon
86,France24,2022-04-08,19.3,Mélenchon
90,RMC Story,2022-04-08,7.4,Mélenchon
2,TF1,2022-03-13,10.733333333333333,Pecresse
6,France2,2022-03-13,0.15,Pecresse
10,France3,2022-03-13,2.15,Pecresse
14,France5,2022-03-13,4.716666666666667,Pecresse
18,M6,2022-03-13,1.2333333333333334,Pecresse
22,C8,2022-03-13,0.5833333333333334,Pecresse
26,TMC,2022-03-13,7.183333333333334,Pecresse
30,BFMTV,2022-03-13,0.6,Pecresse
34,Cnews,2022-03-13,290.0,Pecresse
38,RMCDecouverte,2022-03-13,0.0,Pecresse
42,LCI,2022-03-13,38.833333333333336,Pecresse
46,FranceinfoTV,2022-03-13,43.86666666666667,Pecresse
50,FranceInter,2022-03-13,2.1166666666666667,Pecresse
54,FranceInfo,2022-03-13,11.433333333333334,Pecresse
58,FranceCulture,2022-03-13,0.35,Pecresse
62,RTL,2022-03-13,3.9833333333333334,Pecresse
66,Europe1,2022-03-13,89.08333333333333,Pecresse
70,RMC,2022-03-13,8.05,Pecresse
74,BFMBusiness,2022-03-13,34.88333333333333,Pecresse
78,RadioClassique,2022-03-13,0.0,Pecresse
82,SudRadio,2022-03-13,38.333333333333336,Pecresse
86,TV5Monde,2022-03-13,13.916666666666668,Pecresse
90,Euronews,2022-03-13,0.0,Pecresse
94,RFI,2022-03-13,1.0833333333333333,Pecresse
98,France24,2022-03-13,3.466666666666667,Pecresse
102,RMC Story,2022-03-13,2.4,Pecresse
2,TF1,2022-03-20,39.93333333333333,Pecresse
6,France2,2022-03-20,7.95,Pecresse
10,France3,2022-03-20,23.400000000000002,Pecresse
14,France5,2022-03-20,10.200000000000001,Pecresse
18,M6,2022-03-20,3.55,Pecresse
22,C8,2022-03-20,17.916666666666668,Pecresse
26,TMC,2022-03-20,10.383333333333333,Pecresse
30,BFMTV,2022-03-20,215.21666666666667,Pecresse
34,Cnews,2022-03-20,530.3666666666667,Pecresse
38,RMCDecouverte,2022-03-20,0.0,Pecresse
42,LCI,2022-03-20,234.25,Pecresse
46,FranceinfoTV,2022-03-20,134.2,Pecresse
50,FranceInter,2022-03-20,11.266666666666666,Pecresse
54,FranceInfo,2022-03-20,74.56666666666666,Pecresse
58,FranceCulture,2022-03-20,2.7,Pecresse
62,RTL,2022-03-20,75.31666666666668,Pecresse
66,Europe1,2022-03-20,115.05,Pecresse
70,RMC,2022-03-20,59.366666666666674,Pecresse
74,BFMBusiness,2022-03-20,34.88333333333333,Pecresse
78,RadioClassique,2022-03-20,0.43333333333333335,Pecresse
82,SudRadio,2022-03-20,43.833333333333336,Pecresse
86,TV5Monde,2022-03-20,17.866666666666667,Pecresse
90,Euronews,2022-03-20,0.0,Pecresse
94,RFI,2022-03-20,26.95,Pecresse
98,France24,2022-03-20,19.816666666666666,Pecresse
102,RMC Story,2022-03-20,35.6,Pecresse
2,TF1,2022-03-27,46.88333333333333,Pecresse
6,France2,2022-03-27,80.6,Pecresse
10,France3,2022-03-27,24.316666666666666,Pecresse
14,France5,2022-03-27,49.400000000000006,Pecresse
18,M6,2022-03-27,22.233333333333334,Pecresse
22,C8,2022-03-27,144.48333333333332,Pecresse
26,TMC,2022-03-27,17.5,Pecresse
30,BFMTV,2022-03-27,389.6333333333333,Pecresse
34,Cnews,2022-03-27,726.35,Pecresse
38,RMCDecouverte,2022-03-27,0.0,Pecresse
42,LCI,2022-03-27,434.3333333333333,Pecresse
46,FranceinfoTV,2022-03-27,310.24999999999994,Pecresse
50,FranceInter,2022-03-27,39.21666666666667,Pecresse
54,FranceInfo,2022-03-27,149.2,Pecresse
58,FranceCulture,2022-03-27,37.900000000000006,Pecresse
62,RTL,2022-03-27,135.70000000000002,Pecresse
66,Europe1,2022-03-27,139.7,Pecresse
70,RMC,2022-03-27,191.55,Pecresse
74,BFMBusiness,2022-03-27,42.66666666666667,Pecresse
78,RadioClassique,2022-03-27,0.43333333333333335,Pecresse
82,SudRadio,2022-03-27,46.63333333333333,Pecresse
86,TV5Monde,2022-03-27,88.51666666666667,Pecresse
90,Euronews,2022-03-27,0.0,Pecresse
94,RFI,2022-03-27,43.5,Pecresse
98,France24,2022-03-27,33.46666666666667,Pecresse
102,RMC Story,2022-03-27,121.73333333333333,Pecresse
2,TF1,2022-04-03,0.7166666666666667,Pecresse
6,France2,2022-04-03,7.683333333333334,Pecresse
10,France3,2022-04-03,1.2166666666666668,Pecresse
14,France5,2022-04-03,8.066666666666666,Pecresse
18,M6,2022-04-03,1.3833333333333333,Pecresse
22,C8,2022-04-03,1.0,Pecresse
26,TMC,2022-04-03,10.583333333333334,Pecresse
30,BFMTV,2022-04-03,3.8166666666666664,Pecresse
34,Cnews,2022-04-03,66.45,Pecresse
38,LCI,2022-04-03,97.86666666666666,Pecresse
42,FranceinfoTV,2022-04-03,107.30000000000001,Pecresse
46,FranceInter,2022-04-03,7.5,Pecresse
50,FranceInfo,2022-04-03,29.2,Pecresse
54,FranceCulture,2022-04-03,11.216666666666667,Pecresse
58,RTL,2022-04-03,12.0,Pecresse
62,Europe1,2022-04-03,57.10000000000001,Pecresse
66,RMC,2022-04-03,3.9333333333333336,Pecresse
70,RadioClassique,2022-04-03,0.0,Pecresse
74,SudRadio,2022-04-03,0.7666666666666666,Pecresse
78,TV5Monde,2022-04-03,7.683333333333334,Pecresse
82,RFI,2022-04-03,4.416666666666667,Pecresse
86,France24,2022-04-03,11.883333333333333,Pecresse
90,RMC Story,2022-04-03,0.9,Pecresse
2,TF1,2022-04-08,10.85,Pecresse
6,France2,2022-04-08,32.766666666666666,Pecresse
10,France3,2022-04-08,2.3833333333333333,Pecresse
14,France5,2022-04-08,11.866666666666667,Pecresse
18,M6,2022-04-08,2.7666666666666666,Pecresse
22,C8,2022-04-08,11.383333333333333,Pecresse
26,TMC,2022-04-08,18.3,Pecresse
30,BFMTV,2022-04-08,33.1,Pecresse
34,Cnews,2022-04-08,83.83333333333334,Pecresse
38,LCI,2022-04-08,210.70000000000002,Pecresse
42,FranceinfoTV,2022-04-08,183.71666666666667,Pecresse
46,FranceInter,2022-04-08,13.1,Pecresse
50,FranceInfo,2022-04-08,80.51666666666665,Pecresse
54,FranceCulture,2022-04-08,11.883333333333333,Pecresse
58,RTL,2022-04-08,15.466666666666665,Pecresse
62,Europe1,2022-04-08,63.36666666666667,Pecresse
66,RMC,2022-04-08,17.666666666666664,Pecresse
70,RadioClassique,2022-04-08,0.0,Pecresse
74,SudRadio,2022-04-08,1.6666666666666667,Pecresse
78,TV5Monde,2022-04-08,32.03333333333333,Pecresse
82,RFI,2022-04-08,11.516666666666666,Pecresse
86,France24,2022-04-08,20.233333333333334,Pecresse
90,RMC Story,2022-04-08,7.433333333333334,Pecresse
2,France2,2022-03-13,0.13333333333333333,Poutou
6,France3,2022-03-13,0.0,Poutou
10,M6,2022-03-13,0.9666666666666666,Poutou
14,BFMTV,2022-03-13,0.0,Poutou
18,Cnews,2022-03-13,14.6,Poutou
22,FranceinfoTV,2022-03-13,1.0166666666666666,Poutou
26,FranceInter,2022-03-13,1.1166666666666667,Poutou
30,FranceInfo,2022-03-13,0.6166666666666667,Poutou
34,RTL,2022-03-13,0.0,Poutou
38,RMC,2022-03-13,0.7666666666666667,Poutou
42,RadioClassique,2022-03-13,0.0,Poutou
46,SudRadio,2022-03-13,0.0,Poutou
50,TV5Monde,2022-03-13,0.13333333333333333,Poutou
54,Euronews,2022-03-13,0.0,Poutou
58,France24,2022-03-13,0.0,Poutou
62,RMC Story,2022-03-13,0.0,Poutou
2,TF1,2022-03-20,1.05,Poutou
6,France2,2022-03-20,0.13333333333333333,Poutou
10,France3,2022-03-20,0.3,Poutou
14,France5,2022-03-20,1.6,Poutou
18,M6,2022-03-20,1.0833333333333333,Poutou
22,C8,2022-03-20,0.7,Poutou
26,TMC,2022-03-20,2.5,Poutou
30,BFMTV,2022-03-20,13.533333333333333,Poutou
34,Cnews,2022-03-20,24.45,Poutou
38,RMCDecouverte,2022-03-20,0.0,Poutou
42,LCI,2022-03-20,4.0,Poutou
46,FranceinfoTV,2022-03-20,35.516666666666666,Poutou
50,FranceInter,2022-03-20,11.016666666666667,Poutou
54,FranceInfo,2022-03-20,17.316666666666666,Poutou
58,FranceCulture,2022-03-20,1.8,Poutou
62,RTL,2022-03-20,3.8333333333333335,Poutou
66,RMC,2022-03-20,0.7666666666666667,Poutou
70,BFMBusiness,2022-03-20,0.0,Poutou
74,RadioClassique,2022-03-20,0.0,Poutou
78,SudRadio,2022-03-20,0.0,Poutou
82,TV5Monde,2022-03-20,0.13333333333333333,Poutou
86,Euronews,2022-03-20,0.0,Poutou
90,RFI,2022-03-20,1.3333333333333333,Poutou
94,France24,2022-03-20,3.1999999999999997,Poutou
98,RMC Story,2022-03-20,0.0,Poutou
2,TF1,2022-03-27,1.05,Poutou
6,France2,2022-03-27,0.13333333333333333,Poutou
10,France3,2022-03-27,0.3,Poutou
14,France5,2022-03-27,1.6,Poutou
18,M6,2022-03-27,1.0833333333333333,Poutou
22,C8,2022-03-27,0.7,Poutou
26,TMC,2022-03-27,2.5,Poutou
30,BFMTV,2022-03-27,13.533333333333333,Poutou
34,Cnews,2022-03-27,24.45,Poutou
38,RMCDecouverte,2022-03-27,0.0,Poutou
42,LCI,2022-03-27,4.0,Poutou
46,FranceinfoTV,2022-03-27,35.516666666666666,Poutou
50,FranceInter,2022-03-27,11.016666666666667,Poutou
54,FranceInfo,2022-03-27,17.316666666666666,Poutou
58,FranceCulture,2022-03-27,1.8,Poutou
62,RTL,2022-03-27,3.8333333333333335,Poutou
66,RMC,2022-03-27,0.7666666666666667,Poutou
70,BFMBusiness,2022-03-27,0.0,Poutou
74,RadioClassique,2022-03-27,0.0,Poutou
78,SudRadio,2022-03-27,0.0,Poutou
82,TV5Monde,2022-03-27,0.13333333333333333,Poutou
86,Euronews,2022-03-27,0.0,Poutou
90,RFI,2022-03-27,1.3333333333333333,Poutou
94,France24,2022-03-27,3.1999999999999997,Poutou
98,RMC Story,2022-03-27,0.0,Poutou
2,TF1,2022-04-03,9.916666666666666,Poutou
6,France2,2022-04-03,7.583333333333333,Poutou
10,France3,2022-04-03,1.6166666666666667,Poutou
14,France5,2022-04-03,5.949999999999999,Poutou
18,M6,2022-04-03,1.5499999999999998,Poutou
22,C8,2022-04-03,11.016666666666667,Poutou
26,TMC,2022-04-03,10.466666666666667,Poutou
30,BFMTV,2022-04-03,31.13333333333333,Poutou
34,Cnews,2022-04-03,60.083333333333336,Poutou
38,LCI,2022-04-03,143.73333333333335,Poutou
42,FranceinfoTV,2022-04-03,134.40000000000003,Poutou
46,FranceInter,2022-04-03,4.4,Poutou
50,FranceInfo,2022-04-03,65.71666666666667,Poutou
54,FranceCulture,2022-04-03,11.716666666666667,Poutou
58,RTL,2022-04-03,10.233333333333333,Poutou
62,Europe1,2022-04-03,2.9333333333333336,Poutou
66,RMC,2022-04-03,0.48333333333333334,Poutou
70,RadioClassique,2022-04-03,0.0,Poutou
74,SudRadio,2022-04-03,0.7666666666666666,Poutou
78,TV5Monde,2022-04-03,7.583333333333333,Poutou
82,RFI,2022-04-03,17.1,Poutou
86,France24,2022-04-03,11.466666666666667,Poutou
90,RMC Story,2022-04-03,0.0,Poutou
2,TF1,2022-04-08,10.883333333333333,Poutou
6,France2,2022-04-08,32.81666666666667,Poutou
10,France3,2022-04-08,2.3833333333333333,Poutou
14,France5,2022-04-08,11.7,Poutou
18,M6,2022-04-08,2.85,Poutou
22,C8,2022-04-08,11.833333333333334,Poutou
26,TMC,2022-04-08,18.766666666666666,Poutou
30,BFMTV,2022-04-08,32.63333333333333,Poutou
34,Cnews,2022-04-08,84.81666666666668,Poutou
38,LCI,2022-04-08,210.55,Poutou
42,FranceinfoTV,2022-04-08,180.83333333333334,Poutou
46,FranceInter,2022-04-08,14.083333333333332,Poutou
50,FranceInfo,2022-04-08,81.41666666666666,Poutou
54,FranceCulture,2022-04-08,12.033333333333333,Poutou
58,RTL,2022-04-08,15.416666666666668,Poutou
62,Europe1,2022-04-08,3.95,Poutou
66,RMC,2022-04-08,16.733333333333334,Poutou
70,RadioClassique,2022-04-08,0.0,Poutou
74,SudRadio,2022-04-08,1.6666666666666667,Poutou
78,TV5Monde,2022-04-08,32.083333333333336,Poutou
82,RFI,2022-04-08,26.21666666666667,Poutou
86,France24,2022-04-08,23.0,Poutou
90,RMC Story,2022-04-08,6.866666666666666,Poutou
2,France2,2022-03-13,0.21666666666666667,Roussel
6,France3,2022-03-13,17.083333333333332,Roussel
10,France5,2022-03-13,0.36666666666666664,Roussel
14,M6,2022-03-13,1.2000000000000002,Roussel
18,TMC,2022-03-13,3.1666666666666665,Roussel
22,BFMTV,2022-03-13,21.683333333333334,Roussel
26,Cnews,2022-03-13,98.38333333333334,Roussel
30,LCI,2022-03-13,0.21666666666666667,Roussel
34,FranceinfoTV,2022-03-13,1.3666666666666667,Roussel
38,FranceInter,2022-03-13,1.4166666666666667,Roussel
42,FranceInfo,2022-03-13,15.55,Roussel
46,FranceCulture,2022-03-13,1.3499999999999999,Roussel
50,RTL,2022-03-13,0.35,Roussel
54,Europe1,2022-03-13,0.0,Roussel
58,RMC,2022-03-13,0.0,Roussel
62,RadioClassique,2022-03-13,0.0,Roussel
66,SudRadio,2022-03-13,0.0,Roussel
70,TV5Monde,2022-03-13,0.43333333333333335,Roussel
74,Euronews,2022-03-13,0.0,Roussel
78,RFI,2022-03-13,1.3,Roussel
82,France24,2022-03-13,0.0,Roussel
86,RMC Story,2022-03-13,0.0,Roussel
2,TF1,2022-03-20,15.183333333333334,Roussel
6,France2,2022-03-20,0.6166666666666667,Roussel
10,France3,2022-03-20,17.183333333333334,Roussel
14,France5,2022-03-20,2.0833333333333335,Roussel
18,M6,2022-03-20,1.8,Roussel
22,C8,2022-03-20,2.0,Roussel
26,TMC,2022-03-20,4.016666666666667,Roussel
30,BFMTV,2022-03-20,33.21666666666667,Roussel
34,Cnews,2022-03-20,119.39999999999999,Roussel
38,LCI,2022-03-20,16.21666666666667,Roussel
42,FranceinfoTV,2022-03-20,43.616666666666674,Roussel
46,FranceInter,2022-03-20,14.333333333333334,Roussel
50,FranceInfo,2022-03-20,50.75,Roussel
54,FranceCulture,2022-03-20,9.65,Roussel
58,RTL,2022-03-20,23.816666666666666,Roussel
62,Europe1,2022-03-20,39.43333333333334,Roussel
66,RMC,2022-03-20,19.866666666666667,Roussel
70,BFMBusiness,2022-03-20,15.9,Roussel
74,RadioClassique,2022-03-20,0.18333333333333332,Roussel
78,SudRadio,2022-03-20,0.0,Roussel
82,TV5Monde,2022-03-20,0.8333333333333334,Roussel
86,Euronews,2022-03-20,0.0,Roussel
90,RFI,2022-03-20,1.3,Roussel
94,France24,2022-03-20,4.4,Roussel
98,RMC Story,2022-03-20,12.966666666666667,Roussel
2,TF1,2022-03-27,15.183333333333334,Roussel
6,France2,2022-03-27,43.53333333333333,Roussel
10,France3,2022-03-27,17.98333333333333,Roussel
14,France5,2022-03-27,18.233333333333334,Roussel
18,M6,2022-03-27,6.199999999999999,Roussel
22,C8,2022-03-27,42.13333333333333,Roussel
26,TMC,2022-03-27,4.65,Roussel
30,BFMTV,2022-03-27,77.93333333333334,Roussel
34,Cnews,2022-03-27,235.53333333333336,Roussel
38,RMCDecouverte,2022-03-27,0.0,Roussel
42,LCI,2022-03-27,130.51666666666665,Roussel
46,FranceinfoTV,2022-03-27,102.3,Roussel
50,FranceInter,2022-03-27,15.466666666666667,Roussel
54,FranceInfo,2022-03-27,68.81666666666666,Roussel
