arrond;capacity;avail. bike
75101;768;226
75102;660;189
75103;389;268
75104;634;378
75105;1203;375
75106;1032;309
75107;1010;385
75108;1481;160
75109;1172;320
75110;1583;649
75111;1972;1221
75112;2726;1369
75113;2320;686
75114;1783;345
75115;3342;1958
75116;2205;614
75117;2176;739
75118;1894;819
75119;1812;527
75120;1909;520
92004;180;139
92007;141;29
92009;84;47
92012;880;379
92014;55;7
92020;148;40
92022;62;34
92023;74;24
92024;400;220
92025;120;91
92026;193;75
92032;122;48
92035;128;35
92036;126;73
92040;495;273
92044;359;141
92046;238;82
92048;107;46
92049;283;89
92050;222;104
92051;378;95
92062;58;29
92063;195;77
92064;79;8
92071;90;31
92072;118;9
92073;264;31
92075;258;72
92077;24;3
93001;404;165
93006;208;43
93008;19;6
93045;233;24
93048;792;187
93053;58;29
93055;563;128
93061;42;15
93063;67;33
93064;124;63
93066;516;186
93070;269;145
94002;122;75
94003;120;33
94016;112;57
94017;121;75
94018;248;103
94022;79;32
94033;349;133
94037;119;71
94041;579;363
94042;124;67
94043;150;73
94046;180;106
94052;131;41
94067;119;43
94069;44;39
94076;254;56
94080;278;44
94081;482;232
95018;95;75
