arrond;capacity;avail. bike
75101;768;616
75102;660;571
75103;389;267
75104;634;556
75105;1203;726
75106;1032;679
75107;1010;751
75108;1481;1014
75109;1172;609
75110;1583;293
75111;1972;560
75112;2726;1177
75113;2320;910
75114;1783;164
75115;3342;1424
75116;2205;698
75117;2176;416
75118;1894;222
75119;1812;183
75120;1909;89
92004;180;76
92007;141;11
92009;84;33
92012;880;388
92014;55;14
92020;148;52
92022;62;27
92023;74;15
92024;400;171
92025;120;82
92026;193;53
92032;122;40
92035;128;29
92036;126;66
92040;495;325
92044;359;234
92046;238;47
92048;107;35
92049;283;61
92050;222;121
92051;378;175
92062;58;35
92063;195;81
92064;79;23
92071;90;23
92072;118;9
92073;264;25
92075;258;46
92077;24;2
93001;404;169
93006;208;11
93008;19;11
93045;233;2
93048;792;85
93053;58;25
93055;563;82
93061;42;7
93063;67;16
93064;124;57
93066;516;315
93070;269;144
94002;122;49
94003;120;35
94016;112;50
94017;121;71
94018;248;61
94022;79;36
94033;349;30
94037;119;33
94041;579;220
94042;124;70
94043;150;17
94046;180;92
94052;131;33
94067;119;20
94069;44;9
94076;254;14
94080;278;109
94081;482;154
95018;95;71
