arrond;capacity;avail. bike
75101;768;462
75102;660;332
75103;389;285
75104;634;518
75105;1203;354
75106;1032;432
75107;1010;401
75108;1481;317
75109;1172;416
75110;1583;607
75111;1972;952
75112;2726;1300
75113;2320;618
75114;1783;286
75115;3342;1710
75116;2205;544
75117;2176;544
75118;1894;487
75119;1812;346
75120;1909;324
92004;180;117
92007;141;26
92009;84;35
92012;880;315
92014;55;9
92020;148;39
92022;62;31
92023;74;17
92024;400;169
92025;120;86
92026;193;63
92032;122;39
92035;128;29
92036;126;59
92040;495;234
92044;359;152
92046;238;43
92048;107;44
92049;283;46
92050;222;105
92051;378;90
92062;58;20
92063;195;76
92064;79;7
92071;90;25
92072;118;6
92073;264;27
92075;258;61
92077;24;2
93001;404;119
93006;208;35
93008;19;10
93045;233;14
93048;792;99
93053;58;27
93055;563;125
93061;42;10
93063;67;21
93064;124;60
93066;516;168
93070;269;149
94002;122;69
94003;120;22
94016;112;49
94017;121;74
94018;248;84
94022;79;32
94033;349;111
94037;119;60
94041;579;245
94042;124;68
94043;150;45
94046;180;90
94052;131;30
94067;119;22
94069;44;22
94076;254;28
94080;278;30
94081;482;200
95018;95;73
