arrond;capacity;avail. bike
75101;768;115
75102;660;122
75103;389;216
75104;634;339
75105;1203;323
75106;1032;231
75107;1010;380
75108;1481;124
75109;1172;228
75110;1583;643
75111;1972;1263
75112;2726;1471
75113;2320;932
75114;1783;492
75115;3342;2172
75116;2205;690
75117;2176;840
75118;1894;1049
75119;1812;701
75120;1909;669
92004;180;147
92007;141;37
92009;84;52
92012;880;427
92014;55;8
92020;148;48
92022;62;35
92023;74;28
92024;400;288
92025;120;95
92026;193;82
92032;122;52
92035;128;43
92036;126;88
92040;495;303
92044;359;181
92046;238;104
92048;107;58
92049;283;137
92050;222;112
92051;378;102
92062;58;35
92063;195;87
92064;79;15
92071;90;40
92072;118;11
92073;264;46
92075;258;92
92077;24;5
93001;404;203
93006;208;62
93008;19;10
93045;233;35
93048;792;237
93053;58;36
93055;563;162
93061;42;21
93063;67;46
93064;124;69
93066;516;251
93070;269;186
94002;122;68
94003;120;44
94016;112;66
94017;121;77
94018;248;122
94022;79;34
94033;349;155
94037;119;88
94041;579;344
94042;124;72
94043;150;83
94046;180;119
94052;131;49
94067;119;57
94069;44;40
94076;254;55
94080;278;59
94081;482;230
95018;95;75
