arrond;capacity;avail. bike
75101;768;597
75102;660;492
75103;389;265
75104;634;453
75105;1203;532
75106;1032;521
75107;1010;637
75108;1481;852
75109;1172;542
75110;1583;331
75111;1972;585
75112;2726;1146
75113;2320;752
75114;1783;182
75115;3342;1444
75116;2205;572
75117;2176;396
75118;1894;268
75119;1812;220
75120;1909;142
92004;180;77
92007;141;16
92009;84;35
92012;880;339
92014;55;18
92020;148;50
92022;62;24
92023;74;20
92024;400;166
92025;120;78
92026;193;55
92032;122;34
92035;128;26
92036;126;74
92040;495;305
92044;359;226
92046;238;41
92048;107;33
92049;283;58
92050;222;121
92051;378;148
92062;58;32
92063;195;77
92064;79;19
92071;90;21
92072;118;11
92073;264;39
92075;258;44
92077;24;2
93001;404;136
93006;208;17
93008;19;8
93045;233;7
93048;792;93
93053;58;23
93055;563;77
93061;42;8
93063;67;17
93064;124;58
93066;516;260
93070;269;134
94002;122;48
94003;120;26
94016;112;42
94017;121;74
94018;248;64
94022;79;33
94033;349;61
94037;119;49
94041;579;211
94042;124;76
94043;150;16
94046;180;88
94052;131;27
94067;119;15
94069;44;14
94076;254;18
94080;278;48
94081;482;164
95018;95;72
