arrond;capacity;avail. bike
75101;768;608
75102;660;553
75103;389;270
75104;634;503
75105;1203;677
75106;1032;658
75107;1010;703
75108;1481;970
75109;1172;608
75110;1583;304
75111;1972;570
75112;2726;1185
75113;2320;830
75114;1783;179
75115;3342;1464
75116;2205;649
75117;2176;403
75118;1894;234
75119;1812;188
75120;1909;100
92004;180;76
92007;141;13
92009;84;35
92012;880;365
92014;55;15
92020;148;53
92022;62;26
92023;74;20
92024;400;163
92025;120;81
92026;193;54
92032;122;36
92035;128;29
92036;126;67
92040;495;324
92044;359;237
92046;238;53
92048;107;32
92049;283;61
92050;222;121
92051;378;166
92062;58;34
92063;195;78
92064;79;24
92071;90;22
92072;118;10
92073;264;29
92075;258;46
92077;24;2
93001;404;166
93006;208;10
93008;19;10
93045;233;6
93048;792;103
93053;58;25
93055;563;87
93061;42;5
93063;67;15
93064;124;58
93066;516;306
93070;269;147
94002;122;48
94003;120;32
94016;112;46
94017;121;72
94018;248;57
94022;79;34
94033;349;36
94037;119;40
94041;579;214
94042;124;69
94043;150;23
94046;180;89
94052;131;29
94067;119;18
94069;44;9
94076;254;19
94080;278;78
94081;482;156
95018;95;72
