arrond;capacity;avail. bike
75101;768;366
75102;660;298
75103;389;253
75104;634;415
75105;1203;495
75106;1032;459
75107;1010;485
75108;1481;380
75109;1172;389
75110;1583;593
75111;1972;1155
75112;2726;1416
75113;2320;897
75114;1783;289
75115;3342;1798
75116;2205;728
75117;2176;630
75118;1894;586
75119;1812;429
75120;1909;429
92004;180;124
92007;141;27
92009;84;37
92012;880;397
92014;55;21
92020;148;33
92022;62;32
92023;74;14
92024;400;234
92025;120;97
92026;193;60
92032;122;35
92035;128;31
92036;126;84
92040;495;314
92044;359;136
92046;238;63
92048;107;46
92049;283;38
92050;222;103
92051;378;130
92062;58;34
92063;195;78
92064;79;19
92071;90;28
92072;118;10
92073;264;31
92075;258;45
92077;24;2
93001;404;125
93006;208;22
93008;19;13
93045;233;21
93048;792;160
93053;58;26
93055;563;92
93061;42;9
93063;67;22
93064;124;60
93066;516;238
93070;269;145
94002;122;69
94003;120;31
94016;112;54
94017;121;73
94018;248;73
94022;79;33
94033;349;102
94037;119;76
94041;579;281
94042;124;67
94043;150;25
94046;180;99
94052;131;46
94067;119;36
94069;44;25
94076;254;46
94080;278;48
94081;482;222
95018;95;74
