arrond;capacity;avail. bike
75101;768;561
75102;660;443
75103;389;236
75104;634;421
75105;1203;430
75106;1032;443
75107;1010;574
75108;1481;710
75109;1172;461
75110;1583;368
75111;1972;619
75112;2726;1169
75113;2320;664
75114;1783;225
75115;3342;1483
75116;2205;538
75117;2176;383
75118;1894;291
75119;1812;234
75120;1909;174
92004;180;86
92007;141;20
92009;84;34
92012;880;302
92014;55;17
92020;148;45
92022;62;28
92023;74;12
92024;400;162
92025;120;77
92026;193;60
92032;122;36
92035;128;27
92036;126;64
92040;495;283
92044;359;183
92046;238;39
92048;107;36
92049;283;45
92050;222;114
92051;378;129
92062;58;29
92063;195;77
92064;79;15
92071;90;22
92072;118;9
92073;264;26
92075;258;45
92077;24;1
93001;404;121
93006;208;19
93008;19;9
93045;233;10
93048;792;87
93053;58;23
93055;563;79
93061;42;9
93063;67;17
93064;124;56
93066;516;222
93070;269;130
94002;122;54
94003;120;24
94016;112;45
94017;121;70
94018;248;66
94022;79;35
94033;349;76
94037;119;44
94041;579;227
94042;124;69
94043;150;18
94046;180;84
94052;131;26
94067;119;10
94069;44;16
94076;254;15
94080;278;24
94081;482;161
95018;95;73
