arrond;capacity;avail. bike
75101;768;161
75102;660;150
75103;389;222
75104;634;349
75105;1203;390
75106;1032;387
75107;1010;439
75108;1481;296
75109;1172;264
75110;1583;531
75111;1972;943
75112;2726;1444
75113;2320;806
75114;1783;238
75115;3342;1847
75116;2205;679
75117;2176;628
75118;1894;581
75119;1812;356
75120;1909;255
92004;180;114
92007;141;22
92009;84;42
92012;880;370
92014;55;13
92020;148;41
92022;62;31
92023;74;19
92024;400;234
92025;120;91
92026;193;52
92032;122;43
92035;128;32
92036;126;80
92040;495;280
92044;359;164
92046;238;56
92048;107;44
92049;283;93
92050;222;104
92051;378;114
92062;58;19
92063;195;76
92064;79;27
92071;90;25
92072;118;5
92073;264;29
92075;258;47
92077;24;3
93001;404;157
93006;208;32
93008;19;11
93045;233;15
93048;792;142
93053;58;31
93055;563;134
93061;42;5
93063;67;25
93064;124;56
93066;516;257
93070;269;162
94002;122;51
94003;120;30
94016;112;66
94017;121;71
94018;248;87
94022;79;32
94033;349;88
94037;119;58
94041;579;262
94042;124;63
94043;150;53
94046;180;102
94052;131;50
94067;119;48
94069;44;29
94076;254;34
94080;278;120
94081;482;194
95018;95;74
