arrond;capacity;avail. bike
75101;768;466
75102;660;333
75103;389;274
75104;634;505
75105;1203;351
75106;1032;439
75107;1010;394
75108;1481;338
75109;1172;371
75110;1583;573
75111;1972;877
75112;2726;1284
75113;2320;609
75114;1783;262
75115;3342;1668
75116;2205;537
75117;2176;506
75118;1894;451
75119;1812;340
75120;1909;302
92004;180;115
92007;141;24
92009;84;36
92012;880;312
92014;55;11
92020;148;40
92022;62;30
92023;74;15
92024;400;159
92025;120;81
92026;193;58
92032;122;39
92035;128;30
92036;126;57
92040;495;237
92044;359;157
92046;238;38
92048;107;45
92049;283;45
92050;222;103
92051;378;92
92062;58;20
92063;195;78
92064;79;7
92071;90;25
92072;118;8
92073;264;29
92075;258;68
92077;24;2
93001;404;123
93006;208;35
93008;19;10
93045;233;15
93048;792;99
93053;58;26
93055;563;123
93061;42;9
93063;67;22
93064;124;58
93066;516;168
93070;269;141
94002;122;68
94003;120;20
94016;112;47
94017;121;72
94018;248;81
94022;79;32
94033;349;108
94037;119;56
94041;579;242
94042;124;65
94043;150;34
94046;180;84
94052;131;30
94067;119;23
94069;44;22
94076;254;27
94080;278;31
94081;482;189
95018;95;73
